filename,chunk_id,sentence_count,raw_text,text_for_scoring,cos_Colonialism,cos_Historical Slavery,cos_Modern Racism & Inequality,max_score,primary_topic,score_margin,confidence_level
C:\Users\Home\policy-analysis\Slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.10.txt,4f18bf34:00000,8,"— 10 —
Rose Mary Allen (1950) is cultureel antropoloog. Ze 
is buitengewoon hoogleraar Cultuur, gemeenschap 
en geschiedenis aan de Universiteit van Curaçao. Esther Captain (1969) is historicus en als senior  
onderzoeker werkzaam bij het Koninklijk Instituut 
voor Taal-, Land- en Volkenkunde (kitlv) in Leiden. Haar expertise is laatkoloniaal Indonesië en de 
­Indonesische revolutie, postkoloniaal Nederland 
in relatie tot de Nederlands-Caribische eilanden, 
­Indonesië en Suriname. Matthias van Rossum (1984) is historicus en als senior 
onderzoeker verbonden aan het Internationaal 
Instituut voor Sociale Geschiedenis (iisg) in 
Amsterdam. Hij is gespecialiseerd in de geschiedenis 
van slavernij in Azië en de verbindingen met het 
Atlantische slavernijverleden. Urwin Vyent (1958) is directeur van het Nationaal 
­Instituut Nederlands slavernijverleden en erfenis 
­(NiNsee). Naast zijn werk voor NiNsee houdt hij zich 
bezig met de ontwikkeling van een slavernijmuseum 
in Amsterdam.",rose mary allen cultureel antropoloog buitengewoon hoogleraar cultuur gemeenschap geschiedenis universiteit curaçao esther captain historicus senior onderzoeker werkzaam koninklijk instituut taal land volkenkunde kitlv leiden expertise laatkoloniaal indonesië indonesische revolutie postkoloniaal nederland relatie nederlands caribische eilanden indonesië suriname matthias rossum historicus senior onderzoeker verbonden internationaal instituut sociale geschiedenis iisg amsterdam gespecialiseerd geschiedenis slavernij azië verbindingen atlantische slavernijverleden urwin vyent directeur nationaal instituut nederlands slavernijverleden erfenis ninsee werk ninsee houdt bezig ontwikkeling slavernijmuseum amsterdam,0.522998962875172,0.33111746485752536,0.2965552496734252,0.522998962875172,Colonialism,0.19188149801764665,high
C:\Users\Home\policy-analysis\Slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.101.txt,9520942f:00000,10,"— 101 —
— ACTUELE VRAAGSTUKKEN —
De nasleep van de koloniale hiërarchieën heeft ook binnen verschillende 
gemeenschappen van nazaten van slavernij een koloniale mindset achter­
gelaten, die tot racisme en discriminatie binnen de groepen zelf leidt. Naast extern racisme is er dus ook sprake van intern racisme tussen en 
binnen de gemeenschappen en zelfs binnen families. Om te voldoen aan 
de witte westerse norm worden haren bijvoorbeeld gestraight en wordt de 
huid gebleekt en wordt de afkomst ontkend door de taal van de ouders 
niet te spreken of het verleden te verzwijgen. Dat kan resulteren in een 
gevoel van ontheemd-zijn of andere interne conflicten. Een onderdeel van dit interne racisme is het lange zwijgen over het 
slavernij­verleden. In families met wortels in de Nederlandse koloniën 
werd in eerste instantie weinig over het verleden gesproken. Geïnternali­
seerde schaamte over het koloniale verleden heeft een zwijgcultuur in de 
hand gewerkt, zoals Marcel van Kanten, auteur van het boek Wortelzucht 
(2020) vertelt: ‘Ik kom uit een Surinaamse onderwijzersfamilie. Daarin 
werd vroeger niet gesproken over slavernij. Pas later ben ik dit “Surinaam­
se zwijgen” gaan begrijpen. De vraag is: waarom was het nou een taboe?",actuele vraagstukken nasleep koloniale hiërarchieën verschillende gemeenschappen nazaten slavernij koloniale mindset gelaten racisme discriminatie groepen leidt extern racisme sprake intern racisme gemeenschappen zelfs families voldoen witte westerse norm haren bijvoorbeeld gestraight huid gebleekt afkomst ontkend taal ouders spreken verleden verzwijgen resulteren gevoel ontheemd interne conflicten interne racisme lange zwijgen slavernij verleden families wortels nederlandse koloniën eerste instantie verleden gesproken geïnternali seerde schaamte koloniale verleden zwijgcultuur hand gewerkt marcel kanten auteur boek wortelzucht vertelt kom surinaamse onderwijzersfamilie daarin vroeger gesproken slavernij pas later surinaam se zwijgen gaan begrijpen waarom nou taboe,0.4445175508155812,0.34192802940940475,0.5475073344043918,0.5475073344043918,Modern Racism & Inequality,0.10298978358881061,high
C:\Users\Home\policy-analysis\Slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.105.txt,27389c45:00000,8,"— 105 —
— ACTUELE VRAAGSTUKKEN —
ander vanuit rechtvaardigheid, de één gaat over individuen of groepen en 
de ander over de gehele samenleving. De behoeften voor wat betreft ‘participatie in besluitvormingsproces­
sen’ en ‘rechtsherstel’ (beide zijn nauw verweven) moeten in de toekomst 
meer aandacht krijgen, zodat een breder debat over herstel gevoerd kan 
worden dat dichter bij het idee van ‘transformative justice’ komt: namelijk 
een vorm van radicale participatie die slachtofferschap adresseert maar 
ook transformeert. In deze zoektocht naar erkenning moet er aandacht 
komen voor machtsvragen: wie bepaalt wat erkenning en herstel inhoudt? Erkenningskwesties zijn diep verstrengeld in machtskwesties, met een 
groot risico dat zij bestaande machtshiërarchieën bevestigen in plaats van 
veranderen. Het gevaar is dat in een politiek van erkenning gelijktijdig 
(bewust of onbewust) een raciaal discours, hiërarchische relaties of posities 
van superioriteit en inferioriteit gereproduceerd worden. Het is belangrijk 
dat degenen voor wie de maatregelen bedoeld zijn degenen zijn die het 
proces en de inhoud bepalen. De excuses zijn nodig om het te kunnen hebben over waar het eigenlijk 
om gaat: het koloniaal verleden met al zijn schaduwkanten als onderdeel 
van de Nederlandse geschiedenis zien en de doorwerking in onze samen­
leving erkennen. Want de nasleep van het koloniale verleden is op vele 
manieren aanwezig, zij het voor sommigen meer zichtbaar en tastbaar 
dan voor anderen.",actuele vraagstukken ander vanuit rechtvaardigheid één gaat individuen groepen ander gehele samenleving behoeften betreft participatie besluitvormingsproces sen rechtsherstel beide nauw verweven moeten toekomst aandacht krijgen zodat breder debat herstel gevoerd dichter idee transformative justice komt namelijk vorm radicale participatie slachtofferschap adresseert transformeert zoektocht erkenning aandacht komen machtsvragen bepaalt erkenning herstel inhoudt erkenningskwesties diep verstrengeld machtskwesties groot risico bestaande machtshiërarchieën bevestigen plaats veranderen gevaar politiek erkenning gelijktijdig bewust onbewust raciaal discours hiërarchische relaties posities superioriteit inferioriteit gereproduceerd belangrijk degenen maatregelen bedoeld degenen proces inhoud bepalen excuses nodig waar eigenlijk gaat koloniaal verleden schaduwkanten nederlandse geschiedenis zien doorwerking onze samen leving erkennen nasleep koloniale verleden vele manieren aanwezig sommigen zichtbaar tastbaar anderen,0.34492316043030996,0.26076120451496587,0.533109043938748,0.533109043938748,Modern Racism & Inequality,0.18818588350843807,high
C:\Users\Home\policy-analysis\Slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.109.txt,0f2d2968:00000,6,"— ACTUELE VRAAGSTUKKEN —
Deel 2
Slavernij, 
afschaffingen en 
doorwerkingen
patricia kaersenhout
‘Entangled One is een zeer persoonlijke serie van acht 
werken over het kunnen ontsnappen aan de onveilige 
en verwarrende gevoelens die ontstaan als je zwart 
bent in een overwegend witte samenleving. Het deed 
mij twijfelen aan mijn eigen identiteit en aan de plaats 
waar ik thuishoorde. Ik kon alleen ontsnappen aan 
mijn ‘anders’- zijn in een denkbeeldige wereld. Pas 
daar losten alle grenzen op en werd mijn toegestane 
vrijheid een realiteit van mogelijkheden. Via de taal 
van de verbeelding bevrijd ik mijn innerlijke ziel die 
gevangen zit in het uiterlijke lichaam, dat wordt 
bepaald door ras, geslacht en hiërarchie.’
Entangled One nr. 4 (2011)
werk op papier, 48 x 64,5 cm",actuele vraagstukken slavernij afschaffingen doorwerkingen patricia kaersenhout entangled one zeer persoonlijke serie acht werken ontsnappen onveilige verwarrende gevoelens ontstaan zwart bent overwegend witte samenleving deed twijfelen eigen identiteit plaats waar thuishoorde alleen ontsnappen anders denkbeeldige wereld pas losten grenzen toegestane vrijheid realiteit mogelijkheden via taal verbeelding bevrijd innerlijke ziel gevangen zit uiterlijke lichaam bepaald ras geslacht hiërarchie entangled one nr werk papier x cm,0.37357257197180016,0.33972819336016585,0.5893581876212356,0.5893581876212356,Modern Racism & Inequality,0.21578561564943544,high
C:\Users\Home\policy-analysis\Slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.110.txt,d68c406d:00000,3,"— 110 —
Ellen Klinkers (1964) is gespecialiseerd in de 
koloniale geschiedenis van Nederland. Ze 
­promoveerde op een proefschrift over de 
afschaffing van de slavernij in Suriname. Ze schreef in opdracht van het Koninklijk 
­Instituut voor Taal-, Land- en Volkenkunde 
(kitlv) een boek over de koloniale politie in 
Suriname en in opdracht van het Nederlands 
Instituut voor Militaire Geschiedenis (nimh) 
een boek over de Troepenmacht in Suriname.",ellen klinkers gespecialiseerd koloniale geschiedenis nederland promoveerde proefschrift afschaffing slavernij suriname schreef opdracht koninklijk instituut taal land volkenkunde kitlv boek koloniale politie suriname opdracht nederlands instituut militaire geschiedenis nimh boek troepenmacht suriname,0.5859573996259294,0.3867134894135846,0.396308486278013,0.5859573996259294,Colonialism,0.1896489133479164,high
C:\Users\Home\policy-analysis\Slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.111.txt,acd0142c:00000,10,"— 111 —
Ellen Klinkers
7. Het kronkelige pad  
	
van slavernij naar 
	
	
‘vrije’ arbeid 
De opheffing van de slavenhandel en de slavernij baande de weg voor vrije 
arbeid, maar sloot nieuwe vormen van dwang niet uit. Slavernij, dwang­
arbeid en contractarbeid bestonden in de Nederlandse koloniën soms 
naast elkaar, of volgden elkaar op. Het bestuderen van slavernij in samen­
hang met dwang- en contractarbeid in een koloniale context die dat legiti­
meerde kan bijdragen tot een beter begrip van de transitie van slavernij 
naar vrije arbeid. De verschillen tussen de voormalige Nederlandse koloniën Suriname, 
de Nederlandse Caribische eilanden en Nederlands-Indië zijn enorm wat 
betreft omvang, ligging, bevolking, economie en samenleving. Het effect 
van de afschaffing van slavernij, het ontstaan en voortbestaan van dwang- 
en contractarbeid in de Nederlandse koloniën kan daarom alleen in hoofd­
lijnen worden besproken. Een grote gemene deler was dat de economieën, 
en daarmee ook de inzet van arbeid, grotendeels in dienst stonden van de 
koloniale machthebbers, die arbeid legitimeerden en controleerden. ◼◼ ◼◼  Het verbod op de trans-Atlantische slavenhandel
In 1845 voer Francis Meynell, een Britse luitenant van de Royal Navy, op 
het marineschip hms Albatross voor de kust van West-Afrika. Hij was op 
weg om de slavenhandel te bestrijden. Op 1 maart van dat jaar overmees­
terde de bemanning van de Albatross het Spaanse schip Albanez, met meer 
dan zevenhonderd slaafgemaakten aan boord.",ellen klinkers kronkelige pad slavernij vrije arbeid opheffing slavenhandel slavernij baande weg vrije arbeid sloot nieuwe vormen dwang slavernij dwang arbeid contractarbeid bestonden nederlandse koloniën soms elkaar volgden elkaar bestuderen slavernij samen hang dwang contractarbeid koloniale context legiti meerde bijdragen beter begrip transitie slavernij vrije arbeid verschillen voormalige nederlandse koloniën suriname nederlandse caribische eilanden nederlands indië enorm betreft omvang ligging bevolking economie samenleving effect afschaffing slavernij ontstaan voortbestaan dwang contractarbeid nederlandse koloniën daarom alleen hoofd lijnen besproken grote gemene deler economieën daarmee inzet arbeid grotendeels dienst stonden koloniale machthebbers arbeid legitimeerden controleerden verbod trans atlantische slavenhandel voer francis meynell britse luitenant royal navy marineschip hms albatross kust west afrika weg slavenhandel bestrijden maart overmees terde bemanning albatross spaanse schip albanez zevenhonderd slaafgemaakten boord,0.46605522622992546,0.5403925224056771,0.3065272207961824,0.5403925224056771,Historical Slavery,0.07433729617575169,high
C:\Users\Home\policy-analysis\Slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.111.txt,acd0142c:00001,6,"Luitenant Meynell maakte 
een aquarel van het ruim van het schip met de mensen die daar zaten 
opgesloten. De Albanez werd naar de haven van Freetown in Sierra Leone geleid. Maar liefst 148 slaafgemaakten waren omgekomen tijdens de reis. De over­
levenden herkregen hun vrijheid, de slavenhandelaren werden berecht. De aquarel toont dus de slavenhandel, die eveneens plaatsvond in de 
Nederlandse koloniën in het Atlantisch gebied, ook nadat het verbod erop 
in 1807 door de Engelsen was afgekondigd. Zij waren overigens niet de",luitenant meynell maakte aquarel ruim schip mensen zaten opgesloten albanez freetown sierra leone geleid liefst slaafgemaakten omgekomen reis levenden herkregen vrijheid slavenhandelaren werden berecht aquarel toont slavenhandel eveneens plaatsvond nederlandse koloniën atlantisch gebied nadat verbod erop engelsen afgekondigd overigens,0.4643368965198926,0.6504921446293994,0.30956762309460073,0.6504921446293994,Historical Slavery,0.18615524810950684,high
C:\Users\Home\policy-analysis\Slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.112.txt,ef3b9806:00000,7,"— 112 —
— STAAT EN SLAVERNIJ —
eersten die daarmee kwamen – de Denen waren hen in 1803 voorgegaan. De Engelsen konden die maatregel ook voor de Nederlandse koloniën 
afdwingen omdat zij die in handen hadden tijdens de napoleontische 
bezetting van Nederland. Na teruggave van de koloniën aan Nederland 
in 1815 bleef het verbod van kracht. Omdat slavernij zelf nog was toegestaan, bleef de vraag naar slaafge­
maakte Afrikanen bestaan, bijvoorbeeld op plantages in Suriname en op 
de Caribische eilanden Cuba, Puerto Rico, Santo Domingo, Martinique en 
Guadeloupe. Met het Deense eiland Sint-Thomas als centrum werkten de 
Nederlandse eilanden Sint-Eustatius, Saba en Sint-Maarten actief mee aan 
deze handel. De archeoloog en historicus Ryan Espersen toonde aan dat 
dit onder andere gebeurde door het verschaffen van de benodigde papie­
ren, waarmee de illegale handel in slaafgemaakten in feite werd gelegiti­
meerd. In Suriname, waar jaarlijks rond de duizend slaafgemaakten het 
land werden binnengesmokkeld, waren het straffen van de handelaren 
Francis Meynell schilderde uit slavernij bevrijde mensen op het schip Albanez,  
nadat het in 1848 in beslag was genomen maar de mensen nog niet  
aan land waren gebracht.",staat slavernij eersten daarmee kwamen denen hen voorgegaan engelsen konden maatregel nederlandse koloniën afdwingen handen hadden napoleontische bezetting nederland teruggave koloniën nederland bleef verbod kracht slavernij toegestaan bleef slaafge maakte afrikanen bestaan bijvoorbeeld plantages suriname caribische eilanden cuba puerto rico santo domingo martinique guadeloupe deense eiland sint thomas centrum werkten nederlandse eilanden sint eustatius saba sint maarten actief mee handel archeoloog historicus ryan espersen toonde gebeurde verschaffen benodigde papie ren waarmee illegale handel slaafgemaakten feite gelegiti meerd suriname waar jaarlijks rond duizend slaafgemaakten land werden binnengesmokkeld straffen handelaren francis meynell schilderde slavernij bevrijde mensen schip albanez nadat beslag genomen mensen land gebracht,0.43157639597776165,0.526663389809612,0.2201835759944867,0.526663389809612,Historical Slavery,0.09508699383185037,high
C:\Users\Home\policy-analysis\Slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.113.txt,0ac769e6:00000,10,"— 113 —
— SLAVERNIJ, AFSCHAFFINGEN EN DOORWERKINGEN —
enerzijds en de verplichte registratie van slaafgemaakten vanaf 1826 
anderzijds effectieve maatregelen om deze praktijk te bestrijden.1
In die Surinaamse plantage-economie, waar slaafgemaakten meer dan 
negentig procent van de bevolking uitmaakten, tonen de demografische 
cijfers niet alleen het gevolg van de slavernij voor de levens van mensen 
maar ook het falen van dat systeem na het stoppen van de handel; nooit 
zou het aantal geboortes de sterfte overstijgen. Vooral het leven op de 
­suikerplantages eiste zijn tol. Toen de invoer van nieuwe slaafgemaakten 
stopte, voelden de planters direct de gevolgen. De slavernij op de eilanden werd daarentegen niet gekenmerkt door een 
sterfteoverschot. Een gezonder klimaat en het ontbreken van een groot­
schalige plantage-economie zoals in Suriname zouden redenen daarvoor 
kunnen zijn. Daarom werd lange tijd aangenomen dat slavernij op 
de eilanden minder zwaar was. Recent archeologisch (bot)onderzoek en 
onderzoek naar het gebruik van orale tradities op de Caribische eilanden 
door onder andere archeoloog Felicia Fricke doen dat beeld kantelen. Beide tonen nieuwe perspectieven op de levensomstandigheden van slaaf­
gemaakten, hun dieet, fysieke gesteldheid, eventuele letsels als gevolg van 
straffen en daarmee ook op verzet en religie. De verschillen tussen de 
eilanden worden zichtbaar. Mogelijk biedt dit onderzoek in de toekomst 
meer informatie over de levensomstandigheden in de laatste fase van de 
slavernij, na de afschaffing van de handel.2 
De afschaffing van de (illegale) slavenhandel vormde de aanzet tot her­
vormingen door het koloniale bestuur.",slavernij afschaffingen doorwerkingen enerzijds verplichte registratie slaafgemaakten vanaf anderzijds effectieve maatregelen praktijk bestrijden surinaamse plantage economie waar slaafgemaakten negentig procent bevolking uitmaakten tonen demografische cijfers alleen gevolg slavernij levens mensen falen systeem stoppen handel nooit geboortes sterfte overstijgen vooral leven suikerplantages eiste tol invoer nieuwe slaafgemaakten stopte voelden planters direct gevolgen slavernij eilanden daarentegen gekenmerkt sterfteoverschot gezonder klimaat ontbreken groot schalige plantage economie suriname zouden redenen daarvoor daarom lange tijd aangenomen slavernij eilanden zwaar recent archeologisch bot orale tradities caribische eilanden archeoloog felicia fricke beeld kantelen beide tonen nieuwe perspectieven levensomstandigheden slaaf gemaakten dieet fysieke gesteldheid eventuele letsels gevolg straffen daarmee verzet religie verschillen eilanden zichtbaar mogelijk biedt toekomst informatie levensomstandigheden laatste fase slavernij afschaffing handel afschaffing illegale slavenhandel vormde aanzet vormingen koloniale bestuur,0.4233680926746112,0.5808737570864215,0.3492177874273462,0.5808737570864215,Historical Slavery,0.15750566441181035,high
C:\Users\Home\policy-analysis\Slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.114.txt,ce4de69e:00000,9,"— 114 —
— STAAT EN SLAVERNIJ —
◼◼ ◼◼  De afschaffing van de slavernij
In Nederlands-Indië kwam op 1 januari 1860 formeel een einde aan de 
­slavernij. Recent onderzoek heeft aan het licht gebracht hoe omvangrijk 
en diepgeworteld de slavernij in Nederlands-Indië was. De Verenigde 
Oost-Indische Compagnie (voc) bezat en verhandelde daar al slaafge­
maakten sinds het begin van de zeventiende eeuw. Dat gebeurde op zeer 
grote schaal. De slaafgemaakten kwamen uit Oost-Afrika en verschillende 
landen in Azië. Ze werden ingezet in huishoudens, mijnen, werkplaatsen 
en bij het bouwen van militaire forten.3
Na de afschaffing van de slavernij ontving een klein deel van de eigena­
ren op Java een schadeloosstelling voor hun verloren menselijk ‘bezit’. Buiten Java was dat minder het geval, maar kwam er ondanks het verbod 
ook niet direct een einde aan de slavernij; die werd oogluikend toegestaan, 
onder andere in de vorm van ‘schuldslaven’ (het afbetalen van een schuld 
door middel van arbeid). Naast slavernij kwamen in Nederlands-Indië 
andere vormen van dwang voor die daar na de afschaffing van de slavernij 
bleven bestaan. Ten behoeve van het in 1830 ingevoerde cultuurstelsel 
moesten ­boeren een deel van hun grond gebruiken voor exportproducten,",staat slavernij afschaffing slavernij nederlands indië kwam januari formeel einde slavernij recent licht gebracht omvangrijk diepgeworteld slavernij nederlands indië verenigde oost indische compagnie voc bezat verhandelde slaafge maakten begin zeventiende eeuw gebeurde zeer grote schaal slaafgemaakten kwamen oost afrika verschillende landen azië werden ingezet huishoudens mijnen werkplaatsen bouwen militaire forten afschaffing slavernij ontving klein eigena ren java schadeloosstelling verloren menselijk bezit java geval kwam ondanks verbod direct einde slavernij oogluikend toegestaan vorm schuldslaven afbetalen schuld middel arbeid slavernij kwamen nederlands indië vormen dwang afschaffing slavernij bleven bestaan ten behoeve ingevoerde cultuurstelsel moesten boeren grond gebruiken exportproducten,0.41501805438385925,0.5825072085895612,0.2545170971251469,0.5825072085895612,Historical Slavery,0.16748915420570193,high
