filename,filepath,document_type,year,chunk_num,chunk_text,topic,confidence,cosine,cosine_weighted,chunk_5w_len,label,pred_label,true_topic,x,y
blkb-2015-911fr-besluit-bestuurlijke-boeten-bes.1.txt,Policyarchive_text\besluiten\2015\blkb-2015-911fr-besluit-bestuurlijke-boeten-bes\blkb-2015-911fr-besluit-bestuurlijke-boeten-bes.1.txt,2015,blkb-2015-911fr-besluit-bestuurlijke-boeten-bes,0,"Belastingwet BES . Besluit bestuurlijke boeten BES . Directoraat-generaal Belastingdienst , Belastingdienst Caribisch Nederland Besluit van 9 november 2015 , nr. BLKB2015/911 M , De Staatssecretaris van Financiën heeft het volgende besloten . Dit besluit betreft een wijziging van het besluit van 19 december 2010 , nr. DGB2010/8055 M , Stcrt. 2010 , nr. 21193 ( Besluit bestuurlijke boeten BES ) in verband met de beleidsmatige invulling van de artikelen 8.24 en 8.24a Belastingwet BES ( zie de artikelen 6a en 6b van dit besluit ) en een nadere uitwerking van het beleid omtrent vrijwillige verbetering ( artikel 8 van dit besluit ) . HOOFDSTUK I. ALGEMENE BEPALINGEN Artikel 1 In dit beleidsbesluit wordt onder "" boete "" verstaan de sanctie die de inspecteur ingevolge Hoofdstuk VIII , titel 4 , van de Belastingwet BES kan opleggen met betrekking tot belastingen als bedoeld in artikel 1.2 van genoemde wet overeenkomstig de in dit besluit vastgestelde regels . Artikel 2 Bij het vaststellen van de boete wijkt de inspecteur niet af van de percentages en bedragen , die in dit beleidsbesluit zijn vermeld . De boete kan worden verminderd wanneer sprake is van een wanverhouding tussen de ernst van het feit en de opgelegde boete , of wanneer de omstandigheden die hebben geleid tot het beboetbare feit buiten de directe invloedssfeer van belanghebbende liggen . De vermindering kan slechts worden verleend wanneer een bezwaarschrift , als bedoeld in artikel 8.92 van de Belastingwet BES tegen de boete is ingediend . HOOFDSTUK II . VERZUIMBOETEN Artikel 3 1 . Het niet of niet binnen de termijn doen van aangifte voor een belasting die bij wege van aanslag wordt geheven , wordt aangemerkt als een verzuim . 2 . Ter zake van een aangifteverzuim legt de inspecteur een boete op van $ 140",Reparations & Justice,0.92263067,0.0650651994249725,0.0497452569516081,345,4,Reparations & Justice,Reparations & Justice,-49.066807,18.298988
blkb-2015-911fr-besluit-bestuurlijke-boeten-bes.3.txt,Policyarchive_text\besluiten\2015\blkb-2015-911fr-besluit-bestuurlijke-boeten-bes\blkb-2015-911fr-besluit-bestuurlijke-boeten-bes.3.txt,2015,blkb-2015-911fr-besluit-bestuurlijke-boeten-bes,0,"belastingplichtige , of de inhoudingsplichtige voor hetzelfde belastingmiddel in de periode van vijf jaren voorafgaand aan de door de inspecteur op te leggen vergrijpboete reeds eerder een vergrijpboete is opgelegd , een transactie is voldaan , dan wel strafoplegging heeft plaatsgevonden . 5 . Indien op grond van een samenhangend complex van feiten over enig belastingjaar terzake van meerdere belastingmiddelen aanslagen met een vergrijpboete worden opgelegd die uiteindelijk drukken op één belastingplichtige of inhoudingsplichtige , wordt de hoogste boete gehandhaafd en worden de overige boeten elk verminderd tot de helft . HOOFDSTUK IV . VRIJWILLIGE VERBETERING Artikel 8 1 . Dit artikel ziet op vrijwillige verbeteringen in de sfeer van de aangiftebelastingen . 2 . Voor de toepassing van dit artikel is het uitgangspunt dat de vrijwillige verbetering alsnog leidt tot een juiste en volledige betaling van de verschuldigde belasting . De werkingssfeer is beperkt tot die situaties waarin belastingplichtige of inhoudingsplichtige in eerste instantie de op aangifte te betalen belasting te laag heeft berekend , aangegeven en betaald en overeenkomstig een vrijwillige verbetering van de aangifte de te weinig betaalde belasting alsnog betaalt . 3 . Van een vrijwillige verbetering is sprake als belastingplichtige of inhoudingsplichtige , vóórdat hij weet of redelijkerwijs moet vermoeden dat de inspecteur bekend is of zal worden met dat feit , uitdrukkelijk kenbaar maakt aan de inspecteur dat en tot welk bedrag ( gedeeltelijk ) niet is betaald . 4 . Van uitdrukkelijk kenbaar maken is sprake als de belastingplichtige of inhoudingsplichtige een afzonderlijke opgave verstrekt die de inspecteur in staat stelt om zonder nader onderzoek een juiste belastingaanslag op te leggen . Het enkel vermelden van bijvoorbeeld een balansschuld ABB in de jaarstukken ( al dan niet met toelichting ) wordt niet aangemerkt als uitdrukkelijk kenbaar maken . 5 . Van herstel uit",Reparations & Justice,0.93893933,0.0650651994249725,0.0542036685309588,371,4,Reparations & Justice,Reparations & Justice,-70.4762,5.3111706
blkb-2015-911fr-besluit-bestuurlijke-boeten-bes.3.txt,Policyarchive_text\besluiten\2015\blkb-2015-911fr-besluit-bestuurlijke-boeten-bes\blkb-2015-911fr-besluit-bestuurlijke-boeten-bes.3.txt,2015,blkb-2015-911fr-besluit-bestuurlijke-boeten-bes,1,"eigen beweging van fouten ( vrijwillige verbetering ) is geen sprake , indien belastingplichtige of inhoudingsplichtige een boekenonderzoek is aangezegd of indien een branche- of fraudeonderzoek aan de gang is dan wel is aangekondigd en belanghebbende redelijkerwijs moet vermoeden dat de resultaten van een dergelijk onderzoek hem zullen kunnen raken . 6 . Indien de belastingplichtige of de inhoudingsplichtige de gemaakte fouten uit eigen beweging herstelt ( vrijwillige verbetering ) , legt de inspecteur een verzuimboete van tien procent van de grondslag van de boete . 7 . In afwijking van het vorige lid legt de inspecteur in geval van een vrijwillige verbetering geen verzuimboete op indien het bedrag dat ingevolge de vrijwillige verbetering wordt betaald $ 3.000 of minder bedraagt . Ook legt de inspecteur geen verzuimboete op als het belastingbedrag dat ingevolge de vrijwillige verbetering wordt betaald minder bedraagt dan tien procent van het belastingbedrag dat over het tijdvak/de tijdvakken waarop de vrijwillige verbetering ( en ) betrekking heeft/hebben , eerder per saldo is betaald dan wel terugontvangen . 8 . De voorgaande leden 2 tot en met 7 zijn van overeenkomstige toepassing op vrijwillige verbeteringen in de sfeer van de aanslagbelastingen , met dien verstande dat de inspecteur in dergelijke gevallen de vergrijpboete matigt naar tien procent van de grondslag van de boete . HOOFDSTUK V. SLOTBEPALINGEN Artikel 9 Dit besluit wordt aangehaald als Besluit bestuurlijke boeten BES . Artikel 10 Het besluit van 19 december 2010 , nr. DGB2010/8055 M , Stcrt. 2010 , nr. 21193 ( Besluit bestuurlijke boeten BES ) wordt ingetrokken met ingang van de inwerkingtreding van dit besluit . Artikel 11 1 . Dit besluit treedt in werking met ingang van de dag na de dagtekening van de",Reparations & Justice,0.8939722,0.0885253336275981,0.0403749207095234,349,4,Reparations & Justice,Reparations & Justice,-70.61384,5.0806165
ontwerpbesluit-experiment-regelluwe-scholen-po-vo.16.txt,Policyarchive_text\besluiten\2015\ontwerpbesluit-experiment-regelluwe-scholen-po-vo\ontwerpbesluit-experiment-regelluwe-scholen-po-vo.16.txt,2015,ontwerpbesluit-experiment-regelluwe-scholen-po-vo,0,"B10526.K-1 16 uitvoering van het experiment het aantal deelnemers kan worden beperkt of dat deelnemers zodanig worden aangewezen dat een evenwichtige regionale spreiding plaatsvindt . Deze criteria zijn niet limitatief . Artikel 4 . Voorwaarden voor concrete afwijking door regelluwe scholen Het bevoegd gezag van een school die is aangemerkt als ‘ regelluw ’ krijgt de bevoegdheid om ten behoeve van die school af te wijken van een groot aantal wettelijke voorschriften . Welke voorschriften dat zijn , is omschreven in het eerste lid . Het betreft alle bekostigingsvoorwaarden , tevens regels voor openbaar onderwijs die in de artikelen 176k van de WPO en 118 t van de WVO zijn genoemd , alsmede de daarop berustende bepalingen . Daarnaast ontstaat de bevoegdheid om af te wijken van de bepalingen omtrent de besteding van de bekostiging ( 148 van de WPO en 99 van de WVO ) . Derhalve een zeer ruime afwijkingsmogelijkheid . Om de belangen van leerlingen , andere aan de school verbonden personen en derden te waarborgen , worden in de overige leden van dit artikel en in artikel 5 waarborgen gegeven in de vorm van doelvoorschriften , rand- en procedurele voorwaarden . Zo wordt in het tweede lid de voorwaarde gesteld dat afwijken alleen mag indien daarmee verbetering van de kwaliteit of de doelmatigheid wordt beoogd . Indien verbetering van de doelmatigheid het oogmerk is , mag dat alleen onder de voorwaarde van een gelijkblijvende kwaliteit . Hiermee wordt ook invulling gegeven aan het vereiste van de artikelen 176k van de WPO en 118 t van de WVO dat een experiment kan worden uitgevoerd met het oog op verbetering van de kwaliteit of doelmatigheid van het onderwijs . De huidige geldende , wettelijke normen vormen daarbij het referentiekader . Het derde lid , onderdelen a en b",Dehumanization & Scientific Racism,0.7789557,0.0738933506665334,0.052542177798435,350,1,Reparations & Justice,Dehumanization & Scientific Racism,-41.528736,-4.6861453
ontwerpbesluit-experiment-regelluwe-scholen-po-vo.16.txt,Policyarchive_text\besluiten\2015\ontwerpbesluit-experiment-regelluwe-scholen-po-vo\ontwerpbesluit-experiment-regelluwe-scholen-po-vo.16.txt,2015,ontwerpbesluit-experiment-regelluwe-scholen-po-vo,1,", geven algemene waarborgen ten aanzien van de toegankelijkheid van het onderwijs , daarmee ook voor leerlingen die extra ondersteuning behoeven , en de belangen van anderen dan het bevoegd gezag . Op grond van onderdeel c geldt als voorwaarde dat de concrete afwijking geen onevenredige uitvoeringslasten voor de Minister tot gevolg mag hebben . Bij het beoordelen van de aanvraag van een bevoegd gezag voor toestemming voor een concrete afwijking zal de Minister derhalve ook uitvoeringsconsequenties voor de eigen organisatie meewegen . Gezien het tijdelijke karakter van het experiment zullen de concrete afwijkingen naar hun aard ook een tijdelijk karakter dienen te hebben . Na afloop van het experiment zullen deelnemers weer in overeenstemming met de geldende regelgeving moeten handelen . Om die reden mag een afwijking niet onomkeerbaar zijn ( onderdeel d ) . Op grond van het vierde lid is gewaarborgd dat de leerling een ononderbroken onderwijsloopbaan kan volgen . Het schooladvies en het behoud van de maatschappelijke waarde van het diploma of getuigschrift stellen de leerling in staat door te stromen naar respectievelijk het voortgezet , beroeps- of hoger onderwijs . De verplichte afname van een centrale eindtoets en het eindexamen waarborgen dat het onderwijs gericht zal zijn op het behalen van voldoende resultaten daarvoor , hetgeen ook een inhoudelijke waarborg voor de kwaliteit van het onderwijs betekent . Tevens maken een verplichte eindtoets en het eindexamen het mogelijk de opbrengsten van de school , in termen van output , te blijven meten . Artikel 5 . Aanvraag concrete afwijking Op grond van het eerste lid geldt een aanvraagprocedure voor iedere concrete afwijking die het bevoegd gezag beoogt . Het bevoegd gezag dient ten behoeve van de regelluwe",Dehumanization & Scientific Racism,0.9094383,0.0685364699004991,0.0520707706216269,327,1,Reparations & Justice,Dehumanization & Scientific Racism,-47.124336,-8.494761
ontwerpbesluit-experiment-regelluwe-scholen-po-vo.11.txt,Policyarchive_text\besluiten\2015\ontwerpbesluit-experiment-regelluwe-scholen-po-vo\ontwerpbesluit-experiment-regelluwe-scholen-po-vo.11.txt,2015,ontwerpbesluit-experiment-regelluwe-scholen-po-vo,0,"B10526.K-1 11 examinering , is het denkbaar dat scholen op deze punten voorstellen doen die kunnen leiden tot verbetering van kwaliteit of doelmatigheid van het onderwijs . Dat er daarbij sprake is van een zekere mate van rechtsongelijkheid en onzekerheid is inherent aan het uitvoeren van een experiment . Door de afwijkingsruimte maximaal te houden wordt de ruimte voor innovatie van de experimenteerbepaling echter optimaal benut . Daarnaast biedt het mogelijkheden om wetgeving te vernieuwen.17 Iedere concrete afwijking wordt , met het oog op toezicht en evaluatie , onder een korte motivering door de school bij de Minister gemeld . Ook dient de concrete afwijking instemming van de medezeggenschapsraad te hebben en deze dient voorts te voldoen aan twee algemene voorwaarden : de afwijking dient tot doel te hebben verbetering van de kwaliteit of , bij gelijk blijvende kwaliteit , de doelmatigheid van het onderwijs . De Minister heeft de bevoegdheid om scholen die in strijd handelen met de hiervoor omschreven voorwaarden niet langer als regelluw aan te merken , waarmee voor deze scholen de afwijkingsbevoegdheid vervalt . Deze algemene en procedurele voorwaarden waarborgen dat met de geboden ruime afwijkingsbevoegdheid zorgvuldig wordt omgegaan en geven invulling aan aanhoudende zorg voor het onderwijs . De ruimte wordt immers geboden aan scholen met aantoonbaar goede onderwijskwaliteit , terwijl instemming van de medezeggenschapsraad en toestemming van de Minister vereist is . Het oogmerk van kwaliteitsverbetering of doelmatigheidsverbetering is steeds gerelateerd aan het huidige wettelijk kader , dat daarmee het uitgangspunt vormt voor de beoordeling door de Minister of aan dit oogmerk wordt voldaan . Een uitgebreidere omschrijving van de procedure voor afwijken is terug te vinden in het artikelsgewijze deel van deze toelichting . In plaats van het vooraf en van bovenaf door de regering concreet en exact invullen van de wijze waarop",Dehumanization & Scientific Racism,0.8647641,0.0764946309974012,0.0674957724800676,361,1,Reparations & Justice,Dehumanization & Scientific Racism,-27.357313,-9.00327
ontwerpbesluit-experiment-regelluwe-scholen-po-vo.11.txt,Policyarchive_text\besluiten\2015\ontwerpbesluit-experiment-regelluwe-scholen-po-vo\ontwerpbesluit-experiment-regelluwe-scholen-po-vo.11.txt,2015,ontwerpbesluit-experiment-regelluwe-scholen-po-vo,1,"door regelluwe scholen van de voorschriften , bedoeld in artikel 4 , eerste lid , van het besluit kan worden afgeweken is er dus voor gekozen om de wijze van afwijken in te vullen door het stellen van algemene randvoorwaarden , doel- en procedurevoorschriften . Deze invulling van de wijze waarop wordt afgeweken van de in artikel 4 , eerste lid , van het besluit bedoelde bepalingen laat enerzijds ruimte voor ‘ bottom up ’ innovatie door scholen en waarborgt anderzijds dat de afwijkingsruimte op verantwoorde wijze wordt ingevuld , waarmee wordt voldaan aan de inhoud en strekking van de voorwaarde van het eerste lid , onderdeel b , van artikel 176k WPO en artikel 118 t WVO . Een belangrijk uitgangspunt bij dit experiment is immers om aan scholen ruimte te geven waardoor zij zelf kunnen bepalen welke ruimte zij willen benutten en op welke wijze zij deze ruimte willen invullen teneinde tot innovatieve maatregelen te komen die de kwaliteit of doelmatigheid van het onderwijs bevorderen . Een meer traditionele , afgebakende en concrete invulling in het besluit van de wijze waarop regelluwe scholen mogen afwijken zou aan deze doelstelling in de weg staan . De voorgenomen start van het experiment is 1-1-2016 . Dit geeft scholen de mogelijkheid om de periode tot 1-8-2016 te benutten door een of meerdere aanvragen voor toestemming tot afwijking in te dienen die dan in het schooljaar 2016-2017 benut kunnen worden . Met het oog op een zinvolle evaluatie kan tot uiterlijk acht weken voor de aanvang van het laatste gehele schooljaar dat valt binnen de looptijd van het experiment een aanvraag tot een concrete afwijking worden gedaan . Randvoorwaarden 17 Zie voor een uitgebreide analyse op dit punt S. Ranchordas , ‘ De vele gezichten van experimentwetgeving ’ in : Tijdschrift voor",Dehumanization & Scientific Racism,0.8895285,0.0719990034808965,0.0534467745871617,336,1,Reparations & Justice,Dehumanization & Scientific Racism,-45.84113,3.2978983
ontwerpbesluit-experiment-regelluwe-scholen-po-vo.12.txt,Policyarchive_text\besluiten\2015\ontwerpbesluit-experiment-regelluwe-scholen-po-vo\ontwerpbesluit-experiment-regelluwe-scholen-po-vo.12.txt,2015,ontwerpbesluit-experiment-regelluwe-scholen-po-vo,1,"drempels opwerpen voor leerlingen , zeker niet waar sprake is van een extra ondersteuningsbehoefte .  Afwijking mag de belangen van derden niet onevenredig schaden . Hiermee worden de belangen van anderen dan het schoolbestuur geborgd .  Afwijking mag niet onomkeerbaar zijn zodat na afloop van deelname aan het experiment terugkeer naar de oude situatie onmogelijk zou worden .  Doorstroom mag niet belemmerd worden . In het basisonderwijs moet er een eindtoets te worden afgenomen en een schooladvies worden vastgesteld . In het voortgezet onderwijs moet het civiel effect van diploma ’s geborgd zijn . Het is immers in het belang van de leerling dat er sprake is van een doorlopende leerlijn en er voldoende aansluiting is op het vervolgonderwijs .  De afwijking leidt niet tot een onevenredige verzwaring van de uitvoeringslasten voor de Minister . Het is denkbaar dat een gewenste afwijking ingrijpende consequenties heeft voor de uitvoering van wet- en regelgeving . Hierbij wordt specifiek gedacht aan grote aanpassingen van systemen voor de registratie van onderwijsgegevens , voor bekostiging en voor de uitvoering van de centrale examens door de Dienst Uitvoering Onderwijs ( DUO ) . Als uit een toets van DUO blijkt dat hiervan sprake is zal de Minister geen goedkeuring verlenen . De Minister bepaalt bij aanvraag of een afwijking is toegestaan . Bij de uitvoering van het experiment kan echter blijken dat een situatie ontstaat die in strijd is met een van de voorwaarden . De voorwaarden en bijbehorende criteria veranderen echter niet . Gedacht kan worden aan een afwijking die in de praktijk blijkt te leiden tot het onevenredig schaden van de belangen van derden . Dit kan bijvoorbeeld aan het licht komen door signalen van deze derden . In die gevallen zal de school door de Minister daarop worden",Dehumanization & Scientific Racism,0.6665555,0.0513014697257291,0.0240921914342141,342,1,Reparations & Justice,Dehumanization & Scientific Racism,-26.361385,-3.6585867
ontwerpbesluit-experiment-regelluwe-scholen-po-vo.10.txt,Policyarchive_text\besluiten\2015\ontwerpbesluit-experiment-regelluwe-scholen-po-vo\ontwerpbesluit-experiment-regelluwe-scholen-po-vo.10.txt,2015,ontwerpbesluit-experiment-regelluwe-scholen-po-vo,0,"B10526.K-1 10 zullen de hierboven genoemde criteria die de jury Excellente Scholen gebruikt bij het beoordelen of er sprake is van excellente onderwijskwaliteit een leidraad vormen . Opzet van het experiment Het besluit op grond waarvan dit experiment mogelijk wordt , berust op artikel 176k van de WPO en artikel 118 t van de WVO.16 De ‘ regelluwe scholen ’ wordt alle afwijkingsruimte geboden die de wettelijke experimenteergrondslag in de WPO en de WVO ( respectievelijk artikel 176k en artikel 118 t ) mogelijk maakt . Dat betreft een hoeveelheid aan onderwerpen zoals bijvoorbeeld : uitgangspunten , doelstellingen en inhoud van het onderwijs , de zorg voor zieke leerlingen , onderwijstijd , rapportage over vordering leerlingen , schoolplan , schoolgids , scheiding bestuur en toezicht , aansluiting bij samenwerkingsverbanden , bekwaamheidseisen , toelating , ontwikkelingsperspectief , aansluiting bij klachtencommissie en tijdelijke geschillencommissie passend onderwijs . Scholen kunnen bijvoorbeeld de ruimte benutten door het centraal examen in het voorlaatste jaar af te nemen om zo in het laatste jaar extra verdieping aan te brengen en dit te toetsen in schoolexamens . Het wordt daarmee ook mogelijk om met een certificaat van bijvoorbeeld Cambridge Engels op een niveau dat het centraal examen tenminste overstijgt , vrijstelling voor dat centraal examen te krijgen . Maar ook initiatieven op gebied van flexibilisering van onderwijstijden , vakanties , opleidingsduur , het curriculum of onderwijstijd zijn denkbaar . Er wordt in dit experiment niet vooraf geïnventariseerd welke knelpunten scholen ervaren en welke oplossingen daarvoor kunnen worden aangedragen , om vervolgens elke oplossing afzonderlijk in een gericht experiment te beproeven . Er zijn vier redenen waarom de aanpak bewust omgekeerd is en scholen juist eerst ruimte wordt gegeven zodat zij vervolgens zelf kunnen aandragen op welke wijze zij die knelpunten willen oplossen . Ten eerste sluit deze",Dehumanization & Scientific Racism,0.77669656,0.0695221787153807,0.0531904191159561,369,1,Everyday Racism & Modern Racial Inequality,Dehumanization & Scientific Racism,24.573763,-29.186005
ontwerpbesluit-experiment-regelluwe-scholen-po-vo.10.txt,Policyarchive_text\besluiten\2015\ontwerpbesluit-experiment-regelluwe-scholen-po-vo\ontwerpbesluit-experiment-regelluwe-scholen-po-vo.10.txt,2015,ontwerpbesluit-experiment-regelluwe-scholen-po-vo,1,"aanpak het beste aan bij een bottom-up benadering . Scholen ervaren zelf in de praktijk problemen of zien kansen en worden daarom zelf in staat gesteld oplossingen aan te dragen en te beproeven . Het uitgangspunt van regelluwte schept daarbij een noodzakelijke sfeer van vertrouwen , creativiteit en innovatie waarin allerlei vanzelfsprekendheden en ingesleten gewoontes ter discussie komen te staan . Ten tweede is dit uit overwegingen van doelmatigheid en duurzame wet- en regelgeving . Te verwachten is dat de oplossingen die scholen aandragen en de punten waar zij ruimte wensen zeer divers zijn . Met dit besluit wordt een veelheid aan initiatieven mogelijk gemaakt , zonder dat voor elk initiatief een afzonderlijk besluit moet worden opgesteld . Ten derde maakt deze aanpak een dynamisch experiment mogelijk . Scholen kunnen gedurende het experiment op basis van concrete ervaringen bijsturen , door bijvoorbeeld aanvullende aanvragen te doen voor afwijking . Ten vierde vervult de rijksoverheid hiermee een voorbeeldfunctie ten opzichte van andere regulerende actoren , zoals besturen , gemeenten , werkgevers en werknemers , etc. Daarmee kan de rijksoverheid bovendien op deze actoren een appel doen om – samen met de scholen - kritisch te bezien waar zij ruimte zouden kunnen geven . Dit bevordert het aanpakken van regeldruk , ook wanneer regels niet afkomstig zijn van de overheid . Er is nadrukkelijk voor gekozen om regelluwe scholen alle afwijkingsruimte te bieden die de experimenteergrondslag mogelijk maakt . Het is immers vooraf niet volledig te overzien van welke ruimte scholen gebruik willen maken . Hoewel het soms gaat om fundamentele onderdelen van onderwijswetgeving , zoals doelen van het onderwijs of 16 En op artikel 11a.1 van de WEB waar het gaat om het eventueel vaststellen van afwijkende bekostiging van het voorbereidend beroepsonderwijs in de agrarische opleidingscentra . De onderwijsinhoudelijke afwijkingsbevoegdheden op",Dehumanization & Scientific Racism,0.87115216,0.0609560481857751,0.0589908832880346,356,1,Everyday Racism & Modern Racial Inequality,Dehumanization & Scientific Racism,27.25691,12.171205
