filename,filepath,document_type,year,chunk_num,chunk_text,topic,cosine,cosine_weighted,topic_probs,topic_assigned,chunk_id,labels
antwoorden-op-kamervragen-voorjaarsnota-2015.110.txt,Policyarchive_text\kamerstukken\2015\antwoorden-op-kamervragen-voorjaarsnota-2015\antwoorden-op-kamervragen-voorjaarsnota-2015.110.txt,2015,antwoorden-op-kamervragen-voorjaarsnota-2015,0,kunt aangev manier raming zorguitgav bepaald sprak incidentel structurel tegenvaller zie,,0.0707106781186547,"[0.0, 0.0, 0.06296667849247742]","[False, False, False]","[False, False, False]",antwoorden-op-kamervragen-voorjaarsnota-2015.110.txt__0,"[0, 0, 0]"
p595288-bsg-feitelijke-vragen-buha-os-bijlage-1.1.txt,Policyarchive_text\kamerstukken\2015\p595288-bsg-feitelijke-vragen-buha-os-bijlage-1\p595288-bsg-feitelijke-vragen-buha-os-bijlage-1.1.txt,2015,p595288-bsg-feitelijke-vragen-buha-os-bijlage-1,0,totaallijst feitelijk vaststell begrotingsstat buitenland handel ontwikkelingssamenwerk vaststell begrotingsstat buitenland handel ontwikkelingssamenwerk lijst vastgesteld algemen buitenland handel ontwikkelingssamenwerk voorgelegd buitenland handel ontwikkelingssamenwerk vaststell begrotingsstat buitenland handel ontwikkelingssamenwerk daarop buitenland handel ontwikkelingssamenwerk hierbij afgedrukt voorzitter ron wiskerk wanner ontvangt kamer briev toegezegd algemen overleg multilateral organisaties kamer briev toegezegd multilateral organisaties snel mogelijk ontvang kunt gev verplicht uitgav zowel post concret bedrag uitgesplitst per beleidsartikel uitgav per beleidsartikel kwalificeert juridisch verplicht bent bereid informatie volgend begrot standaard dergelijk verstrek basis comptabiliteitswet para twed lid sprak juridisch verplicht uitgav wanner rechtstrek ontstat grond verdrag wet konink besluit ministeriel regel beschik verbintenis controler wijz vastgelegd afsprak dienstonderdel dienstonderdel onderdel bred zin over geraamd uitgav juridisch verplicht ingang vernieuwd wijz begrotingspresentatie nam verantwoord begrot ingevoerd evaluatie financien toegezegd aandacht gev budgetflexibiliteit daarmee inzicht vergrot vastgelegd onderdel begrot begrot doorgevoerd bovendien gevolg kamer overeengekom budgetflexibiliteit artikelniveau presenter kamer inzicht gev juridisch verplicht per artikelonderdel hieronder opgenom betreft raming basis verwacht juridisch verplicht uitgav,"Colonial Exploitation, Slavery & Economic Inequality|Reparations and Remembrance|Modern & Everyday Racism",0.0877876225140347,"[0.0666947767737362, 0.008205298382150677, 0.01855222421834665]","[True, True, True]","[True, True, True]",p595288-bsg-feitelijke-vragen-buha-os-bijlage-1.1.txt__0,"[1, 1, 1]"
p595288-bsg-feitelijke-vragen-buha-os-bijlage-1.6.txt,Policyarchive_text\kamerstukken\2015\p595288-bsg-feitelijke-vragen-buha-os-bijlage-1\p595288-bsg-feitelijke-vragen-buha-os-bijlage-1.6.txt,2015,p595288-bsg-feitelijke-vragen-buha-os-bijlage-1,0,totaallijst feitelijk vaststell begrotingsstat buitenland handel ontwikkelingssamenwerk african medical research foundation amref african technology policy studies network atp agricord agriterra aidspan arts grenz medecin san frontier atria kennisinstituutvor emancipatie vrouwengeschiedenis awepa awidas church aid dca international danish institut tortur dignity danish refugee council decpdutch employer cooperation programm defenc childr international diaspora forum development dfd,Reparations and Remembrance|Modern & Everyday Racism,0.0676123403782813,"[0.053423186793267706, 0.009417158340973163, 0.005933597217090217]","[False, True, True]","[False, True, True]",p595288-bsg-feitelijke-vragen-buha-os-bijlage-1.6.txt__0,"[0, 1, 1]"
251311die-verslag-3.10.txt,Policyarchive_text\kamerstukken\2015\251311die-verslag-3\251311die-verslag-3.10.txt,2015,251311die-verslag-3,0,deadlin hiervor echter voorzien afrond onderhandel vooral afhank politiek situatie blijkt vanuit moeilijk opgav onderl afgestemd markttoegangsaanbod kom zodra aanbod vanuit mercosur gered verder onderhandeld mexico overeengekom bestaand verdrag dateert waarvan handelsdel werking getred vernieuw handelsakkoord zer succesvol geleid grot handelsstijg twee partij moment loopt verkenn scoping exercis bereik ambitie moderniser akkoord voordat daadwerk onderhandel gestart concret gedacht verbeter handelsfacilitatie uitbreid handel dienst bescherm intellectueel eigendom huidig associatieakkoord chili uitonderhandeld handelsdel dcfta werking goed functioner akkoord beid partij nodig welvaartswinst oplevert chili associatierad wen uitgesprok gezamen werkgroep richt bezig houd moderniser verdiep bestaand associatieakkoord concret gedacht verder liberaliser handel dienst landbouwproduct verder bescherm geografisch indicaties werkgroep bekijk voldoend potentie formel onderhandel moderniser start regio guatemala costa rica salvador honduras nicaragua panama nieuw associatieakkoord inclusief dcfta dep comprehensiv free trad area onderhandeld ondertek ervan economisch groei democratie politiek stabiliteit ondersteun handelspijler associatieakkoord dcfta voorlop toegepast honduras nicaragua panama costa rica salvador guatemala colombia peru geldt vrij recent handelsakkoord voorlop werking getred peru vanaf colombia vanaf geleidt stevig intensiver handel land werd onderhandel afgerond toetred ecuador handelsovereenkomst colombia peru beid partij bezig relevant intern procedures goedkeur akkoord mogelijk bolivia lid andean gemeenschap integrer handelsovereenkomst ontwikkelingspartnerschap gebied bestat tegenwoord kern hiervan economisch partnerschapsovereenkomst epa nieuw partnerschap cariforum land ondertek overeenkomst bevat aanzien handelsontwikkel betrok partner,"Colonial Exploitation, Slavery & Economic Inequality|Reparations and Remembrance|Modern & Everyday Racism",0.0615457454896663,"[0.05507160845364871, 0.003497237688145522, 0.006963904079931214]","[True, True, True]","[True, True, True]",251311die-verslag-3.10.txt__0,"[1, 1, 1]"
antwoorden-op-kamervragen-voorjaarsnota-2015.51.txt,Policyarchive_text\kamerstukken\2015\antwoorden-op-kamervragen-voorjaarsnota-2015\antwoorden-op-kamervragen-voorjaarsnota-2015.51.txt,2015,antwoorden-op-kamervragen-voorjaarsnota-2015,0,aangegev meevaller noter bijna miljard hoofdzak toe schrijv grensoverschrijd zorg geriatrisch revalidatiezorg kunt aangev verdel component genoemd bedrag war meevaller oordel toe schrijv aangegev meevaller sector tweedelijn curatiev zorg noter waaronder geriatrisch revalidatiezorg kunt aangev hog meevaller gebied geriatrisch revalidatiezorg post meevaller grensoverschrijd zorg bedraagt structurel euro betreft structurel doorwerk geraamd ontvangst vanuit buitenland zorg verleend verdragsgerechtigd ontvangst hoger geraamd eerder verondersteld meevaller geriatrisch revalidatiezorg betreft structurel euro betreft structurel doorwerk lager uitgav actuel cijfer zinl komt vor uitgav euro lager geraamd gelet eerder ingeboekt taakstell euro vanaf aangezien aansprak ingang enigszin verruimd lager uitgav bedrag euro structurel verondersteld,Modern & Everyday Racism,0.0465690315423799,"[0.003966692415509474, 0.009176724007892198, 0.06302628983463077]","[False, False, True]","[False, False, True]",antwoorden-op-kamervragen-voorjaarsnota-2015.51.txt__0,"[0, 0, 1]"
8-onderwijs-cultuur-en-wetenschap.32.txt,Policyarchive_text\jaarverslagen\2015\8-onderwijs-cultuur-en-wetenschap\8-onderwijs-cultuur-en-wetenschap.32.txt,2015,8-onderwijs-cultuur-en-wetenschap,0,realisatie gehel versterk kracht heden jong talentvoll kamerstuk ibo wetenschapp kamerstuk emancipatie emancipatie kamerstuk twed kamer vergaderjar viii beleidsverslag,,0.04,"[0.04214640338775504, 0.006686227068315904, 0.0]","[False, False, False]","[False, False, False]",8-onderwijs-cultuur-en-wetenschap.32.txt__0,"[0, 0, 0]"
nota-naar-aanleiding-van-het-verslag-rond-erfgoedwet.87.txt,Policyarchive_text\kamerstukken\2015\nota-naar-aanleiding-van-het-verslag-rond-erfgoedwet\nota-naar-aanleiding-van-het-verslag-rond-erfgoedwet.87.txt,2015,nota-naar-aanleiding-van-het-verslag-rond-erfgoedwet,0,verplicht geldt rijk onderdel waaronder waterschapp formel aanleid wetsniveau vast legg opdracht verdrag valletta verklar portoroz betreff inspanningsverplicht gebied burgerparticipatie publieksbereik inzet vrijwilliger domein culturel erfgoed reger acht grot belang praktijk zorg culturel erfgoed lat echter regel vat reger ziet daartoe noodzak praktijk gebeurt particulier mak websites nieuwsbriev geschiedenis erfgoed tijdtrap markthal rotterdam lespakket stad erfgoed leid media ruim aandacht bested culturel erfgoed zeker lokal niveau vanuit rce archeologisch werkgroep gewerkt handreik gemeent gewerkt vrijwilliger handreik erfgoed ruimt informatie samenwerk burger vrijwilliger ocw draagt subsidies diver fonds cultuurparticipatie fond cultuurparticipatie besteedt expliciet aandacht vrijwilliger erfgoedsector vrijwilliger uiting onmis draagvlak erfgoedbehoud belang burgerparticipatie beher behoud culturel erfgoed toekomst generaties cultur europes unie onderstreept krijgt vervolg europa uitwissel goed voorbeeld privat samenwerk gebied materieel immaterieel digital erfgoed uitmond gebruikersgid erfgoedsector over beslot europes culturel erfgoed organiser voorzien belang bred draagvlak duurzam erfgoedbeher behoud central stan digital erfgoed led merk digitaliser erfgoed nieuw categorie ontstat ogen onvoldo belicht beweg archief beeld geluid zorgt beher behoud uniek beeld betreft beeld omroep zorgt lang termijn beher behoud beweg beeld commerciel omroep led uniek beeldmateriaal gemaakt nederland institut beeld geluid basis mediawet tak zorg drag audiovisuel archief omroep institut bewaart lang termijn klein selectie uitzend commerciel omroep onderzoeksdoeleind beher behoud beweg beeld commerciel omroep behoort zorg omroep,Reparations and Remembrance|Modern & Everyday Racism,0.0986834868835764,"[0.009924842835558825, 0.0627729402412927, 0.06327336826340046]","[False, True, True]","[False, True, True]",nota-naar-aanleiding-van-het-verslag-rond-erfgoedwet.87.txt__0,"[0, 1, 1]"
bijlage-2-het-vn-decennium-voor-mensen-van-afrikaanse-afkomst.1.txt,Policyarchive_text\kamerstukken\2015\bijlage-2-het-vn-decennium-voor-mensen-van-afrikaanse-afkomst\bijlage-2-het-vn-decennium-voor-mensen-van-afrikaanse-afkomst.1.txt,2015,bijlage-2-het-vn-decennium-voor-mensen-van-afrikaanse-afkomst,0,mens afrikan afkomst teven kamer informer invull mens afrikan afkomst aanleid algemen vergader verenigd naties resolutie aangenom uitroep decennium mens afrikan decennium loopt resolutie roept lidstat actie ondernem racism rassendiscriminatie vreemdelingenhat daarmee samenhang onverdraagzam grond ras kleur afkomst national etnisch afkomst zodat fundamentel recht vrijheid mens afrikan afkomst beschermd gewaarborgd decennium kent drie pijler erkenn rechtvaard ontwikkel aanbevel vanuit eliminatie racism discriminatie aanpak racism rassendiscriminatie versterk zichtbar gev negatiev stereotyper vooroordel gan specifiek positie burger afrikan afkomst verbeter sluit resolutie registratie blijkt veelvuld discriminatie grond huidskleur afkomst bestat ervar meldpunt internetdiscriminatie huidskleur een belangrijkst grond discriminatie geldt geregistreerd discriminatoir incident grond ras blijken uitgevoerd institut werd incident geregistreerd ervar discriminatie sociaal culturel planbureau blijkt surinam antilliaan nederlander ervar discriminatie grond etnisch herkomst huidskleur grot rol speelt geeft surinam antilliaan nederlander ten minst eenmal twijfel discriminatie ervar uitgangspunt ten behoev uitvoer invull decennium mens afrikan afkomst aanpak racism versterk manier aansluit invull geeft kamer najar toegezegd nieuw national interdepartemental actieplan antidiscriminatie teven aangeslot uitgangspunt antidiscriminatiebeleid ter voorkom discriminatie ten gunst burger specifiek getroff gevall waarin noodzak gerechtvaardigd bevond effectiev duurzam aanpak problem waarborg analys problematiek war mens afrikan afkomst lop basis vorm focus activiteit activiteit zull aansluit generiek gericht inclusiviteit verbind gezamen aanpak vanuit maatschapp organisaties social partner stat central aanpak discriminatie invull uitvoer decennium ingezet gezamen verantwoord vanuit maatschapp partner uitgangspunt teven ruim ban gev maatschapp initiatief coordinatie invull nem verband verantwoord bestrijd racism uitwerk uitvoer national programma kabinetsbred opgepakt betrok ministeries teven programma activiteit decennium aangenom,Reparations and Remembrance|Modern & Everyday Racism,0.1925928039428363,"[0.02151217461308969, 0.009875225964181797, 0.33636734338208285]","[False, True, True]","[False, True, True]",bijlage-2-het-vn-decennium-voor-mensen-van-afrikaanse-afkomst.1.txt__0,"[0, 1, 1]"
kamerbrief-met-reactie-op-inbreng-kamer-over-vn-verdrag-personen-met-een-handicap.9.txt,Policyarchive_text\kamerstukken\2015\kamerbrief-met-reactie-op-inbreng-kamer-over-vn-verdrag-personen-met-een-handicap\kamerbrief-met-reactie-op-inbreng-kamer-over-vn-verdrag-personen-met-een-handicap.9.txt,2015,kamerbrief-met-reactie-op-inbreng-kamer-over-vn-verdrag-personen-met-een-handicap,0,beweg hervorm langdur zorg draagt noodzak randvoorwaard uitvoer verband klopt kader hervorm keuzes gemaakt noodzak keuzes houdbar stelsel toekomst generaties waarborg uitgangspunt war zorg ondersteun nodig beschik vraagt staatssecretaris gat werk bewustword campagn zet strep discriminatie aandacht mens beperk lucill werner spotjes meegewerkt campagn komend voortgezet deelcampagn mens beperk gan activiteit platform implementatie bijdrag bewustword pledges platform bepaald activiteit precies concret doelstell gesteld manier waaran gedacht storytell via storytell duidelijk gemaakt war mens beperk interactie samenlev hinder ondervind waardor participer goed voorbeeld storytell stan aanpakt stan beweg jong mens beperk vanuit mee mens informer beperk beteken dagelijk lev draagt begrip uiteind ontstat meest bewustword mens beperk zichtbaarder mening inclusieagenda gemeent belang kader amendement ingedi verzoekt reactie grot voorstander lokal inclusie agenda gemeent voldoend mogelijk vormgev uitvoer inclusie meedoen uitgangspunt verschil mak mens beperk manier gemeent aanpakt gemeent overleg vertegenwoordiger doelgroep leid agenda aansluit lokal nodig niveau wijk individuel situatie her staaij ingedi amendement sluit lijn interpretatiev verklar fractie vraagt national regelgev strenger interpretatiev verklar interpretatiev verklar scherp national regelgev noch ermee beoogd interpretatiev verklar geeft slecht wer verdragsbepal uitlegt verplicht verdrag volg fractie geeft tal interpretatiev verklar fractie vraagt hoevel interpretatiev verklar land,Reparations and Remembrance|Modern & Everyday Racism,0.0973399487199263,"[0.006391064119910982, 0.00798120729002344, 0.04460984513515435]","[False, True, True]","[False, True, True]",kamerbrief-met-reactie-op-inbreng-kamer-over-vn-verdrag-personen-met-een-handicap.9.txt__0,"[0, 1, 1]"
p595288-bsg-feitelijke-vragen-buha-os-bijlage-1.2.txt,Policyarchive_text\kamerstukken\2015\p595288-bsg-feitelijke-vragen-buha-os-bijlage-1\p595288-bsg-feitelijke-vragen-buha-os-bijlage-1.2.txt,2015,p595288-bsg-feitelijke-vragen-buha-os-bijlage-1,0,totaallijst feitelijk vaststell begrotingsstat buitenland handel ontwikkelingssamenwerk juridisch verplicht humanitair hulp rechtstaatontwikkel wederopbouw vredesopbouw versterkt legitimiteit democratisch structur tegengan corruptie noodhulpfond beleidsartikel duurzam handel invester beleidsartikel duurzam ontwikkel voedselzeker water beleidsartikel social vooruitgang seksuel reproductiev gezond recht iederen halt verspreid beleidsartikel vred ontwikkel versterkt international handelssystem aandacht maatschapp verantwoord ondernem versterkt investeringspositie economisch naamsbek toenam voedselzeker verbeterd waterbeher drinkwater sanitatie duurzam natur hulpbronn tegengan klimaatverander vergrot weerbar bevolk onafwend klimaatverander versterkt privat sector verbeterd investeringsklimat ontwikkelingsland dutch god growth fund intensiver ontwikkelingsrelevant invester handel ontwikkelingsland lokal bedrijfslev focus mkb uitzonder condities grootbedrijf versterkt maatschapp middenveld toenam goed opgeleid professional versterk beroepsonderwijsinstell bevorder beleidsrelevant gelijk recht kans vrouw beleidsartikel versterkt kader ontwikkel versterkt multilateral betrok over armoedebeleid migratie ontwikkel,,0.0461538461538461,"[0.05102611496883938, 0.007863095173267831, 0.004273509059840982]","[False, False, True]","[False, False, False]",p595288-bsg-feitelijke-vragen-buha-os-bijlage-1.2.txt__0,"[0, 0, 0]"
