filename,chunk_id,raw_start_word,raw_end_word,raw_chunk_len_words,raw_text,text_for_match,Reg_topic_all,Reg_topic_thresholded,Reg_best_topic,Reg_best_score,Reg_topic_Scores_json,Reg_matched_summary,Reg_topic_match_counts,Reg_uncategorised,Reg_uncategorised_reason
C:\Users\Home\policy-analysis\slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.1.txt,ad915cfa:00000,0,3,3,STAAT EN SLAVERNIJ,stat slavernij,"Colonial Exploitation, Slavery & Economic Inequality",,Uncategorised,0.830384,"{""Colonial Exploitation, Slavery & Economic Inequality"": 0.16961584492335274}","Colonial Exploitation, Slavery & Economic Inequality: slavernij","Colonial Exploitation, Slavery & Economic Inequality: kw=1(w=2.00); hits=1(w=2.00); cov=0.67; prox=0.00; grp=1(w=2.00); score=0.170",True,"max≤0.75,sum≤0.85"
C:\Users\Home\policy-analysis\slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.10.txt,e57e05c2:00000,0,134,134,"— 10 — Rose Mary Allen (1950) is cultureel antropoloog. Ze is buitengewoon hoogleraar Cultuur, gemeenschap en geschiedenis aan de Universiteit van Curaçao. Esther Captain (1969) is historicus en als senior onderzoeker werkzaam bij het Koninklijk Instituut voor Taal-, Land- en Volkenkunde (kitlv) in Leiden. Haar expertise is laatkoloniaal Indonesië en de ­Indonesische revolutie, postkoloniaal Nederland in relatie tot de Nederlands-Caribische eilanden, ­Indonesië en Suriname. Matthias van Rossum (1984) is historicus en als senior onderzoeker verbonden aan het Internationaal Instituut voor Sociale Geschiedenis (iisg) in Amsterdam. Hij is gespecialiseerd in de geschiedenis van slavernij in Azië en de verbindingen met het Atlantische slavernijverleden. Urwin Vyent (1958) is directeur van het Nationaal ­Instituut Nederlands slavernijverleden en erfenis ­(NiNsee). Naast zijn werk voor NiNsee houdt hij zich bezig met de ontwikkeling van een slavernijmuseum in Amsterdam.",ros mary all culturel antropolog buitengewon hooglerar cultur gemeenschap geschiedenis universiteit curaçao esther captain historicus senior onderzoeker werkzam konink institut tal land volkenkund kitlv leid expertis laatkoloniaal indonesie indonesisch revolutie postkoloniaal nederland relatie nederland caribisch eiland indonesie surinam matthias rossum historicus senior onderzoeker verbond international institut social geschiedenis iisg amsterdam gespecialiseerd geschiedenis slavernij azie verbind atlantisch slavernijverled urwin vyent directeur national institut nederland slavernijverled erfenis ninsee werk ninsee houdt bezig ontwikkel slavernijmuseum amsterdam,"Colonial Exploitation, Slavery & Economic Inequality|Modern & Everyday Racism|Reparations and Remembrance",,Uncategorised,0.837938,"{""Reparations and Remembrance"": 0.16206219473951208, ""Modern & Everyday Racism"": 0.0633193434382984, ""Colonial Exploitation, Slavery & Economic Inequality"": 0.1426444515103735}","Colonial Exploitation, Slavery & Economic Inequality: slavernij; Modern & Everyday Racism: culturel; Reparations and Remembrance: geschiedenis, slavernijverled","Colonial Exploitation, Slavery & Economic Inequality: kw=1(w=2.00); hits=1(w=2.00); cov=0.02; prox=0.00; grp=1(w=2.00); score=0.143; Modern & Everyday Racism: kw=1(w=1.50); hits=1(w=1.50); cov=0.02; prox=0.00; grp=1(w=1.50); score=0.063; Reparations and Remembrance: kw=2(w=1.80); hits=5(w=3.90); cov=0.12; prox=0.81; grp=1(w=1.50); score=0.162",True,"max≤0.75,sum≤0.85"
C:\Users\Home\policy-analysis\slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.10.txt,e57e05c2:00001,103,134,31,Urwin Vyent (1958) is directeur van het Nationaal ­Instituut Nederlands slavernijverleden en erfenis ­(NiNsee). Naast zijn werk voor NiNsee houdt hij zich bezig met de ontwikkeling van een slavernijmuseum in Amsterdam.,urwin vyent directeur national institut nederland slavernijverled erfenis ninsee werk ninsee houdt bezig ontwikkel slavernijmuseum amsterdam,Reparations and Remembrance,,Uncategorised,0.93449,"{""Reparations and Remembrance"": 0.06550967693754321}",Reparations and Remembrance: slavernijverled,Reparations and Remembrance: kw=1(w=1.50); hits=1(w=1.50); cov=0.13; prox=0.00; grp=1(w=1.50); score=0.066,True,"max≤0.75,sum≤0.85"
C:\Users\Home\policy-analysis\slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.100.txt,2b4f1cb6:00000,0,200,200,"— 100 — — STAAT EN SLAVERNIJ — overgang naar nieuwe termen die zich richten op het claimen van rechten ook in Nederland zichtbaarder werd in de publieke ruimte. Daarnaast werd de focus op een ander soort narratief gelegd. In de woorden van cultureel antropoloog Francio Guadeloupe: in plaats van trauma, slachtofferschap en slavernij (het ‘cultureel traumanarratief’) wordt – zoals in het Caribisch gebied al gebruikelijk was – de strijd voor vrijheid en gelijkheid en tegen een systeem van onderdrukking centraal gesteld.12 ◼◼ ◼◼ Erkenning slavernijverleden: het familieperspectief In de afgelopen decennia hebben belangenorganisaties en activisten opge­ roepen om meer plek te maken voor dialoog rondom het slavernijverleden en te streven naar gelijkwaardig burgerschap. De persoonlijke ervaringen van zwarte mensen in Nederland zijn de leidraad geweest in de oproep tot deze manieren van transformative justice. Om het belang hiervan beter te begrijpen is het belangrijk om stil te staan bij de ervaringen van nazaten in Nederland: wat leeft er binnen families zelf? Wat speelt er privé en wordt niet publiek gemaakt? Links een sjabloon ‘Zwarte Piet is Racisme’, gemaakt door Quincy Gario. Rechts een foto van het protest ‘Zwarte Piet is Zwart Verdriet’ in de Bijlmer, Amsterdam eind jaren negentig.",stat slavernij overgang nieuw term richt claim recht nederland zichtbaarder publiek ruimt daarnaast focus ander soort narratief gelegd woord culturel antropolog francio guadeloup plat trauma slachtofferschap slavernij culturel traumanarratief caribisch gebied gebruik strijd vrijheid gelijk system onderdruk central gesteld erkenn slavernijverled familieperspectief afgelop decennia belangenorganisaties activist opg roep plek mak dialog rondom slavernijverled strev gelijkwaard burgerschap person ervar zwart mens nederland leidrad oproep manier transformativ justic belang hiervan beter begrijp belangrijk stil stan ervar nazat nederland leeft families speelt priv publiek gemaakt link sjablon zwart piet racism gemaakt quincy gario recht foto protest zwart piet zwart verdriet bijlmer amsterdam eind jar negent,"Colonial Exploitation, Slavery & Economic Inequality|Modern & Everyday Racism|Reparations and Remembrance",Reparations and Remembrance,Reparations and Remembrance,0.99897,"{""Reparations and Remembrance"": 0.9989697879904655, ""Modern & Everyday Racism"": 0.8336030059435493, ""Colonial Exploitation, Slavery & Economic Inequality"": 0.23464545097438674}","Colonial Exploitation, Slavery & Economic Inequality: slavernij; Modern & Everyday Racism: culturel, racism; Reparations and Remembrance: claim, erkenn, nazat, publiek ruimt, slavernijverled","Colonial Exploitation, Slavery & Economic Inequality: kw=1(w=2.00); hits=2(w=4.00); cov=0.03; prox=0.75; grp=1(w=2.00); score=0.235; Modern & Everyday Racism: kw=2(w=3.40); hits=4(w=6.40); cov=0.04; prox=0.77; grp=2(w=3.40); score=0.834; Reparations and Remembrance: kw=5(w=7.60); hits=7(w=10.60); cov=0.09; prox=0.88; grp=2(w=3.30); score=0.999",False,
C:\Users\Home\policy-analysis\slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.100.txt,2b4f1cb6:00001,171,200,29,"Links een sjabloon ‘Zwarte Piet is Racisme’, gemaakt door Quincy Gario. Rechts een foto van het protest ‘Zwarte Piet is Zwart Verdriet’ in de Bijlmer, Amsterdam eind jaren negentig.",link sjablon zwart piet racism gemaakt quincy gario recht foto protest zwart piet zwart verdriet bijlmer amsterdam eind jar negent,Modern & Everyday Racism,,Uncategorised,0.658187,"{""Modern & Everyday Racism"": 0.34181287045784414}",Modern & Everyday Racism: racism,Modern & Everyday Racism: kw=1(w=1.90); hits=2(w=3.40); cov=0.06; prox=1.00; grp=2(w=3.40); score=0.342,True,"max≤0.75,sum≤0.85"
C:\Users\Home\policy-analysis\slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.101.txt,8ef5b622:00000,0,192,192,"— 101 — — ACTUELE VRAAGSTUKKEN — De nasleep van de koloniale hiërarchieën heeft ook binnen verschillende gemeenschappen van nazaten van slavernij een koloniale mindset achter­ gelaten, die tot racisme en discriminatie binnen de groepen zelf leidt. Naast extern racisme is er dus ook sprake van intern racisme tussen en binnen de gemeenschappen en zelfs binnen families. Om te voldoen aan de witte westerse norm worden haren bijvoorbeeld gestraight en wordt de huid gebleekt en wordt de afkomst ontkend door de taal van de ouders niet te spreken of het verleden te verzwijgen. Dat kan resulteren in een gevoel van ontheemd-zijn of andere interne conflicten. Een onderdeel van dit interne racisme is het lange zwijgen over het slavernij­verleden. In families met wortels in de Nederlandse koloniën werd in eerste instantie weinig over het verleden gesproken. Geïnternali­ seerde schaamte over het koloniale verleden heeft een zwijgcultuur in de hand gewerkt, zoals Marcel van Kanten, auteur van het boek Wortelzucht (2020) vertelt: ‘Ik kom uit een Surinaamse onderwijzersfamilie. Daarin werd vroeger niet gesproken over slavernij. Pas later ben ik dit “Surinaam­ se zwijgen” gaan begrijpen. De vraag is: waarom was het nou een taboe?",actuel vraagstuk naslep kolonial hierarchieen verschill gemeenschapp nazat slavernij kolonial mindset gelat racism discriminatie groep leidt extern racism sprak intern racism gemeenschapp zelf families voldoen wit wester norm har bijvoorbeeld gestraight huid gebleekt afkomst ontkend tal ouder sprek verled verzwijg resulter gevoel ontheemd intern conflict onderdel intern racism lang zwijg slavernij verled families wortel nederland kolonien eerst instantie verled gesprok geinternali seerd schaamt kolonial verled zwijgcultur hand gewerkt marcel kant auteur boek wortelzucht vertelt kom surinam onderwijzersfamilie daarin vroeger gesprok slavernij pas later surinam se zwijg gan begrijp vrag waarom nou taboe,"Colonial Exploitation, Slavery & Economic Inequality|Modern & Everyday Racism|Reparations and Remembrance",Modern & Everyday Racism,Modern & Everyday Racism,0.999857,"{""Reparations and Remembrance"": 0.2991479073640434, ""Modern & Everyday Racism"": 0.9998565954992567, ""Colonial Exploitation, Slavery & Economic Inequality"": 0.34317017847926523}","Colonial Exploitation, Slavery & Economic Inequality: slavernij; Modern & Everyday Racism: (?<!\w)discriminatie(?:\W+\w+){0,11}?\W+racism(?!\w), (?<!\w)racism(?:\W+\w+){0,11}?\W+discriminatie(?!\w), discriminatie, racism; Reparations and Remembrance: nazat","Colonial Exploitation, Slavery & Economic Inequality: kw=1(w=2.00); hits=3(w=6.00); cov=0.05; prox=0.60; grp=1(w=2.00); score=0.343; Modern & Everyday Racism: kw=4(w=6.50); hits=11(w=18.20); cov=0.10; prox=0.96; grp=3(w=5.15); score=1.000; Reparations and Remembrance: kw=1(w=1.80); hits=2(w=3.30); cov=0.01; prox=1.00; grp=2(w=3.30); score=0.299",False,
C:\Users\Home\policy-analysis\slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.101.txt,8ef5b622:00001,135,202,67,"Geïnternali­ seerde schaamte over het koloniale verleden heeft een zwijgcultuur in de hand gewerkt, zoals Marcel van Kanten, auteur van het boek Wortelzucht (2020) vertelt: ‘Ik kom uit een Surinaamse onderwijzersfamilie. Daarin werd vroeger niet gesproken over slavernij. Pas later ben ik dit “Surinaam­ se zwijgen” gaan begrijpen. De vraag is: waarom was het nou een taboe? Daarvoor moet je iets begrijpen over hoe de Surinaamse koloniale",geinternali seerd schaamt kolonial verled zwijgcultur hand gewerkt marcel kant auteur boek wortelzucht vertelt kom surinam onderwijzersfamilie daarin vroeger gesprok slavernij pas later surinam se zwijg gan begrijp vrag waarom nou taboe daarvor begrijp surinam kolonial,"Colonial Exploitation, Slavery & Economic Inequality",,Uncategorised,0.856337,"{""Colonial Exploitation, Slavery & Economic Inequality"": 0.14366260387287266}","Colonial Exploitation, Slavery & Economic Inequality: slavernij","Colonial Exploitation, Slavery & Economic Inequality: kw=1(w=2.00); hits=1(w=2.00); cov=0.05; prox=0.00; grp=1(w=2.00); score=0.144",True,"max≤0.75,sum≤0.85"
C:\Users\Home\policy-analysis\slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.102.txt,39362fc7:00000,0,242,242,"— 102 — — STAAT EN SLAVERNIJ — ­samenleving in elkaar zat. Er bestond een sociale hiërarchie: ten eerste de blanke bovenlaag, ten tweede Creolen, ten derde Chinezen, ten vierde andere ­contractarbeiders (Hindostanen, Javanen), en als vijfde en laatste marrons. Wat deed je in zo’n hiërarchische samenleving? Er werd ontzet­ tend gediscrimineerd naar beneden toe. Dus in mijn familie heerste in de jaren vijftig ook nog altijd zo’n koloniale mentaliteit, waarin gediscrimi­ neerd werd naar laagopgeleide mensen. Door thuis verplicht Nederlands te praten, de taal van de koloniale heerser en door goede educatie probeer­ de mijn creoolse familie zoveel mogelijk te lijken op de blanke bovenlaag. Er was toen geen enkele reden om je te verdiepen in de slavernij; men schaamde zich ervoor.’13 Het waren vooral de eerste generatie-migranten bij wie intern racisme en het zogenoemde ‘whitepassing’ de norm werd. Zij zagen dit als de enige manier om een succesvol leven te leiden in Nederland. De emigratie heeft ook schaamte met zich meegebracht tegenover degenen die bleven en heeft ervaringen opgeleverd als ‘dubbelbloed’, wat betekent dat men vaak in beide landen (van herkomst en van aankomst) het gevoel heeft ‘er niet helemaal bij te horen’. De kinderen van de eerste generatie migranten zijn daarentegen vaker de verbinding met hun wortels gaan zoeken en eisen nu meer zichtbaarheid voor hun verleden (‘Ik wil bijdragen aan het terugdringen van de koloniale amnesie van Nederland en ruimte geven aan de verhalen van mijn verzwegen familiegeschiedenis’).",stat slavernij samenlev elkar zat bestond social hierarchie ten eerst blank bovenlag ten twed creol ten derd chinez ten vierd contractarbeider hindostan javan vijfd laatst marron ded n hierarchisch samenlev ontzet tend gediscrimineerd bened toe familie heerst jar vijftig n kolonial mentaliteit waarin gediscrimi neerd laagopgeleid mens thuis verplicht nederland prat tal kolonial heerser goed educatie prober creool familie zovel mogelijk lijk blank bovenlag enkel red verdiep slavernij schaamd ervor vooral eerst generatie migrant intern racism zogenoemd whitepass norm zag enig manier succesvol lev leid nederland emigratie schaamt meegebracht tegenover degen blev ervar opgeleverd dubbelbloed betekent vak beid land herkomst aankomst gevoel helemal hor kinder eerst generatie migrant daarenteg vaker verbind wortel gan zoek eis zichtbar verled bijdrag terugdr kolonial amnesie nederland ruimt gev verhal verzweg familiegeschiedenis,"Colonial Exploitation, Slavery & Economic Inequality|Modern & Everyday Racism|Reparations and Remembrance",Modern & Everyday Racism,Modern & Everyday Racism,0.997399,"{""Reparations and Remembrance"": 0.06317126285093325, ""Modern & Everyday Racism"": 0.997399340157922, ""Colonial Exploitation, Slavery & Economic Inequality"": 0.2303160119297635}","Colonial Exploitation, Slavery & Economic Inequality: slavernij; Modern & Everyday Racism: (?<!\w)migrant(?:\W+\w+){0,11}?\W+racism(?!\w), educatie, migrant, racism; Reparations and Remembrance: verhal","Colonial Exploitation, Slavery & Economic Inequality: kw=1(w=2.00); hits=2(w=4.00); cov=0.03; prox=0.49; grp=1(w=2.00); score=0.230; Modern & Everyday Racism: kw=4(w=6.25); hits=6(w=9.25); cov=0.05; prox=0.92; grp=3(w=4.75); score=0.997; Reparations and Remembrance: kw=1(w=1.50); hits=1(w=1.50); cov=0.01; prox=0.00; grp=1(w=1.50); score=0.063",False,
C:\Users\Home\policy-analysis\slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.102.txt,39362fc7:00001,106,408,302,"Er was toen geen enkele reden om je te verdiepen in de slavernij; men schaamde zich ervoor.’13 Het waren vooral de eerste generatie-migranten bij wie intern racisme en het zogenoemde ‘whitepassing’ de norm werd. Zij zagen dit als de enige manier om een succesvol leven te leiden in Nederland. De emigratie heeft ook schaamte met zich meegebracht tegenover degenen die bleven en heeft ervaringen opgeleverd als ‘dubbelbloed’, wat betekent dat men vaak in beide landen (van herkomst en van aankomst) het gevoel heeft ‘er niet helemaal bij te horen’. De kinderen van de eerste generatie migranten zijn daarentegen vaker de verbinding met hun wortels gaan zoeken en eisen nu meer zichtbaarheid voor hun verleden (‘Ik wil bijdragen aan het terugdringen van de koloniale amnesie van Nederland en ruimte geven aan de verhalen van mijn verzwegen familiegeschiedenis’). Ook dankbaar­ heid tegenover de voorouders en trots op hun verzet zijn dominante the­ ma’s (‘Ik ben trots op de vechtersmentaliteit van mijn voorouders en ben dankbaar dat ik daar in het heden ook nog kracht uit kan halen’). Het blijkt dat naast aandacht voor het slavernijverleden in het publieke debat ook generationele en geografische afstand nodig waren om over de pijnlij­ ke aspecten van familiegeschiedenissen te kunnen praten. De kaders die het publieke erkenningsdebat over het slavernijverleden domineren zijn te simplistisch. Persoonlijke ervaringen als de geciteerde laten zien hoe verleden en heden aan elkaar gekoppeld zijn en dat het ­slavernijverleden niet de stem van zwart tegen wit, slachtoffers tegen daders, minderheid tegenover meerderheid, diaspora tegenover overheid is. Persoonlijke ervaringen zijn veel ingewikkelder, net zoals postkoloniale gemeenschappen hybride zijn, veelvormig verstrengeld met de Neder­ landse samenleving. In de woorden van Urwin Vyent, directeur van het NiNsee: ‘We beseffen onvoldoende hoe het slavernijverleden nog altijd doorwerkt in de hedendaagse samenleving, bij wit en zwart en in hun",enkel red verdiep slavernij schaamd ervor vooral eerst generatie migrant intern racism zogenoemd whitepass norm zag enig manier succesvol lev leid nederland emigratie schaamt meegebracht tegenover degen blev ervar opgeleverd dubbelbloed betekent vak beid land herkomst aankomst gevoel helemal hor kinder eerst generatie migrant daarenteg vaker verbind wortel gan zoek eis zichtbar verled bijdrag terugdr kolonial amnesie nederland ruimt gev verhal verzweg familiegeschiedenis dankbar heid tegenover voorouder trot verzet dominant trot vechtersmentaliteit voorouder dankbar heden kracht hal blijkt aandacht slavernijverled publiek debat generationel geografisch afstand nodig pijnlij ke aspect familiegeschiedeniss prat kader publiek erkenningsdebat slavernijverled dominer simplistisch person ervar geciteerd lat zien verled heden elkar gekoppeld slavernijverled stem zwart wit slachtoffer dader minder tegenover meerder diaspora tegenover over person ervar ingewikkelder net postkolonial gemeenschapp hybrid veelvorm verstrengeld neder land samenlev woord urwin vyent directeur ninsee beseff onvoldo slavernijverled doorwerkt hedendag samenlev wit zwart,"Colonial Exploitation, Slavery & Economic Inequality|Modern & Everyday Racism|Reparations and Remembrance",Modern & Everyday Racism|Reparations and Remembrance,Reparations and Remembrance,0.992243,"{""Reparations and Remembrance"": 0.9922434374691125, ""Modern & Everyday Racism"": 0.9829785665728887, ""Colonial Exploitation, Slavery & Economic Inequality"": 0.1423376508636663}","Colonial Exploitation, Slavery & Economic Inequality: slavernij; Modern & Everyday Racism: (?<!\w)migrant(?:\W+\w+){0,11}?\W+racism(?!\w), migrant, racism; Reparations and Remembrance: (?<!\w)slavernijverled(?:\W+\w+){0,11}?\W+diaspora(?!\w), diaspora, slavernijverled, verhal","Colonial Exploitation, Slavery & Economic Inequality: kw=1(w=2.00); hits=1(w=2.00); cov=0.01; prox=0.00; grp=1(w=2.00); score=0.142; Modern & Everyday Racism: kw=3(w=4.75); hits=5(w=7.75); cov=0.04; prox=0.94; grp=3(w=4.75); score=0.983; Reparations and Remembrance: kw=4(w=5.85); hits=7(w=10.35); cov=0.14; prox=0.90; grp=2(w=2.85); score=0.992",False,
C:\Users\Home\policy-analysis\slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.102.txt,39362fc7:00002,311,408,97,"De kaders die het publieke erkenningsdebat over het slavernijverleden domineren zijn te simplistisch. Persoonlijke ervaringen als de geciteerde laten zien hoe verleden en heden aan elkaar gekoppeld zijn en dat het ­slavernijverleden niet de stem van zwart tegen wit, slachtoffers tegen daders, minderheid tegenover meerderheid, diaspora tegenover overheid is. Persoonlijke ervaringen zijn veel ingewikkelder, net zoals postkoloniale gemeenschappen hybride zijn, veelvormig verstrengeld met de Neder­ landse samenleving. In de woorden van Urwin Vyent, directeur van het NiNsee: ‘We beseffen onvoldoende hoe het slavernijverleden nog altijd doorwerkt in de hedendaagse samenleving, bij wit en zwart en in hun",kader publiek erkenningsdebat slavernijverled dominer simplistisch person ervar geciteerd lat zien verled heden elkar gekoppeld slavernijverled stem zwart wit slachtoffer dader minder tegenover meerder diaspora tegenover over person ervar ingewikkelder net postkolonial gemeenschapp hybrid veelvorm verstrengeld neder land samenlev woord urwin vyent directeur ninsee beseff onvoldo slavernijverled doorwerkt hedendag samenlev wit zwart,Reparations and Remembrance,Reparations and Remembrance,Reparations and Remembrance,0.930519,"{""Reparations and Remembrance"": 0.9305185735038388}","Reparations and Remembrance: (?<!\w)slavernijverled(?:\W+\w+){0,11}?\W+diaspora(?!\w), diaspora, slavernijverled",Reparations and Remembrance: kw=3(w=4.35); hits=5(w=7.35); cov=0.29; prox=0.80; grp=2(w=2.85); score=0.931,False,
