filename,filepath,document_type,year,chunk_num,chunk_text,topic,cosine,cosine_weighted,topic_probs,topic_assigned
bijlage-1-nota-naar-aanleiding-van-het-verslag-omgevingswet.10.txt,Policyarchive_text\beleidsnotas\2015\bijlage-1-nota-naar-aanleiding-van-het-verslag-omgevingswet\bijlage-1-nota-naar-aanleiding-van-het-verslag-omgevingswet.10.txt,2015,bijlage-1-nota-naar-aanleiding-van-het-verslag-omgevingswet,0,vindplaats,,0.0,"[0.0, 0.0, 0.0]","[False, False, False]","[False, False, False]"
bijlage-1-nota-naar-aanleiding-van-het-verslag-omgevingswet.1.txt,Policyarchive_text\beleidsnotas\2015\bijlage-1-nota-naar-aanleiding-van-het-verslag-omgevingswet\bijlage-1-nota-naar-aanleiding-van-het-verslag-omgevingswet.1.txt,2015,bijlage-1-nota-naar-aanleiding-van-het-verslag-omgevingswet,0,nota aanleid omgevingswet,,0.0,"[0.0, 0.0, 0.0]","[False, False, False]","[False, False, False]"
bijlage-1-nota-naar-aanleiding-van-het-verslag-omgevingswet.106.txt,Policyarchive_text\beleidsnotas\2015\bijlage-1-nota-naar-aanleiding-van-het-verslag-omgevingswet\bijlage-1-nota-naar-aanleiding-van-het-verslag-omgevingswet.106.txt,2015,bijlage-1-nota-naar-aanleiding-van-het-verslag-omgevingswet,0,hierin voorzien parlementair betrok opstell amvb experiment eerder aangegev via voorhangprocedur gewaarborgd eerst lid verleng evaluatie wetswijz gewenst voortgangsrapportag uitvoer geconstateerd experiment waardevoll lever vernieuw regelgev evaluatie experiment beslot wetswijz vierd lid voorziet mogelijk experiment vijf verleng hiermee termijn voorgenom wetswijz overbrugg led fractie pvda voorstell evaluatie voorafgaand verleng optie reger bevest verleng tussentijd strijd regelgev voorkom wetenschap evaluatie blijkt wetswijz gewenst ter hand genom grond vierd lid wetsvoorstel experiment geval maximal vijf verlengd verleng inderdad zien afwijk normstell omgevingswaard gevall waarin experiment blijken evaluatie succesvol situatie waarop vierd lid ziet herstel nodig kwaliteit fysiek leefomgev waarvor programma nodig kamerstuk,,0.0218797487246841,"[0.0012950541837918096, 0.004011206148096176, 0.0032392783334888246]","[True, True, True]","[False, False, False]"
bijlage-1-nota-naar-aanleiding-van-het-verslag-omgevingswet.108.txt,Policyarchive_text\beleidsnotas\2015\bijlage-1-nota-naar-aanleiding-van-het-verslag-omgevingswet\bijlage-1-nota-naar-aanleiding-van-het-verslag-omgevingswet.108.txt,2015,bijlage-1-nota-naar-aanleiding-van-het-verslag-omgevingswet,0,betrok parlement stelselherzien wettelijk waarborg betrok parlement omgevingswet stelselherzien biedt kan harmonisatie wijz waarop parlement betrok totstandkom gedelegeerd regelgev omgevingsrecht omgevingswet beoogt bestaand verschill eind mak voorzien eenduid totstandkomingsprocedur amvb vroegtijd betrok beid kamer internetpublicatie ontwerpregelgev wettelijk gegarandeerd vorm publieksparticipatie iederen wettelijk waarborg geld zowel eerst vaststell nieuw regel substantiel wijzig toekomst vroegtijd betrok participatie led bedrijv burger belangenorganisaties vroeg stadium ontwikkel amvb betrok led uitgebreid consultatie kamer totstandkom amvb fracties waaronder gevraagd vroegtijd betrok parlement waarborg democratisch control hieronder eerst ingegan wettelijk waarborg achterligg motiev vervolgen ingegan wijz waarop daaran totstandkom uitvoeringsregelgev verder uitvoer opgenom wettelijk waarborg zorg ervor vroegtijd open debat bred maatschapp discussie ontwerpregelgev plaatsvind discussies zowel beid kamer via publieksparticipatie gevoerd bred inbreng expertis ervar maatschapp discussie versterkt kwaliteit draagvlak legitimiteit regel geldt ten eerst betrok parlement waarborg biedt democratisch control geldt participatie burger bedrijv maatschapp organisaties biedt mogelijk samenlev aanwez kennis ervar opstell uitvoeringsregel betrek gebruiker belanghebb biedt laagdrempel mogelijk gev voorgenom regelgev voldoet hen levend behoeft verwacht interactiev reflectie inbreng benut voorgenom regelgev effectief efficient mogelijk vorm gev voorkomt onnod regeldruk vorm vroegtijd direct participatie sluit bovendien goed bred publieksparticipatie totstandkom milieuregel grond verdrag aarhus algemen zin versterk wettelijk waarborg maatschapp basis inhoud legitimiteit uitvoeringsregelgev sluit ontwikkel participatiesamenlev internetconsultatie verbeter wetgevingskwaliteit aanpak slot burgerparticipatie bijdrag versterk vertrouw aanvull bestaand praktijk bevoegd voorbereid stelselherzien opgezet bred open proces betrok uiteenlop belanghebb daarnaast stelselherzien vijf adviescommissies rondom diver thema ingesteld daarbij voorbereid kamerstuk rad open bestur vertrouw democratie,Reparations and Remembrance|Modern & Everyday Racism,0.0819910518803995,"[0.003699625363645375, 0.005220341830094481, 0.017804183400792352]","[False, True, True]","[False, True, True]"
bijlage-1-nota-naar-aanleiding-van-het-verslag-omgevingswet.107.txt,Policyarchive_text\beleidsnotas\2015\bijlage-1-nota-naar-aanleiding-van-het-verslag-omgevingswet\bijlage-1-nota-naar-aanleiding-van-het-verslag-omgevingswet.107.txt,2015,bijlage-1-nota-naar-aanleiding-van-het-verslag-omgevingswet,0,verhoud wet algemen bestur algemen betrok parlement diver fracties gesteld betrok parlement amvb hieronder daarop themagewijs ingegan daarbij eerst bestaand situatie geschetst vervolgen ingegan waarborg betrok parlement totstandkom omgevingswet daarop gebaseerd regelgev positie parlement huidig regelgev bestaand omgevingsrecht omvangrijk grot regel kent international herkomst tijdig implementatie kan tijdig implementatie sterk vergrot desbetreff regel gedelegeerd regelgev opgenom regelgev sneller stand breng omvang international herkomst afgelop decennia omgevingsrecht geleid verander keuz verdel regel wet gedelegeerd regelgev invull primat wetgever voorhen wet toegank actueel houd daarin nem regel zovel mogelijk beperkt hoofdzak materiel uitwerk opgenom gedelegeerd regelgev hiervor reger parlement diver moment verschill wet omgevingsrecht gekoz regel grond hinderwet wet milieubeher constant bestend lijn geblek lat illustrer led led algemen regel zit wet bestan opgan omgevingswet daarvan bestan wet opgan omgevingswet kenn enkel wet zorgplichtbepal wetsniveau zie verder kenn twee wet inhoud algemen regel activiteit wetsniveau spoorwegwet kent enkel regel beperkingengebied bijzonder spoorweg sterk verouderd zull vorm terugker monumentenwet kent een algemen regel verbod beschermd monument beschad verniel eerst lid zorgplicht regel monument zull bestan ondergebracht voorgenom besluit activiteit leefomgev voorgenom besluit bouwwerk leefomgev ter vergelijk huidig omgevingsrecht kent circa algemen regel bevat zorg goed check balances diver vorm gevond betrok parlement totstandkom gedelegeerd regelgev vorm gev war uitvoeringsregelgev belangrijk inhoud normstell bevat parlement veelal via voorhangprocedur betrok betekent ontwerp amvb parlement voorgelegd voordat advies afdel adviser rad stat gezond voorbeeld daarvan vind diver natuurbeschermingswet wabo waterwet diver wet luchtvaart wet milieubeher wet ruimtelijk orden woningwet bestaand wet kent daarnaast verplicht ontwerp staatscourant publicer gedur vier wek ieder zienswijz indien bestan verschill wetgevingscultur,,0.0251772500442962,"[0.007313290125942916, 0.009908267977826374, 0.004559132967931069]","[True, True, True]","[False, False, False]"
bijlage-1-nota-naar-aanleiding-van-het-verslag-omgevingswet.109.txt,Policyarchive_text\beleidsnotas\2015\bijlage-1-nota-naar-aanleiding-van-het-verslag-omgevingswet\bijlage-1-nota-naar-aanleiding-van-het-verslag-omgevingswet.109.txt,2015,bijlage-1-nota-naar-aanleiding-van-het-verslag-omgevingswet,0,wetsvoorstel gestart beleidsbrief parlement besprok waarover internetconsultatie plaatsgevond vervolgen voorontwerp toetsversie opgesteld waarop evenen diver belangenorganisaties stakeholder reactie inbreng geleverd voorbereid inbreng intensiev betrok belangenorganistaties vertegenwoordiger over praktijkdeskund wetenschapper belangstell inbreng reacties waardevol verder vormgev wetsvoorstel praktijk werkwijz voortgezet uitvoeringsregelgev uitvoeringsregelgev hoofdlijnennotitie verschen briev parlement geinformeerd contour voortgang uitvoeringsregelgev tegelijk nota aanleid ontvangt kabinetsbrief contour uitvoeringsregelgev voorgenom inhoud uitwerk daarvan hand daarvan vroegtijd inhoud debat gevoerd hoofdlijn uitvoeringsregelgev daarvan vervolgen betrok uitwerk daarvan concret ontwerptekst vervolgen gebruik overleg decentral over belanghebb plaatsvind zull gebruik toets adviesverplicht uitgevoerd lastentoet actal advies rad rechtsprak wettelijk waarborg voorhangprocedur parlement maatschapp participatie bied aanvull daarop extra waarborg zorgvuld totstandkomingsproces reactie opmerk led fractie pvdd benodigd spreektijd behandel erop gewez uiteraard kamer agenda bepal hiervor benodigd spreektijd mat ingeruimd daarnaast natur regulier wijz discussie algemen overlegg stell beantwoord schriftelijk transparant zorgvuld totstandkomingsproces wettelijk vastgelegd voorhang publieksparticipatie aanvull acties ontstat transparant open proces aansluit visie actieplan open open government geenszin sprak wegstopp inhoud norm led fractie pvdd suggerer parlement immer vroegtijd open proces totstandkom uitvoeringsregel betrok bovendien zull proces voorhang ontvang adviez decentral over belanghebb meegezond adviesaanvrag afdel adviser rad stat afdel stuk daarmee betrek eig adviser parlement verschill moment zet invoeringswet balan opmak brief uiteengezet kent stelselherzien gefaseerd aanbouw eerst modul bestat wetsvoorstel uitvoeringsregelgev invoeringsregelgev enkel aanvullingswet voorbereid waarbij omgevingswet uitgebreid natur bodem geluid grond eigendom stapsgewijz opbouw eerst modul biedt parlement mogelijk diver moment invloed oefen inhoud nieuw regelgev komt daarmee tegemoet led mening manier waarbij amvb voorhangprocedur parlement voorgelegd recht gedan opmerk rad stat kamerstuk visie actieplan kamerstuk,,0.0301892763255976,"[0.007999535628415997, 0.0024709431115470903, 0.005059948432688259]","[True, True, True]","[False, False, False]"
bijlage-1-nota-naar-aanleiding-van-het-verslag-omgevingswet.102.txt,Policyarchive_text\beleidsnotas\2015\bijlage-1-nota-naar-aanleiding-van-het-verslag-omgevingswet\bijlage-1-nota-naar-aanleiding-van-het-verslag-omgevingswet.102.txt,2015,bijlage-1-nota-naar-aanleiding-van-het-verslag-omgevingswet,0,rechtszeker afwijk aanvull instructieregel led led mogelijk omgevingsplan provincieverorden instructieregel rijk afwijk regel stell provincial omgevingsverorden stell afwijk instructieregel nader instructieregel blijkt enig zorg gebrek inkader daarvan daarmee rechtszeker led lez omgevingsplan provincieverorden instructieregel afwijk regel gesteld led manier afwijk regel ingekaderd doelstell ervan getoetst stell instructieregel rijk provincies voorwaard stell bevoegdheidsuitoefen bestuursorgan gelet toepass proportionaliteitsbeginsel wetsvoorstel vervat regel verder gan noodzak belang betekent instructieregel war mogelijk ruimt lat bestuursorgan gericht eig afweg uitvoeringskeuz mak grondslag stell instructieregel bied mogelijk bied bestur afwegingsruimt instructieregel formuler doelvoorschrift plat middelvoorschrift mogelijk instructieregel bevoegd gezag gericht ruimt gebod voorwaard wijk instructieregel ruimt gebod ander led vrez onbegrensd ruimt gebod wijk instructieregel ingekaderd instructieregel begrensd vanuit belang desbetreff instructieregel gediend mogelijk nieuw grondslag instructieregel huidig wet ruimtelijk orden kenn mogelijk voorbeeld titel besluit algemen regel ruimtelijk orden barro verduid rijk wijst instructieregel titel barro voorkeurstrac buisleidingstrok buisleid national belang verbindt daaran instructieregel bestemmingsplan voorkeurstrac bestemm gev grond toestan toekomst aanleg buisleid strok belemmer vanuit wen gemeent ruimt bied lokal locatiespecifiek keuzes aanvull hoofdregel gemeent mogelijk gebod trac trac wijzig wijzig trac gemeent vervolgen instructieregel voorwaard gesteld gemeent bestemmingsplan trac wijzig nieuw trac geleg zoekgebied aansluit voorkeurstrac trac naastgeleg gemeent gelijk breedt voorkeurstrac mogelijk gemeent besluit keuzes mak begrensd vanuit belang waarvor instructieregel vrijhoud voldoend ruimt aanleg buisleid national belang toekomst bied voldoend ruim doorlop buisleidingstrok gevrijwaard belemmer voorzien dergelijk specifiek begrenz mogelijk gemeent besluit keuzes mak oordel reger voorzien goed balan gebod bestur afwegingsruimt gewenst rechtszeker instructieregel rijk gekoz bijzonder vorm bestur afwegingsruimt rijksinstructieregel inhoud provincial omgevingsverorden afwijk instructieregel nader aanvull instructieregel gesteld vijfd lid wetsvoorstel led waarom bepal ingekaderd stell afwijk regel ten dienst behoud verbeter kwaliteit fysiek leefomgev,Reparations and Remembrance|Modern & Everyday Racism,0.0540061724867321,"[0.004260978551325794, 0.0034746930569379687, 0.008210557974580304]","[False, True, True]","[False, True, True]"
bijlage-1-nota-naar-aanleiding-van-het-verslag-omgevingswet.105.txt,Policyarchive_text\beleidsnotas\2015\bijlage-1-nota-naar-aanleiding-van-het-verslag-omgevingswet\bijlage-1-nota-naar-aanleiding-van-het-verslag-omgevingswet.105.txt,2015,bijlage-1-nota-naar-aanleiding-van-het-verslag-omgevingswet,0,verschill fracties gesteld experimenteerbepal experimenteerbepal maakt mogelijk experiment eerst gan vernieuw verbeter voordat regelgev generiek aangepast proces wetgev loopt immer vak initiatiev vanuit samenlev technologisch ontwikkel nieuw duurzam techniek nieuw material experimenteerbepal bedoeld gevall ruimt bied wijk bepal krachten omgevingswet wet genoemd reger verheugd diver fracties aangegev flexibiliteit creatiev oploss bevorder experimenteerbepal daaran bijdrag experiment gericht verbeter kwaliteit leefomgev reger deelt standpunt fracties aangegev belangrijk toepassingsbereik experimenteerbepal begrensd led fracties christenunie hierover gesteld reger benadrukt toepassingsbereik afgebak experiment gericht verbeter kwaliteit fysiek leefomgev besluitvorm daarover gerealiseerd geldend regelgev net herstelwet vereist experiment ieder geval strek wetsvoorstel genoemd doelstell namelijk bereik stand houd veilig gezond fysiek leefomgev goed omgevingskwaliteit experimenteerbepal slecht ingezet doelstell bedoeld aanhef waaronder realisatie maatschapp functies rechtsbescherm aanleid led volg procedur merkt reger experiment aangewez amvb via voorhangprocedur voorgelegd kamer aanleid led fracties christenunie rechtsbescherm aangewez experiment merkt reger amvb waarin experiment aangewez besluit inhoud algemen verbind voorschrift dergelijk besluit grond eerst lid awb appellabel amvb toegestan afwijk regel echter toegepast concret besluit omgevingsvergunn beroep ingesteld concret besluit geldig amvb daarmee indirect beroepsprocedur ord gesteld exceptiev toetsing genoemd dur experiment led fracties pvda christenunie zien termijn experimenteerbepal led herkenn termijn tien experimenteerbepal herstelwet led acht termijn bruikbar invester lang termijn verg med aanleid led toegevoegd waard derd lid reger grag verduid wanner gat termijnstell experimenteerbepal onderscheid maakt dur experiment termijn waarbij afgewek regelgev termijn hoev gelijk lop daarom amvb duidelijk dur experiment dur afwijk afwijk procedurebepal eenmal terwijl experiment vijf duurt omgevingswaard bepaald afwijk langer tien dur amvb experiment verder bepaald wanner experiment beeindigd tegenvall amvb opgenom evaluatie monitor experiment uitgevoerd daarbij bepaald bijstur gewenst verband ongewenst gevolg fysiek leefomgev monitor blijkt led,,0.0462910049886275,"[0.00410992103498083, 0.0018244536540091177, 0.007446742750006267]","[True, True, True]","[False, False, False]"
bijlage-1-nota-naar-aanleiding-van-het-verslag-omgevingswet.103.txt,Policyarchive_text\beleidsnotas\2015\bijlage-1-nota-naar-aanleiding-van-het-verslag-omgevingswet\bijlage-1-nota-naar-aanleiding-van-het-verslag-omgevingswet.103.txt,2015,bijlage-1-nota-naar-aanleiding-van-het-verslag-omgevingswet,0,mogelijk instructieregel bepal omgevingsverorden afwijk nader instructieregel gesteld getrapt normstell getrapt instructieregel wet ruimtelijk orden kent voorbeeld nader instructieregel vind titel barro erfgoeder uitzonder universel waard rijk wijst barro instructieregel erfgoeder geeft hoofdlijn kernkwaliteit erfgoeder draagt rijk provincies instructieregel provincial instructieregel kernkwaliteit werk objectiver belang instandhoud versterk kernkwaliteit instructieregel stell inhoud gemeent bestemmingsplann vervolgen instructieregel provincie meegegev provincial instructieregel gemeent bestemmingsplan bewerkstell kernkwaliteit erfgoeder aangetast dergelijk getrapt instructieregel overeenstemm wen led ingekaderd inkader getrapt instructieregel vindt plat via inhoud rijksinstructieregel begrenz getrapt instructieregel ten dienst behoud verbeter kwaliteit fysiek leefomgev daarbij onbepaald getrapt instructieregel provincie daarom begrensd vanuit specifiek belang desbetreff rijksinstructieregel gediend geval voorbeeld bescherm kernkwaliteit erfgoeder voorbeeld afwijk instructieregel provincie mogelijk barro provincie fryslân biedt afwijk barro opgenom bouwverbod kustfundament fries waddeneiland beperkt uitbreidingsmog bebouw toe stan hierbij instructieregel aangegev kader provincie belemmer ontstan instandhoud versterk zandig kustfundament onderhoud mogelijk versterk primair waterker voldan regel ter bescherm waddenzee waddengebied titel barro voorbeeld kustfundament getrapt instructieregel provincie begrensd vanuit belang rijksinstructieregel gediend provincie krijgt specifiek waddeneiland enig afwegingsruimt onverkort toepass landelijk onevenred effect ruimtelijk ontwikkelingsmog eiland extra wettelijk inkader bovenop inkader plat vindt instructieregel bevoegd rijk stell getrapt instructieregel via provincial omgevingsverorden bepal afwijk provincial regel ten dienst behoud verbeter kwaliteit fysiek leefomgev led fractie voorstell specifiek ingekaderd afwijkingsmog onmog mak daarom oordel reger wenselijk reger oordel specifiek begrenz afwegingsruimt provincie beter voorzien goed balan gebod bestur afwegingsruimt gewenst rechtszeker led voorgesteld algemen begrenz bijstur volksvertegenwoordiger med gelet sted groter flexibiliteit bestemmingsplann pleit led fractie gekoz vertegenwoordiger burger wet twed kamer provincial stat gemeenterad mogelijk concret stur period totstandkom regel period regel geld onherroep onderscheid period totstandkom regel gekoz vertegenwoordiger verschill mogelijk algemen specifiek locaties stur del omgevingsplan stell regel vast echter betrek twed situatie waarin regel regel bestemmingsplan onherroep daarbij zowel gan situaties waarbij activiteit uitsluit algemen regel,,0.0457935991833994,"[0.007383467259015229, 0.0005535149538991519, 0.009521981214054634]","[True, True, True]","[False, False, False]"
bijlage-1-nota-naar-aanleiding-van-het-verslag-omgevingswet.103.txt,Policyarchive_text\beleidsnotas\2015\bijlage-1-nota-naar-aanleiding-van-het-verslag-omgevingswet\bijlage-1-nota-naar-aanleiding-van-het-verslag-omgevingswet.103.txt,2015,bijlage-1-nota-naar-aanleiding-van-het-verslag-omgevingswet,1,geld situaties waarin sprak vergunningplicht biedt,,0.0,"[0.0, 0.0, 0.0]","[False, False, False]","[False, False, False]"
