filename,filepath,document_type,year,chunk_num,chunk_text,topic,cosine,cosine_weighted,topic_probs,topic_assigned,cosine_per_topic,labels_raw,chunk_id,labels
jaarverslag-ienw-2022.177.txt,Policyarchive_text\jaarverslagen\2023\jaarverslag-ienw-2022\jaarverslag-ienw-2022.177.txt,2023,jaarverslag-ienw-2022,0,financiel onderstaand niveau financieel instrument ting verschill mutaties begrot realisatie zie gehanteerd norm normer jaarverslag opgenom hoger realisatie verplichtingenbudget voornam veroorzaakt twed suppletoir begrot rbrief gemeld ophog hieronder kort nogmal benoemd ophog verplichtingenbudget suppletoir begrot miljoen ophog miljoen verklaard toevoeg prijsbijstell verplichtingenschuif aangan verplicht bdu beschik miljoen ophog verplichtingenbudget miljoen kort termijn aanpak programma mobiliteit verstedelijk waaronder pakket binckhorst miljoen invull waaronder bereik miljoen ontwikkel entreegebied zoetermer miljoen over regional activiteit hoger realisatie kasbudget voornam veroorzaakt eerst twed suppletoir begrot gemeld ophog specifiek gat overboek vanuit teitsfond ten behoev dekking onderdel toegevoegd miljoen inclusief afdracht compensatiefond bdu miljoen miljoen opgenom melijk volg gemaakt afsprak voorgaand betreff nam bijdrag mrdh verkenn oververbind rotterdam miljoen regret binckhorst den hag richt realisatie fietsinfrastructur versterk stationsgbied ruimt miljoen exploitatiekost bereik miljoen ontwikkel entreegebied zoetermer miljoen budget evenen opgehoogd uitker prijsbijstell miljoen financiel instrument uitgav conform wet bdu jaarlijk voorafgaand uitkeringsjar bred doeluitker ten behoev voorbereid uitvoer regional vervoersbeleid gehel verplicht vastgelegd ontvangst jaarlijk beschik verstrekt bdu stadsregio amsterdam metropoolregio rotterdam den hag beschik berek basis wet bdu verker vervoer opgenom methodiek stadsregio amsterdam metropoolregio twed kamer vergaderjar xii,Ramp_ongeval|arbeid|criminaliteit|gezondheidszorg|onderwijs|sociale_zaken,0.1887490509616432,"[0.11430298117877251, 0.34562132078461777, 0.0, 0.0, 0.0007457804202843626, 0.012543199213317412, 0.038934896869937924, 0.0, 0.0, 0.0, 0.03192455896364881, 0.010361744943695876, 0.02992561845016058, 0.040328264869683196, 0.07146029510081299]","[False, True, True, False, False, True, False, True, False, False, False, True, False, False, True]","[False, True, True, False, False, True, False, True, False, False, False, True, False, False, True]","[0.1887490509616432, 0.1887490509616432, 0.1887490509616432, 0.1887490509616432, 0.1887490509616432, 0.1887490509616432, 0.1887490509616432, 0.1887490509616432, 0.1887490509616432, 0.1887490509616432, 0.1887490509616432, 0.1887490509616432, 0.1887490509616432, 0.1887490509616432, 0.1887490509616432]","[0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1]",jaarverslag-ienw-2022.177.txt__0,"[0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1]"
jaarverslag-justitie-2022.127.txt,Policyarchive_text\jaarverslagen\2023\jaarverslag-justitie-2022\jaarverslag-justitie-2022.127.txt,2023,jaarverslag-justitie-2022,0,materiel apparaatskost materiel kost omschrijv waarvan apparat ict waarvan waarvan over materiel kost stijging ict uitgav veroorzaakt doordat kost extern partij jio gefactureerd materiel programmakost materiel programmakost omschrijv financier particulier instell jeugd inkop forensisch zorg subsidies over gebruikersvergoed rvb programma over huisvestingskost programma kost justitieel ingesloten materiel kost arbeid justitiabel kost arrestant politiebureaus over exploitatiekost programma afschrijvingskost omschrijv immaterieel vast activa materieel vast activa daling afschrijvingskost grotendel veroorzaakt overgang activa jio dotaties voorzien dotaties voorzien omschrijv dotaties voorzien dotaties voorzien vooral betrek nieuw instrom medewerker daarnaast gevolg actualiser over voorzien betrek personel regel gedoteerd saldo bat last positief exploitatieresultat gerealiseerd komt overen circa total omzet twed kamer vergaderjar,Ramp_ongeval|arbeid|democratie_en_bestuur|gezondheidszorg|religie|sociale_zaken,0.2635579820786222,"[0.09970139393116761, 0.2225232774432566, 0.0, 0.0, 0.0, 0.0, 0.011783391560415048, 0.017100832406357045, 0.0, 0.005009935432401088, 0.009208333318421882, 0.016223853731718592, 0.0, 0.0, 0.02663079197755125]","[False, True, True, False, False, False, True, True, False, False, False, False, True, False, True]","[False, True, True, False, False, False, True, True, False, False, False, False, True, False, True]","[0.2635579820786222, 0.2635579820786222, 0.2635579820786222, 0.2635579820786222, 0.2635579820786222, 0.2635579820786222, 0.2635579820786222, 0.2635579820786222, 0.2635579820786222, 0.2635579820786222, 0.2635579820786222, 0.2635579820786222, 0.2635579820786222, 0.2635579820786222, 0.2635579820786222]","[0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1]",jaarverslag-justitie-2022.127.txt__0,"[0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1]"
jaarverslag-koninkrijksrelaties-2022.5.txt,Policyarchive_text\jaarverslagen\2023\jaarverslag-koninkrijksrelaties-2022\jaarverslag-koninkrijksrelaties-2022.5.txt,2023,jaarverslag-koninkrijksrelaties-2022,0,gerealiseerd uitgav verdeeld beleidsartikel gerealiseerd ontvangst verdeeld beleidsartikel twed kamer vergaderjar,Cultuur_en_sport|arbeid|democratie_en_bestuur|religie,0.1455213750217997,"[0.3675816665059593, 0.19273056929708682, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[True, False, True, False, False, False, True, False, False, False, False, False, True, False, False]","[True, False, True, False, False, False, True, False, False, False, False, False, True, False, False]","[0.1455213750217997, 0.1455213750217997, 0.1455213750217997, 0.1455213750217997, 0.1455213750217997, 0.1455213750217997, 0.1455213750217997, 0.1455213750217997, 0.1455213750217997, 0.1455213750217997, 0.1455213750217997, 0.1455213750217997, 0.1455213750217997, 0.1455213750217997, 0.1455213750217997]","[1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]",jaarverslag-koninkrijksrelaties-2022.5.txt__0,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
jaarverslag-ezk-2022.253.txt,Policyarchive_text\jaarverslagen\2023\jaarverslag-ezk-2022\jaarverslag-ezk-2022.253.txt,2023,jaarverslag-ezk-2022,0,iea international energy agency img institut mijnbouwschad groning ipc innovatieprestatiecontract ipo interprovinciaal overleg isb incidentel suppletoir begrot jtf transition fund jti joint technology initiatives justitie kev klimat energieverander kic kennis innovatieconvenant kkc garantieregel klein krediet corona zevend kaderprogramma technologisch ontwikkel kvk kamer koophandel kwiv kwaliteitsraamwerk informatievoorzien liof limburg institut ontwikkel financier lnv landbouw natur voedselkwaliteit marin maritim research institut netherland mbo middel beroepsonderwijs mep milieukwaliteit elektriciteitsproductie mev verkenn mip meerjar invester programma mit mkb innovatiestimuler topsector mkb kleinbedrijf mtib missiegedrev innovatiebeleid mton megaton mvo maatschapp verantwoord ondernem nam aardolie maatschappij nbtc nederland bureau toerism congress ncg national coordinator groning nds digitaliseringsstrategie nen nederland normalisatieinstitut nfia netherland foreign investment agency ngf national groeifond nipo nederland institut opinie dtib defensie technologisch indsutriel basis nlr national ruimtevaartlaboratoruim nrg nuclear research group nso netherland spac offic nsfo geitenfokker nurg nader uitwerk rivierengebied nvwa warenautoriteit nwo wetenschapp wetenschapp toegepast technisch wetenschapp ontwikkel ocw cultur wetenschap opta onafhank post telecommunicatie autoriteit pas programmatisch aanpak stikstof pbl plan bureau leefomgev pbo publiekrecht bedrijfsorganisatie pianoo professionel innovatief aanbested netwerk overheidsopdrachtgever petajoul pps samenwerk rcr rijkscoordinatieregel twed kamer vergaderjar xiii,buitenlandse_zaken|criminaliteit|democratie_en_bestuur|huisvesting|immigratie|onderwijs|religie|ruimtelijke_ordening,0.1202675588605909,"[0.13535907774301384, 0.03715150536894286, 0.010411222337470572, 0.08918896825061869, 0.008271548956290956, 0.0012420117674445863, 0.042201278775717256, 0.0, 0.1541624171808355, 0.08059912040678538, 0.011478312041606499, 0.0, 0.017568242485537174, 0.019980995168722364, 0.015173256302969706]","[False, False, False, True, False, True, True, False, True, True, False, True, True, True, False]","[False, False, False, True, False, True, True, False, True, True, False, True, True, True, False]","[0.1202675588605909, 0.1202675588605909, 0.1202675588605909, 0.1202675588605909, 0.1202675588605909, 0.1202675588605909, 0.1202675588605909, 0.1202675588605909, 0.1202675588605909, 0.1202675588605909, 0.1202675588605909, 0.1202675588605909, 0.1202675588605909, 0.1202675588605909, 0.1202675588605909]","[0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0]",jaarverslag-ezk-2022.253.txt__0,"[0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0]"
jaarverslag-defensie-2022.142.txt,Policyarchive_text\jaarverslagen\2023\jaarverslag-defensie-2022\jaarverslag-defensie-2022.142.txt,2023,jaarverslag-defensie-2022,0,omschrijv toezegg vindplat bronnummer datum status nummer kamerbrief datum toezegg afgedan inzet toekomst geannoteerd verslag verbeter qua informatie inhoud agendapunt standpunt navo defensie ministeriel doorlop laatst gerapporteerd kamerstuk per missie vervolg voorhand inschat kost zorg aangegev kost nazorg zull meegenom evaluatie missies gerapporteerd kamerstuk toekomst defensie briev stand zakenbriev wanner toepass ingan civiel dienstverlen uitzend civiel dienstverlen doorlop laatst gerapporteerd kamerstuk status toezegg bijgewerkt twed kamer vergaderjar,Cultuur_en_sport|arbeid|buitenlandse_zaken|burgerrechten|democratie_en_bestuur|sociale_zaken,0.11,"[0.15155780370446356, 0.018505359842556853, 0.0, 0.09422236356571591, 0.15225092116721722, 0.012982681507618018, 0.024999319827383785, 0.0, 0.0, 0.0, 0.03333240904222681, 0.02783826439097636, 0.03716691015821394, 0.0, 0.00900203448683026]","[True, False, True, True, True, False, True, False, False, False, False, False, False, False, True]","[True, False, True, True, True, False, True, False, False, False, False, False, False, False, True]","[0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11]","[1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]",jaarverslag-defensie-2022.142.txt__0,"[1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]"
tk-beslisnota-bij-beleidsreactie-ijenv-rapport-rampenbestrijding-in-caribisch-nederland.2.txt,Policyarchive_text\beleidsnotas\2023\tk-beslisnota-bij-beleidsreactie-ijenv-rapport-rampenbestrijding-in-caribisch-nederland\tk-beslisnota-bij-beleidsreactie-ijenv-rapport-rampenbestrijding-in-caribisch-nederland.2.txt,2023,tk-beslisnota-bij-beleidsreactie-ijenv-rapport-rampenbestrijding-in-caribisch-nederland,0,veiligheidsregio pvc datum kenmerk betrok partij europes verzocht maand geinformeerd voortgang opvolg meldt afschrift zult stur brief hierover krachtenveld terecht aangeeft ord krijg rampenbestrijd crisisbeheers snel zichtbar gebeur open licham crisispartner jenv hiervor eerst vooral zet gelet bijzonder kenmerk open licham binnenland zak koninkrijksrelaties gevoegd zienswijz stelt sprak steviger invull rol jenv stelselverantwoord crisisbeheers gebruik europes volledigheidshalv opgemerkt dgpenv afgelop sterk ingezet versterk crisisbeheers afhandel waterschad limburg legd namelijk grot beslag beschik beleidscapaciteit concept brief ambtelijk commentar gedeeld open licham waarnem rijksvertegenwoordiger brandweerkorp nctv bzk ontvang commentar geleid enkel tekstuel aanpass voorligg brief financien extra middel bestaand begrot dgpenv gerealiseerd gat structurel middel bovenop bestaand jaarlijk bijdrag euro open licham gat bedrag ongever euro ingang ongever euro per implementatie vertegenwoordiger ieder geval hiervor genoemd partij zull betrok opvolg beleidsreactie betrok open licham randvoorwaard aspect ligging eiland kleinschal onderl verschill adequaat meenem opvolg belangrijk stap kort termijn gezet bzk besprek verantwoordelijkheidsverdel bzk jenv betrek crisisbeheers gebied elkar positie verduid betrokken onderschrijv belang verduidelijk verduidelijk handboek crisisbeheers koninkrijk opgenom acties initier,burgerrechten|criminaliteit|gezondheidszorg|milieu|onderwijs|sociale_zaken,0.0998052578482888,"[0.0, 0.051003677701889204, 0.0, 0.0, 0.10559521614748343, 0.0, 0.08745808020865943, 0.0, 0.0, 0.0, 0.019174254581273118, 0.06407733851866512, 0.0952792922388151, 0.07762971959519668, 0.06524617388796776]","[False, False, False, False, True, True, False, True, False, False, True, True, False, False, True]","[False, False, False, False, True, True, False, True, False, False, True, True, False, False, True]","[0.0998052578482888, 0.0998052578482888, 0.0998052578482888, 0.0998052578482888, 0.0998052578482888, 0.0998052578482888, 0.0998052578482888, 0.0998052578482888, 0.0998052578482888, 0.0998052578482888, 0.0998052578482888, 0.0998052578482888, 0.0998052578482888, 0.0998052578482888, 0.0998052578482888]","[0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1]",tk-beslisnota-bij-beleidsreactie-ijenv-rapport-rampenbestrijding-in-caribisch-nederland.2.txt__0,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1]"
jaarverslag-lnv-2022.140.txt,Policyarchive_text\jaarverslagen\2023\jaarverslag-lnv-2022\jaarverslag-lnv-2022.140.txt,2023,jaarverslag-lnv-2022,0,verzoekt kabinet aanplant moestuin basisschol nem rondom groen stad zodat stadskinder elk dag groen aanrak kom ver gezond voedsel mee huis nem parlementair agenda notaoverleg initiatiefnota led bromet boswijk groen stad onderhand verzoekt reger hiertoe richtlijn deugdelijk juridisch basis stell kamer hierover informer parlementair agenda tweeminutendebat regel nieuw versie aerius calculator wijzig stikstofregistratiesystem twed kamer voorjar conform motie geinformeerd invull toezegg verzoekt reger steun waarder sprek optred open licham dienst handhav open inzak chogogo resort verzoekt teven reger bestur steun bied handhav verder versterk zodat koral beter beschermd parlementair agenda begrot economisch zak klimat xiii twed termijn onderhand verzoekt reger basis evaluatie onverminderd zet voortzet ondersteun national park parlementair agenda begrot landbouw natur voedselkwaliteit termijn onderhand verzoekt reger effect natuurherstelmaatregel meetdoel toe voeg netwerk ecologisch monitor verzoekt reger radboud universiteit kort termijn integral aanpak ontwikkel middel daarvor zoek kamer hierover informer voorjaarsnota parlementair agenda begrot landbouw natur voedselkwaliteit termijn onderhand motie meegenom brief stand zak betrek natuurmonitor brief zomer kamer gestuurd verzoekt kabinet langetermijnvisies doelgericht stikstof nitrat implementer parlementair agenda begrot landbouw natur voedselkwaliteit termijn nplg vastgelegd aangegev behaald gebiedsprogramma twed kamer periodiek geinformeerd voortgang nplg richting verzoekt reger gescheperd trekkend schaapskuddes alternatiev ondersteun vind waardevoll activiteit behoud parlementair agenda tmd gemeenschapp strategisch plan onderhand verzoekt reger kamer vormgev transitiefond stikstoffond nadruk betrek recht budgetrecht vooruitlop instellingswet proev beid fondsbegrot prinsjesdag kamer legg debat regeringsverklar twed kamer wetsvoorstel ontvang voorjar geinformeerd verzoekt regel fosfaatbank zodan vorm gev ondersteun nplg verzoekt natur stikstof kamer hierover informer parlementair agenda wgo wijzig meststoffenwet verband begrip melkvee enkel wijzig betreff stelsel fosfaatrecht onderhand verzoekt reger horizonbepal beid fonds nem beid instellingswet zodat wettelijk verankerd fonds eindig debat startnota onderhand verzoekt reger besluitvormingsproces uitgav transitiefond stikstoffond objectiev toetsing doelmat doeltreff middel maatschapp batenanalyses voorwaard mak veranker fonds behor spelregel debat startnota onderhand twed kamer vergaderjar,Cultuur_en_sport|arbeid|burgerrechten|gezondheidszorg|huisvesting|milieu|onderwijs|ruimtelijke_ordening|sociale_zaken,0.2623379096150208,"[0.25076182285123383, 0.057056046917012486, 0.0, 0.015105952071253153, 0.4295924162337885, 0.0008936054705961639, 0.038501211988268, 0.0, 0.1470900898655005, 0.0006364404228948304, 0.02324557237035225, 0.010833835904459832, 0.088999043799328, 0.009365224426196916, 0.0241513267538409]","[True, False, True, False, True, False, False, True, True, False, True, True, False, True, True]","[True, False, True, False, True, False, False, True, True, False, True, True, False, True, True]","[0.2623379096150208, 0.2623379096150208, 0.2623379096150208, 0.2623379096150208, 0.2623379096150208, 0.2623379096150208, 0.2623379096150208, 0.2623379096150208, 0.2623379096150208, 0.2623379096150208, 0.2623379096150208, 0.2623379096150208, 0.2623379096150208, 0.2623379096150208, 0.2623379096150208]","[1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1]",jaarverslag-lnv-2022.140.txt__0,"[1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1]"
jaarverslag-binnenlandse-zaken-2022.325.txt,Policyarchive_text\jaarverslagen\2023\jaarverslag-binnenlandse-zaken-2022\jaarverslag-binnenlandse-zaken-2022.325.txt,2023,jaarverslag-binnenlandse-zaken-2022,1,eind geinformeerd bewindslied afgerond toezegg omschrijv toezegg vindplat stand zak kwartal twed kamer informer menselijk mak awb kennelijk fout corriger plenair debat begrot binnenland zak begrot handel item afgedan twed kamer per brief geinformeerd kamerstuk twed kamer vergaderjar vii,Cultuur_en_sport|arbeid|burgerrechten|democratie_en_bestuur|religie,0.2405351177211819,"[0.4762653542288648, 0.09970948922458513, 0.0, 0.0, 0.3522823112395973, 0.011986214190932253, 0.0, 0.0, 0.0, 0.0, 0.0, 0.024829786071726298, 0.03440884752032304, 0.0, 0.0]","[True, False, True, False, True, False, True, False, False, False, False, False, True, False, False]","[True, False, True, False, True, False, True, False, False, False, False, False, True, False, False]","[0.2405351177211819, 0.2405351177211819, 0.2405351177211819, 0.2405351177211819, 0.2405351177211819, 0.2405351177211819, 0.2405351177211819, 0.2405351177211819, 0.2405351177211819, 0.2405351177211819, 0.2405351177211819, 0.2405351177211819, 0.2405351177211819, 0.2405351177211819, 0.2405351177211819]","[1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]",jaarverslag-binnenlandse-zaken-2022.325.txt__1,"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
jaarverslag-ezk-2022.223.txt,Policyarchive_text\jaarverslagen\2023\jaarverslag-ezk-2022\jaarverslag-ezk-2022.223.txt,2023,jaarverslag-ezk-2022,0,afgerond evaluaties goed functioner markt bedrijv werkend digital economie markt beleidsdoorlicht goed functioner economie markt europes intern markt inbegrip vrij verker goeder dienst person kapital vormt kernonderdel europes unie cruciaal verdienvermog goed nerend markt concurrentie stimuler war consument goed beschermd lever belangrijk economisch groei innovatie goed functioner intern markt sprekend corona pandemie blek grenssluit ezk zet sterk competitief houd markt eerlijk onderl verhoud markt bevorder vrij verker dienst goeder bescherm consument ezk zet verbeter aanbestedingspraktijk europes afsprak scherming actieagenda intern markt onafhank deskund vind uitvoer beleidsdoorlicht zorgvuld professionel gedan opmerk gan weinig bronn beleidsdoorlicht beleidsvisie ingewikkeld manier beleidsontwikkel deskund vind net panteia planning evaluaties afzonder beleidsterrein samenloopt planning beleidsdoorlicht vind onderligg evaluaties onderl verschill aard opzet uitvoer mezk ling benut verbeter beleidsdoorlicht onderligg rapportages betreft benoem mogelijk planning aanpass doelstell beleidsartikel evaluatie roadmap digital veilig softwar evaluatie roadmap kwam aanbevel holder betrek kenbar vergrot websit voortgang rapporter roadmap beleidsdoelstell beter meetbar mak evaluatie gaf suggesties herijk roadmap aandacht keten ketenveil aandacht verbind acties betrok partij prioriter aandacht participatie ezk europa focuss fabrikant leverancier plat consument suggesties meegenom totstandkom cybersecuritystrategie nlcs war ten aanzien digital veilig softwar integral uitmaakt evaluatie bemiddelingsdienst dov slechthor kpn grond telecommunicatiewet aangewez telefoniedienst dov slechthor mens perking verzorg beeldbemiddelingsdienst maakt mogelijk doelgroep bell horend person instanties via bemiddelar gebarentolk aanwijz lingsdienst loopt ter voorbereid nieuw aanwijz uitvoer huidig bemiddelingsdienst geevalueerd evaluatie volgt bemiddelingsdienst functioneert conform gesteld eis verder gebruiker algemen tevred dienst evaluatie beschrijft teven twed kamer vergaderjar xiii,arbeid|buitenlandse_zaken|burgerrechten|criminaliteit|huisvesting|milieu|sociale_zaken,0.1504670483538925,"[0.0700522527518116, 0.006291161611283135, 0.0, 0.004786237935974485, 0.0077137761565287165, 0.01041476385945865, 0.20622484938112542, 0.0, 0.040006526530800404, 0.0, 0.09715150608534649, 0.037359889818765826, 0.06392933426870598, 0.003922015018067621, 0.024129833951015867]","[False, False, True, True, True, True, False, False, True, False, True, False, False, False, True]","[False, False, True, True, True, True, False, False, True, False, True, False, False, False, True]","[0.1504670483538925, 0.1504670483538925, 0.1504670483538925, 0.1504670483538925, 0.1504670483538925, 0.1504670483538925, 0.1504670483538925, 0.1504670483538925, 0.1504670483538925, 0.1504670483538925, 0.1504670483538925, 0.1504670483538925, 0.1504670483538925, 0.1504670483538925, 0.1504670483538925]","[0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1]",jaarverslag-ezk-2022.223.txt__0,"[0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1]"
jaarverslag-lnv-2022.130.txt,Policyarchive_text\jaarverslagen\2023\jaarverslag-lnv-2022\jaarverslag-lnv-2022.130.txt,2023,jaarverslag-lnv-2022,0,verwacht herzien interventiebeleid procedur verscherpt eerst helft uitvoer zull waarna twed kamer nader geinformeerd uitvoer motie camp eerdman verzoekt reger voorbereid zijnd wetgev kader avg cameratoezicht realtim afstand uitgelez basisvoorwaard werk parlementair agenda debat voortdur misstand slachthuiz onderhand verzoekt reger voorbereid regelgev expliciet aandacht maatwerkregel zelfslacht slachter parlementair agenda debat voortdur misstand slachthuiz onderhand kamer stand zak geinformeerd verzamelbrief versterk verzoekt reger kort termijn toetsingskader slachtsnel stell overleg betrok belangenpartij kamer snel mogelijk informer parlementair agenda debat voortdur misstand slachthuiz stand zak kamer geinformeerd kamerbrief dierenwelzijn dier veehouderij motie verwacht afgedan voorafgaand komend commissiedebat dier veehouderij voorafgaand komend commissiedebat nvwa verzoekt reger kaart breng dierproev voorspell waard slecht transler dierproev uitgefaseerd parlementair agenda tmd dierproev onderhand verzoekt reger verder ontwikkel kunstmat intelligentie stimuler zoek alternatiev snel eenvoud effectief mak daarmee voldoen wet overbod dierproev verminder parlementair agenda tmd dierproev onderhand verzoekt reger actieplan kom snell verlag voorrad gedod proefdier kom parlementair agenda tmd dierproev onderhand verzoekt reger plan aanpak kom transitie proefdiervrij innovaties versnell lever beter beter medicijn significant verminder proefdier parlementair agenda tmd dierproev onderhand verzoekt reger tijdpad mak dierproev veiligheidstest beeindig kamer hierover spoedig mogelijk informer parlementair agenda tmd dierproev onderhand verzoekt reger transitie proefdiervrij innovatie werk mak waarbij dierproef onderzoeksvrag daarvor meest succesvoll method central stat parlementair agenda tmd dierproev onderhand verzoekt reger war mogelijk knelpunt rout lab praktijk loss hierover jaarlijk rapporter kamer parlementair agenda tmd dierproev onderhand verzoekt reger manier zorg transitie kringlooplandbouw inclusief eerlijk verdienmodel vast plek krijgt privat kwaliteitssystem parlementair agenda stikstofdebat onderhand verzoekt reger koploper kringlooplandbouw biologisch natuurinclusiev kringloopboer ondersteun bedrijf mogelijk voort zet gebiedsgericht aanpak parlementair agenda stikstofdebat onderhand twed kamer vergaderjar xiv,Cultuur_en_sport|arbeid|buitenlandse_zaken|burgerrechten|gezondheidszorg|huisvesting|milieu|onderwijs,0.2714244085192672,"[0.14297005352890965, 0.0, 0.0, 0.003784759165710004, 0.42363300004199006, 0.0, 0.06273743822337313, 0.0, 0.020227928558636844, 0.0, 0.01520877782861969, 0.00394099087454827, 0.08687960261907067, 0.0, 0.005898419806775525]","[True, False, True, True, True, False, False, True, True, False, True, True, False, False, False]","[True, False, True, True, True, False, False, True, True, False, True, True, False, False, False]","[0.2714244085192672, 0.2714244085192672, 0.2714244085192672, 0.2714244085192672, 0.2714244085192672, 0.2714244085192672, 0.2714244085192672, 0.2714244085192672, 0.2714244085192672, 0.2714244085192672, 0.2714244085192672, 0.2714244085192672, 0.2714244085192672, 0.2714244085192672, 0.2714244085192672]","[1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0]",jaarverslag-lnv-2022.130.txt__0,"[1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0]"
