filename,filepath,document_type,year,chunk_num,chunk_text,topic,cosine,cosine_weighted,topic_probs,topic_assigned,cosine_per_topic,labels_raw,chunk_id,labels,label
jaarverslag-binnenlandse-zaken-2022.69.txt,Policyarchive_text\jaarverslagen\2023\jaarverslag-binnenlandse-zaken-2022\jaarverslag-binnenlandse-zaken-2022.69.txt,2023,jaarverslag-binnenlandse-zaken-2022,0,woningeigenar len nar leenruimt lening euro krijg langer looptijd mogelijk gemaakt lager leenbedrag minimum leenbedrag verlaagd euro volled financier zonnepanel mogelijk gemaakt daarnaast financier beschik klein vve hel ruim twee ker zovel finan ciering woningeigenar vve verstrekt aanvrag liep maand financier rent lag inkomen start bijna maand werd eerst consumptiev financier verstrekt woningeigenar leenruimt start king vve nam sterk toe net gefinancierd bedrag ten opzicht warmtefond werkt verbetert aanvraagproces aanvrag versnell vereenvoud seh subsidie oplaadpuntenadvies advies realisatie laadinfrastructur subsidie energiebespar eig huis seh toegevoegd daarnaast kond vve net daarvor subsidie aanvrag isolatiemaatregel energieadvies via seh aanvrag energiebespar toegek bedrag ruim subsidie verstrekt energieadviez bedrag oplaadpuntenadviez bedrag ruim daarnaast hard gewerkt verbeter voorwaard seh samenvoeg verschill regel een regel svve stat per open programma aardgasvrij wijk derd laatst rond proeftuin aardgasvrij wijk geselecteerd proeftuin uitgebreid monitor volgt programma voortgang proeftuin haalt less beleid knelpunt agendeert jaarlijk twed kamer gerapporteerd voortgang kamerstuk paw uitgebreid geevalueerd zowel doeltreff doelmat bevond slot makersfas national programma lokal warmtetransitie nplw doorlop waarin less evaluatie meegenom programma start paw gat hierin ontzorg gebouweigenar uitgebreid uitbreid invull afsprak klimaatakkoord lancer landelijk digital platform verduurzam ontzorg woningeigenar hog bezoekersaantall uitbreid belangrijk bron informatie woningeigenar bijna gemeent energieloket war mens informatie krijg zam woning hiernaast lokal aanpak national isolatieprogramma mogelijk aanvrag ontzorg woningeigenar mee gan collectiev aanpak gemeent hiertoe tno voorgesteld gentenaanpak verder uitgewerkt mogelijk vanuit verbouwstrom via doetank vier pilot gemeent emm leusd veldhov eindhov ervar opgedan vorm ontzorg best werkt slot twed kamer vergaderjar vii,Cultuur_en_sport|Ramp_ongeval|arbeid|buitenlandse_zaken|gezondheidszorg|huisvesting|immigratie|milieu|sociale_zaken,0.1732050807568877,"[0.0, 0.09770936720341078, 0.0, 0.04255587707850189, 0.10002725882027132, 0.0263202654140906, 0.011398420313936891, 0.002831069804746285, 0.12316515857434995, 0.017193358776201987, 0.011140476199466757, 0.017787227413694078, 0.0, 0.0, 0.13962479513006695]","[True, True, True, True, False, False, False, True, True, True, True, False, False, False, True]","[True, True, True, True, False, False, False, True, True, True, True, False, False, False, True]","[0.1732050807568877, 0.1732050807568877, 0.1732050807568877, 0.1732050807568877, 0.1732050807568877, 0.1732050807568877, 0.1732050807568877, 0.1732050807568877, 0.1732050807568877, 0.1732050807568877, 0.1732050807568877, 0.1732050807568877, 0.1732050807568877, 0.1732050807568877, 0.1732050807568877]","[1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1]",jaarverslag-binnenlandse-zaken-2022.69.txt__0,"[1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1]",14
jaarverslag-lnv-2022.165.txt,Policyarchive_text\jaarverslagen\2023\jaarverslag-lnv-2022\jaarverslag-lnv-2022.165.txt,2023,jaarverslag-lnv-2022,1,vogelgriep kamer ontvangt uiter eind informatie meldsystem vogelgriep toezegg her camp parlementair agenda zoonos dierziekt mvws uitgaand brief beantwoord kamervrag leidrad omgang wild vogel vogelgriep kamer kort herfstreces geinformeerd stoff mogelijk verbod vester pvdd parlementair agenda verorden duurzam gewasbeschermingsmiddel uitgaand brief invull diver moties gewasbescherm raadswerkgroep voorstel verorden duurzam gewasbeschermingsmiddel zer kort termijn kamer reactie ontvang brief dierenarts wolf plas bbb parlementair agenda natur uitgaand brief afschrift brandbrief dierenarts wolv drenth omligg provincies kamer ontvangt vor indien wetsvoorstel wijzig wet dier nader informatie typ voorhang wetsvoorstel opgenom grot parlementair agenda dier veehouderij uitgaand brief verzamelbrief dierenwelzijn twed kamer vergaderjar xiv,burgerrechten|criminaliteit|gezondheidszorg|huisvesting|immigratie|ruimtelijke_ordening,0.2219956109522241,"[0.0, 0.005898894221594382, 0.0, 0.0, 0.012303408082623967, 0.3266752334418442, 0.004987292719546509, 0.0, 0.24398330939460747, 0.07234448766281128, 0.008433137899438814, 0.018334961422383268, 0.0, 0.0, 0.005101776432762728]","[False, False, False, False, True, True, False, True, True, True, False, False, False, True, False]","[False, False, False, False, True, True, False, True, True, True, False, False, False, True, False]","[0.2219956109522241, 0.2219956109522241, 0.2219956109522241, 0.2219956109522241, 0.2219956109522241, 0.2219956109522241, 0.2219956109522241, 0.2219956109522241, 0.2219956109522241, 0.2219956109522241, 0.2219956109522241, 0.2219956109522241, 0.2219956109522241, 0.2219956109522241, 0.2219956109522241]","[0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0]",jaarverslag-lnv-2022.165.txt__1,"[0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0]",5
jaarverslag-vws-2022.167.txt,Policyarchive_text\jaarverslagen\2023\jaarverslag-vws-2022\jaarverslag-vws-2022.167.txt,2023,jaarverslag-vws-2022,0,nam instell nam functie datum aanvang dienstverband indien toepass datum eind dienstverband indien toepass dienstverband fte haakjes omvang extern nee kalendermnd kalendermnd belon plus goeding belast haakjes bedrag voorzien belon betal haakjes bedrag total bezold haakjes bedrag individueel toepass maximum motiver indien overschrijd cbg nurmohamed lid colleg nee cbg graeff art plv voorzitter nee cbg rens lid colleg nee cbg nieuwkop lid colleg nee cbg dener plv voorzitter nee cbg guchelar lid colleg nee cbg boersma lid colleg nee cbg dekker lid colleg nee cbg marum lid colleg nee cbg boer voorzitter nee cbg bosch lid colleg nee cbg belo lid colleg nee acbg loekemeijer directeur nee topfunctionaris bezold twed kamer vergaderjar xvi,burgerrechten|democratie_en_bestuur|huisvesting|onderwijs|ruimtelijke_ordening,0.1210701468406892,"[0.0024860795264478076, 0.041351580060539544, 0.0, 0.0, 0.0, 0.05285251097200503, 0.0389609796778587, 0.0, 0.06111616007521698, 0.0016199980959218832, 0.0017519317128480412, 0.09562981590668845, 0.0, 0.0093609939413972, 0.001349771752013433]","[False, False, False, False, True, False, True, False, True, False, False, True, False, True, False]","[False, False, False, False, True, False, True, False, True, False, False, True, False, True, False]","[0.1210701468406892, 0.1210701468406892, 0.1210701468406892, 0.1210701468406892, 0.1210701468406892, 0.1210701468406892, 0.1210701468406892, 0.1210701468406892, 0.1210701468406892, 0.1210701468406892, 0.1210701468406892, 0.1210701468406892, 0.1210701468406892, 0.1210701468406892, 0.1210701468406892]","[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0]",jaarverslag-vws-2022.167.txt__0,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0]",11
nota-bij-antwoord-op-kamervragen-mohandis-over-bibliotheken.1.txt,Policyarchive_text\beleidsnotas\2023\nota-bij-antwoord-op-kamervragen-mohandis-over-bibliotheken\nota-bij-antwoord-op-kamervragen-mohandis-over-bibliotheken.1.txt,2023,nota-bij-antwoord-op-kamervragen-mohandis-over-bibliotheken,0,nota ter onderteken media creatiev industrie scm datum referentie beantwoord kamervrag mohandis pvda bibliothek aanleid kamerlid mohandis pvda schriftelijk gesteld stand zak uitvoer bibliotheekbeleid aangekondigd kamerbrief geadviseerd besluit akkoord bent verzoek brief onderteken kernpunt mohandis vraagt voornam stand zak gemeent war versterk bibliotheeknetwerk nodig regel eenmal specifiek uitker subsidies lokal bibliotheekvoorzien staatscourant gepubliceerd daarmee proces bibliothek gemeent formel start gegan gemeent period aanvrag indien beschrijv stand zak regel gepubliceerd gan verschill categorieen gemeent regel onderscheidt bijbehor faciliteit regel meegezond daarnaast stelt mohandis enkel bibliothek schol mbo mohandis vorm goed aanleid informer uitvoer voorstell bibliotheekbrief donderdag bent aanwez afsluit landelijk netwerkdag open bibliothek vrijwel directeur bibliothek zull dag bijwon goed moment regel promot ambtenar zull aanwez bibliothek uitleg regel gev,Cultuur_en_sport|buitenlandse_zaken|criminaliteit|milieu|religie|ruimtelijke_ordening|sociale_zaken,0.0984798246447919,"[0.0, 0.004157348912834639, 0.0, 0.03681170482323219, 0.08822813724621313, 0.09417601589124786, 0.0, 0.0, 0.0002710619463420623, 0.004735396028301599, 0.06712619914752123, 0.01842442345586747, 0.0, 0.0, 0.06752041498827185]","[True, False, False, True, False, True, False, False, False, False, True, False, True, True, True]","[True, False, False, True, False, True, False, False, False, False, True, False, True, True, True]","[0.0984798246447919, 0.0984798246447919, 0.0984798246447919, 0.0984798246447919, 0.0984798246447919, 0.0984798246447919, 0.0984798246447919, 0.0984798246447919, 0.0984798246447919, 0.0984798246447919, 0.0984798246447919, 0.0984798246447919, 0.0984798246447919, 0.0984798246447919, 0.0984798246447919]","[1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1]",nota-bij-antwoord-op-kamervragen-mohandis-over-bibliotheken.1.txt__0,"[1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1]",5
jaarverslag-lnv-2022.110.txt,Policyarchive_text\jaarverslagen\2023\jaarverslag-lnv-2022\jaarverslag-lnv-2022.110.txt,2023,jaarverslag-lnv-2022,0,realisatie bestrijd dierziekt uitgav test vogel verdacht vogelgriep dod verniet hpai besmet koppel vormd belangrijk kostenpost diergezondheidsfond intensiver aandoen termijn leid control lager kost uitgav middel nodig bestrijd vogelgriep ondergebracht post bestrijd hoogpathog vogelgriep hierdor post middelenbeher voorzien gedaald betal sector mee bestrijd vogelgriep pluimveesector werd daarnaast enkel vermeerderingsbedrijv besmet mycoplasma gallisepticum bedrijv legpuimvee diagnos vaker gesteld bedrijv verwekker bestred uitbrak drijf gevolg hel ket bedrijv beslot bestrijdingsmaatregel uitgav bestrijd mycoplasma incidentel gezien kost verdenk salmonella pluimvee afgenom aangev procedur aangepast uitslag monitoringstest doorslaggev bestrijd salmonella uitgav betrek verdenk bestrijd aandoen nerts uitgav post volled afgewikkeld opspor nvwa onderstaand geeft dierziekt verdenk wer gemeld nederland veterinair crisiscentrum nvic nvwa kolom stan melding nvwa besluit aanleid melding verder actie nodig kolom actie kolomm positief negatief volgt stan casuss waarbij laboratoriumonderzoek gedan waarbij ziekt aangetoond positief aangetoond negatief waarbij uitslag samenstell bekend volgt kost opgenom verdenk realisatie bestrijd dierziekt aangifteplicht dierziekt aangifteplicht dierziekt positief negatief volgt actie afrikan varkenspest klassiek varken pest commercieel vark afrikan varkenspest klassiek varken pest wildlif wild zwijn amerikan vuilbroed aujeszky vark aviair influenza dier over pluimvee aviair influenza dier over pluimvee aviair influenza dier over pluimvee twed kamer vergaderjar xiv,Cultuur_en_sport|Ramp_ongeval|buitenlandse_zaken|burgerrechten|gezondheidszorg|huisvesting|immigratie|religie|ruimtelijke_ordening|sociale_zaken,0.1014144974098885,"[0.0, 0.18066345485812707, 0.001708551570567846, 0.0025076990256006843, 0.02657425717529491, 0.0017092878179607496, 0.0, 0.004465550031886833, 0.08087365793150533, 0.03459154072024979, 0.0, 0.005986237454398571, 0.002193973274833043, 0.004364622547853592, 0.05073000791514711]","[True, True, False, True, True, False, False, True, True, True, False, False, True, True, True]","[True, True, False, True, True, False, False, True, True, True, False, False, True, True, True]","[0.1014144974098885, 0.1014144974098885, 0.1014144974098885, 0.1014144974098885, 0.1014144974098885, 0.1014144974098885, 0.1014144974098885, 0.1014144974098885, 0.1014144974098885, 0.1014144974098885, 0.1014144974098885, 0.1014144974098885, 0.1014144974098885, 0.1014144974098885, 0.1014144974098885]","[1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]",jaarverslag-lnv-2022.110.txt__0,"[1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]",1
jaarverslag-ezk-2022.86.txt,Policyarchive_text\jaarverslagen\2023\jaarverslag-ezk-2022\jaarverslag-ezk-2022.86.txt,2023,jaarverslag-ezk-2022,0,begrotingsreserv garantie bedrag mln stand storting onttrek stand per basis gerealiseerd ontvangst mln gestort begrotingsreserv garantie budgetflexibiliteit begrotingsreserves bedrag stand begrotingsreserves per waarvan juridisch verplicht borgstell bmkb borgstell krediet groeifaciliteit garantie ondernemingsfinancier klein krediet corona garantie percentag juridisch verplicht bepaald basis uitstaand garantieobligo relatie omvang begrotingsreserv indien garantieobligo hoger begrotingsreserv percentag juridisch verplicht gesteld twed kamer vergaderjar xiii,Ramp_ongeval|burgerrechten|huisvesting|immigratie,0.1749091774006814,"[0.0, 0.16565859006042744, 0.0, 0.0, 0.0, 0.023086291754309436, 0.0, 0.0, 0.14102046417289787, 0.011533839012132565, 0.0, 0.0, 0.0, 0.0, 0.03430410314673505]","[False, True, False, False, True, False, False, False, True, True, False, False, False, False, False]","[False, True, False, False, True, False, False, False, True, True, False, False, False, False, False]","[0.1749091774006814, 0.1749091774006814, 0.1749091774006814, 0.1749091774006814, 0.1749091774006814, 0.1749091774006814, 0.1749091774006814, 0.1749091774006814, 0.1749091774006814, 0.1749091774006814, 0.1749091774006814, 0.1749091774006814, 0.1749091774006814, 0.1749091774006814, 0.1749091774006814]","[0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]",jaarverslag-ezk-2022.86.txt__0,"[0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]",1
briefwisseling-ap-belastingdienst-deel-25.37.txt,Policyarchive_text\brieven\2023\briefwisseling-ap-belastingdienst-deel-25\briefwisseling-ap-belastingdienst-deel-25.37.txt,2023,briefwisseling-ap-belastingdienst-deel-25,0,bestur onz handhavingsprocess vraagt sen samenhang zicht inzet activiteit bereikt effect nam laatst effect bestat vak slecht beperkt zicht ligt kern handhavingsregie handhav effect central plat innem breedt handhav effect vier compliancefactor inzicht gemaakt via steekproev ondernem particulier nalevingsmonitor opstell actualiser complianc map instrumentorium vender gecompleteerd legt basis komend kom staring waarin bereik bereikt effect sted leidend traject meerder beslag nem inzicht generiek niveau nodig niveau process specifiek thema beoogd effect vooraf scherp definier vraagt bewust inzet instrument zichtbar mak effect voer activiteit daarbij zet instrument handhav komt busines activiteit central stan welk nalevingsrisico ord welk effect bereikt activiteit daarvor nodig relevant ontwikkel maatschapp ontwikkel samenlev trend zichtbar daarvan burger bedrijv fiscaliteit vooral behoeft duidelijk zeker bedrijv getdt daarnaast wen eerlijk concurrentie level playing field vboringevuld aangift mogelijk horizontal gev daaran inhoud evenal optimal benut mogelijk modern digital media bied toenem behoeft betrouw softwar kassasystem rittenregistratie administratie past ontwikkel belastingdienst ondersteunt initiatiev certificer vlak alieen bijdrag kwaliteit administratie aangift transparantie vertrouw bedrijf belastingdienst voortgaand ontwikkel internet social media stetl verdergaand eis dienstverlen belastingdienst term maatvoer momentum medium daarbij tegelijkertijd fraudemog geminimaliseerd serviceniveau goedwill burger ondernemer teniet verder verwacht bonafid bedrijv toezichtsactiviteit elkar afgestemd zodat toezichtslast hen beperkt tegelijkertijd verdergaand samenwerk verschill handhaver logisch alieen efficiencyvoordel opievert leidt hoger effectiviteit samenlev tenden zichtbar sterk afnem acceptatie ontduik ontwijk belast zorgt voorkom gevall alieen imagoproblem betrok bedrijv som leid twijfel effectiviteit belastingdiensttoezicht alert aldus gebod,Cultuur_en_sport|arbeid|buitenlandse_zaken|criminaliteit|democratie_en_bestuur|gezondheidszorg|onderwijs|religie|ruimtelijke_ordening|sociale_zaken,0.1321156518151632,"[0.0, 0.011730687484020149, 0.0, 0.09059139344470551, 0.14099904975311123, 0.004111616622571613, 0.0, 0.009745132748271908, 7.571473991958929e-05, 0.003586410467455002, 0.012961667530240107, 0.015436558706814952, 0.004696159406619717, 0.0, 0.07058754491239223]","[True, False, True, True, False, True, True, True, False, False, False, True, True, True, True]","[True, False, True, True, False, True, True, True, False, False, False, True, True, True, True]","[0.1321156518151632, 0.1321156518151632, 0.1321156518151632, 0.1321156518151632, 0.1321156518151632, 0.1321156518151632, 0.1321156518151632, 0.1321156518151632, 0.1321156518151632, 0.1321156518151632, 0.1321156518151632, 0.1321156518151632, 0.1321156518151632, 0.1321156518151632, 0.1321156518151632]","[1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1]",briefwisseling-ap-belastingdienst-deel-25.37.txt__0,"[1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1]",3
jaarverslag-onderwijs-cultuur-wetenschap-2022.109.txt,Policyarchive_text\jaarverslagen\2023\jaarverslag-onderwijs-cultuur-wetenschap-2022\jaarverslag-onderwijs-cultuur-wetenschap-2022.109.txt,2023,jaarverslag-onderwijs-cultuur-wetenschap-2022,0,draagt scholingsregel ontwikkel vaardig deskund personel uitvoer national strategie digital erfgoed digital toegank erfgoed archiev collecties vergrot international cultuurbeleid inclusief homog international samenwerk international cultuurbeleid gezamen verantwoord ministeries ocw verwezenlijk ling period gekoz meerjar strategisch inzet land per land nader afsprak gemaakt betrok speler diplomatiek post rijkscultuurfonds cultur samenwerk uitvoer maatwerk per land cultur buitenlandprioriteit elkar verbond kabinet miljoen vrijgemaakt kunstenar oekrain gevlucht tijdelijk ondersteun uitoefen werkpraktijk kamerstuk vanuit ocw hiervor miljoen beschik gesteld middel rijkscultuurfonds regel steunfond oekraien maker opengesteld waarmee tenminst gevlucht kunstenar stat gesteld werkpraktijk tijdelijk voort zet evaluatie international cultuurbeleidskader kamerstuk twed kamer gestuurd daarnaast international cultuurbeleid kamerstuk gestuurd programma leesbevorder leesbevorder raakt portefeuilles activiteit gebied leesbevorder voortgezet komst nieuw kabinet ervor gekoz activiteit rondom leesoffensief ander richt schar gepresenteerd masterplan basisvaard structurel middel leesbevorder beschik vanaf aangekondigd meerjarenbrief cultur kamerstuk bibliothekenbrief kamerstuk verder ingegan essentie leesbevorder ondernem acties masterplan basisvaard extra budget beschik gesteld verder uitrol bibliothek schol grot nieuw schol lat aansluit programma uitgevoerd stichting lez creatiev industrie ten last budget uitgav gedan ten behoev creatiev industrie gebeurd samenwerk ezk kader topsectorenbeleid ocw draagt ontwikkel uitvoer innovatieagenda topteam creatiev industrie internationaliseringsagenda topteam daarnaast middel beschik gesteld ciplines architectur vormgev digital cultur samenwerk bzk architectuurprogramma gefinancierd actieprogramma ruimtelijk ontwerp kamerstuk twed kamer vergaderjar viii,buitenlandse_zaken|gezondheidszorg|huisvesting|immigratie|milieu|onderwijs|religie|sociale_zaken,0.1439245834257848,"[0.0, 0.05968662997028209, 0.048553773420421, 0.159758967725668, 0.11632567338482036, 0.06087280106900404, 0.006434055332390376, 0.0, 0.12525867925112047, 0.021073752404080118, 0.09108415750826637, 0.00465240405115464, 0.017318332746305034, 0.0, 0.1435629265646382]","[False, False, False, True, False, False, False, True, True, True, True, True, True, False, True]","[False, False, False, True, False, False, False, True, True, True, True, True, True, False, True]","[0.1439245834257848, 0.1439245834257848, 0.1439245834257848, 0.1439245834257848, 0.1439245834257848, 0.1439245834257848, 0.1439245834257848, 0.1439245834257848, 0.1439245834257848, 0.1439245834257848, 0.1439245834257848, 0.1439245834257848, 0.1439245834257848, 0.1439245834257848, 0.1439245834257848]","[0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1]",jaarverslag-onderwijs-cultuur-wetenschap-2022.109.txt__0,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1]",3
jaarverslag-justitie-2022.129.txt,Policyarchive_text\jaarverslagen\2023\jaarverslag-justitie-2022\jaarverslag-justitie-2022.129.txt,2023,jaarverslag-justitie-2022,0,over vorder overlop activa omschrijv vooruitbetaald bedrag personel salaris voorschot over vorder overlop activa vorder btw nader specificatie over vorder overlop activa moederdepartement over vorder overlop activa ministeries over vorder overlop activa derd rijk specificatie over vorder overlop activa omschrijv ontvang afreken inzak forensisch zorg ontvang esf subsidies particulier rijksinstell ontvang rvb inzak huisvestingskost ontvang ihkv verhur celcapaciteit over voorschot vooruitbetaald bedrag over vorder diver inricht incidentel post forensisch zorg oud stan per open betreft afreken fond perdu correcties pompekliniek roy wissel afreken pilot indirect tijd mesdagkliniek mln creditzijd balan ontwikkel eig vermog omzet eig vermog eig vermog serv onverdeeld stand onverdeeld toevoeg moederdepartement storting moederdepartement onverdeeld stand eig vermog bestat exploitatiereserv onverdeeld verslagjar twed kamer vergaderjar,Cultuur_en_sport|Ramp_ongeval|arbeid|burgerrechten|huisvesting,0.3166678883815557,"[0.0, 0.20453456982539756, 0.0, 0.0, 0.008471967294126559, 0.013283564286520501, 0.0, 0.0, 0.07992690957282199, 0.0, 0.0, 0.005999103030353828, 0.0, 0.0484173694866532, 0.0]","[True, True, True, False, True, False, False, False, True, False, False, False, False, False, False]","[True, True, True, False, True, False, False, False, True, False, False, False, False, False, False]","[0.3166678883815557, 0.3166678883815557, 0.3166678883815557, 0.3166678883815557, 0.3166678883815557, 0.3166678883815557, 0.3166678883815557, 0.3166678883815557, 0.3166678883815557, 0.3166678883815557, 0.3166678883815557, 0.3166678883815557, 0.3166678883815557, 0.3166678883815557, 0.3166678883815557]","[1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",jaarverslag-justitie-2022.129.txt__0,"[1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1
jaarverslag-koninkrijksrelaties-2022.59.txt,Policyarchive_text\jaarverslagen\2023\jaarverslag-koninkrijksrelaties-2022\jaarverslag-koninkrijksrelaties-2022.59.txt,2023,jaarverslag-koninkrijksrelaties-2022,0,mutaties liquid middel maandverantwoord vnac cft rcn verslagperiod verwerkt bank lopend inschrijv post bepaald storting maduro curiel bank betal komend period kasbeheerder rijkshoofdboekhoud rijkshoofdboekhoud rhb financiel verhoud financien weergegev opgenom bedrag conform afschrift saldobiljet genoemd departement volgend verhoud opgenom balan rijkshoofdboekhoud bedrag saldo bevoorschot vorder begrotingsverband bedrag vorder begrotingsverband volgt opgebouwd vorder begrotingsverband bedrag typ vorder saldo vorder kasbeheerder rijksdienst voorschot debiteur over vorder kasbeheerder rijksdienst vorder vertegenwoord aruba curaçao maart vnac colleg financieel cft rijksdienst rcn bestan diver vorder ministeries derd voorschot saldo betrek voorschot salaris studiekost verstrekt personel post verrek betal salaris zover mogelijk debiteur betreft vorder personel dienst over saldo betrek belast intercompany post schuld begrotingsverband bedrag schuld begrotingsverband volgt opgebouwd twed kamer vergaderjar,Ramp_ongeval|burgerrechten|democratie_en_bestuur|huisvesting,0.2262867069866572,"[0.0, 0.23862362694973555, 0.00563357402747789, 0.0, 0.004165916403419596, 0.0, 0.0007926442421980574, 0.006053288717562332, 0.09018113379533235, 0.0, 0.007012646603323499, 0.01927933140440239, 0.0, 0.0, 0.011052179484035583]","[False, True, False, False, True, False, True, False, True, False, False, False, False, False, False]","[False, True, False, False, True, False, True, False, True, False, False, False, False, False, False]","[0.2262867069866572, 0.2262867069866572, 0.2262867069866572, 0.2262867069866572, 0.2262867069866572, 0.2262867069866572, 0.2262867069866572, 0.2262867069866572, 0.2262867069866572, 0.2262867069866572, 0.2262867069866572, 0.2262867069866572, 0.2262867069866572, 0.2262867069866572, 0.2262867069866572]","[0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]",jaarverslag-koninkrijksrelaties-2022.59.txt__0,"[0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]",1
