term,term_freq,doc_freq
bovenop,6,6
commissies,6,6
krachtige,6,6
bankiers,6,5
bereikte,6,6
merendeel,6,6
geracialiseerde,6,6
palet,6,5
bezitters,6,6
verhandelbare,6,6
ondergang,6,6
geringe,6,6
arbeidsdwang,6,5
bewerking,6,5
rijst,6,6
strekken,6,6
tevergeefs,6,6
voorstelling,6,5
knechten,6,6
hoofden,6,6
pak,6,6
levensonderhoud,6,6
belastingheffing,6,5
baar,6,6
meldde,6,6
achterwege,6,6
balans,6,6
duidt,6,6
kolonisatoren,6,5
winstgevende,6,6
staande,6,5
export,6,6
gewest,6,6
blijvend,6,6
vernieuwing,6,6
oogsten,6,6
marieke,6,6
salaris,6,5
binnenuit,6,6
verdeel,6,6
anno,6,6
evengoed,6,6
maleis,6,5
leeswijzer,6,6
gevestigde,6,6
ofwel,6,5
scholieren,6,6
dichters,6,5
otto,6,6
leefwereld,6,5
andré,6,6
trekt,6,6
varianten,6,6
populair,6,6
voorhoeve,6,6
tambú,6,5
daarbinnen,6,6
praktisch,6,6
afrikaans,6,6
derhalve,6,6
uitvoerig,6,6
kijkt,6,6
schaduw,6,5
illustratie,6,6
bestaand,6,6
ingegeven,6,6
schieten,6,6
ontwik,6,6
zekerheid,6,6
onderzoeks,6,5
komma,6,6
contexten,6,6
hiërarchisch,6,6
nationalistische,6,6
opzicht,6,6
romeinse,6,5
exotische,6,5
schilderij,6,6
kleinkinderen,6,5
nageslacht,6,6
pot,6,6
geopend,6,6
veelzeggend,6,6
zus,6,6
beambten,6,6
arbeider,6,5
wensen,6,6
tewerkgesteld,6,6
moeders,6,6
uitblijven,6,5
wanhoop,6,6
ideologisch,6,5
getuige,6,6
duidelijker,6,6
veroorloven,6,6
geschonken,6,6
eruit,6,6
beheerd,6,6
verdreven,6,5
wal,6,5
successen,6,6
veroverden,6,6
rende,6,6
regie,6,5
verbroken,6,6
principes,6,5
beschikking,6,6
aangevallen,6,6
connectie,6,6
ambachtslieden,6,5
producties,6,5
latijns,6,6
redacteur,6,6
afbakening,6,6
pere,6,6
gestaag,6,6
kapers,6,5
voldaan,6,6
ingebed,6,6
handelsgoederen,6,6
gestimuleerd,6,6
ingrijpend,6,6
weergegeven,6,6
overleefden,6,6
von,6,5
aangaan,6,6
creëerden,6,6
besteedden,6,6
bekeren,6,5
week,6,6
graven,6,6
voorgoed,6,6
alhoewel,6,6
streefde,6,6
geschiedwetenschap,6,6
uitzonderingen,6,5
notabelen,6,6
delaware,6,6
nevens,6,6
redelijk,6,6
minuten,6,6
arriveerden,6,6
wreedheid,6,6
geïnitieerd,6,6
opende,6,6
deelde,6,6
dineke,6,5
slavensamenleving,6,5
lui,6,6
typische,6,6
instructie,6,6
bias,6,5
alliantie,6,6
indianen,6,6
kozen,6,6
hoofdkwartier,6,5
ers,6,6
ocw,6,5
implementatie,6,6
gevecht,6,5
dossier,6,6
tienjarig,6,6
naburige,6,6
rechtvaardiging,6,6
ere,6,5
labor,6,6
antwoordde,6,6
aangevoerd,6,6
verblijf,6,6
vernietiging,6,6
diefstal,6,5
laatst,6,6
sterkere,6,6
schijnt,6,6
bekennen,6,5
strategisch,6,6
chakraborty,6,6
subcontinent,6,6
sub,6,6
officieren,6,6
bestemd,6,6
nair,6,5
lagere,6,6
eigendomsrechten,6,5
godsdienstige,6,6
legacies,6,5
papua,6,6
prak,6,6
zake,6,6
uitgedragen,6,6
persoons,6,5
deelden,6,6
recentelijk,6,6
essays,6,6
verzamelden,6,6
gezelschap,6,6
toebedeeld,6,6
slavenmarkten,6,6
vaderlandsche,6,6
opties,6,6
anderszins,6,6
eenheidsstaat,6,6
stuurden,6,6
staatsinrichting,6,6
onmisbare,6,6
walcheren,6,5
zestien,6,6
episode,6,6
weduwe,6,6
pan,6,6
staf,6,5
vi,6,6
uitmaakte,6,6
casussen,6,6
beloond,6,6
evident,6,6
schatten,6,6
achteraf,6,6
demonstraties,6,6
organen,6,6
behartigen,6,6
notulen,6,6
castro,6,5
bartholomeus,6,6
kraaijenoord,6,6
elias,6,6
hoogtepunt,6,6
gestaan,6,6
kleinzoon,6,6
master,6,6
gegarandeerd,6,6
sefarden,6,5
werelden,6,6
herengracht,6,6
handelscentrum,6,6
gemeten,6,6
biografieën,6,6
betrouwbare,6,6
seculier,6,5
ebg,6,5
katholiek,6,5
slavernijdebat,6,6
harry,6,6
reparatie,6,6
wethouders,6,6
liefde,6,6
verzekeringen,6,5
miljard,6,5
kralen,6,6
tamira,6,6
combrink,6,6
slavenplantages,6,5
bruto,6,5
polen,6,5
logo,6,5
lucratief,6,5
oorlogsvoering,6,5
aanstellen,6,5
rekenschap,6,6
productief,6,6
toespraak,6,5
groenlinks,6,6
potentiële,6,6
corruptie,6,6
plaatsvindt,6,6
gevraagde,6,6
moeizaam,6,5
interpretaties,6,5
stephan,6,6
memo,6,6
kleurrijke,6,6
kooij,6,6
balkenhol,6,6
wayne,6,6
modest,6,6
eindrapport,6,6
deelnemer,6,6
united,6,6
manchester,6,5
kuitenbrouwer,6,5
stille,6,6
schetsen,6,6
southeast,6,6
koude,6,6
study,6,5
commentaar,6,6
cupido,6,6
bon,6,6
beautiful,6,5
volendam,6,6
film,6,6
asian,6,6
geciteerd,6,6
slaaven,6,6
adams,6,6
waardevolle,6,6
inschatting,6,6
wijk,6,6
deventer,6,5
patrick,6,6
valk,6,5
groene,6,5
collections,6,5
roy,6,6
humanities,6,6
ontdekt,6,6
werkwijzen,6,6
millioenen,6,6
opdrachten,6,5
hbo,6,5
oplossingen,6,6
middelbaar,6,6
inbedding,6,6
academici,6,6
resulteert,6,6
zoiets,6,6
vermijden,6,6
opzoeken,6,5
nut,6,6
vlek,6,6
gemotiveerd,6,6
toon,6,5
verzoening,6,6
bekritiseerde,6,5
uitmaakt,6,6
streeft,6,6
denkt,6,6
follow,6,6
wilt,6,6
documentaire,6,6
opstelling,6,6
samengesteld,6,6
grachtengordel,6,6
luxe,6,6
uitvinding,6,6
trouwen,6,6
verspreiding,6,6
schoon,6,6
matrozen,6,6
getolereerd,6,6
negatief,6,6
georganiseerde,6,6
baas,6,6
wolter,6,5
aanklacht,6,6
pleidooi,6,6
typen,6,6
scherp,6,6
covid,6,6
kerkel,6,6
ns,6,5
schilder,6,6
bone,6,5
pel,6,6
weleens,6,6
oma,6,6
zomers,6,6
enthousiast,6,6
grootvader,6,6
gestudeerd,6,6
aangegaan,6,6
daadwerkel,6,6
mislukking,6,5
slavengeld,6,5
zuster,6,6
prattenburg,6,5
ftig,6,6
voorzichtig,6,6
alweer,6,6
deftige,6,6
verwachting,6,6
dest,6,6
dak,6,5
croo,6,6
vinger,6,6
ophouden,6,6
also,6,6
administrateurs,6,5
marjet,6,6
binnenstad,6,6
par,6,6
naamloze,6,6
korten,6,6
plezier,6,6
kdommen,6,6
sea,6,5
respectievel,6,6
redel,6,5
alexandre,6,5
aanw,6,5
knecht,6,6
tel,6,6
buitengesloten,6,5
hervormd,6,6
opgroeien,6,6
opkomende,6,6
zeide,6,6
gerechtshof,6,6
eenigen,6,5
hierb,6,6
luiden,6,6
wetenschappel,6,5
gilroy,6,6
getracht,6,6
versch,6,6
migrant,6,5
passend,6,6
lm,6,6
vasthouden,6,5
voorbereid,6,6
publishing,6,6
ronald,6,6
verkiezingen,6,5
baseren,6,5
stagiaires,6,6
centre,6,6
left,6,6
implicatie,6,6
burgerl,6,5
koninkl,6,6
sites,6,6
marius,6,6
routledge,6,6
jansen,6,6
maandblad,6,6
iman,6,5
raat,6,6
governor,6,6
woordenboek,6,5
nalatenschap,6,6
education,6,6
strekt,6,6
vervulde,6,5
geconstateerd,6,6
meinertzhagen,6,5
koposov,6,6
tijdstip,6,6
billijkheid,6,6
rawagede,6,6
mai,6,6
reconnaissance,6,6
inventarisatie,6,6
burgerpanel,6,5
aanvaarden,6,6
beantwoord,6,6
datgene,6,6
note,6,5
kick,6,5
policy,6,6
january,6,6
römer,6,5
beleven,6,6
bevrijding,6,5
onderwezen,6,6
reference,6,5
small,6,6
herinnerde,6,6
hervorming,6,6
mi,6,5
doeleinden,6,5
meningen,6,5
durven,6,6
aangaat,6,6
essentie,6,5
huren,6,6
aanbiedt,6,5
benadeeld,6,6
onderschat,6,6
liberal,6,5
kingdom,6,5
presteren,6,6
verloopt,6,6
monitoring,6,6
geraadpleegde,6,6
slaat,6,6
staatsrecht,6,6
eerlijk,6,6
oplevert,6,6
gedupeerden,6,6
toetsen,6,6
voorbaat,6,6
regten,6,6
dadelijk,6,6
worden,6,6
onvoorwaardelijke,6,5
wat,6,6
strekkende,6,5
gewigtig,6,5
meening,6,6
neen,6,6
teleurstelling,6,6
welligt,6,5
voorstelt,6,5
luidende,6,5
staatswege,6,5
landbouwende,6,6
maar,6,6
eener,6,6
inzien,6,6
als,6,6
vordert,6,6
behoeven,6,5
limburg,6,5
planning,6,6
meenen,6,6
hoofde,6,6
samengestelde,6,6
voorbereiding,6,5
dat,6,5
intenties,6,5
komende,6,6
getoetst,6,6
kwade,6,6
ervaringsdeskundigen,6,6
beleidsvisie,6,6
stigmatisering,6,5
sue,6,5
inclusiviteit,6,5
opleidingsniveau,6,5
optelsom,6,6
voorval,6,6
ongepaste,6,5
geproblematiseerd,6,5
assimileren,6,6
doorgroeien,6,5
toegankelijkheid,6,6
minatie,6,6
participatiewet,6,5
afwegingen,6,5
huid,5,5
resulteren,5,5
taboe,5,5
beneden,5,5
condities,5,5
jou,5,5
gebaar,5,5
symbolisch,5,5
activistische,5,5
reparation,5,5
geassocieerd,5,5
gangbare,5,5
inhoudt,5,5
leving,5,5
uitgegaan,5,5
scala,5,5
getuigenissen,5,5
verzamelingen,5,5
lichaam,5,5
vergeleken,5,5
controleerden,5,5
meynell,5,5
teruggave,5,5
santo,5,5
schilderde,5,5
uitmaakten,5,5
stoppen,5,5
bot,5,5
voeding,5,5
bemoeilijkt,5,5
omvangrijk,5,5
dreef,5,5
weigerden,5,5
facto,5,5
opzichter,5,5
mislukken,5,5
ontkomen,5,5
fundament,5,5
opgerichte,5,5
gunstige,5,5
koelies,5,5
massaal,5,5
moeilijke,5,5
goedkope,5,5
standaard,5,5
tekenden,5,5
repressie,5,5
onmacht,5,5
voorhanden,5,5
stroomversnelling,5,5
geografie,5,5
samengevoegd,5,5
gewapende,5,5
levende,5,5
rolph,5,5
trouillot,5,5
stiltes,5,5
warme,5,5
voortkwamen,5,5
genuanceerd,5,5
eigendomsslavernij,5,5
beheersen,5,5
vasteland,5,5
staken,5,5
slavenkolonie,5,5
logischerwijs,5,5
onregt,5,5
vertragen,5,5
fing,5,5
utrechtsch,5,5
verkeerd,5,5
gepubliceerde,5,5
evenmin,5,5
beschrijvingen,5,5
inge,5,5
bewerken,5,5
onbesproken,5,5
medestanders,5,5
genoot,5,5
snelle,5,5
plantageslavernij,5,5
organiseerden,5,5
ondertussen,5,5
inspraak,5,5
opzettelijk,5,5
herziene,5,5
guillaume,5,5
keus,5,5
hoedanigheid,5,5
ontvangst,5,5
mislukte,5,5
verdedigd,5,5
ande,5,5
ber,5,5
eenzijdige,5,5
trek,5,5
frits,5,5
verliep,5,5
tochten,5,5
slavenregister,5,5
geregistreerde,5,5
overgebleven,5,5
vangen,5,5
heersers,5,5
gezonden,5,5
grove,5,5
haalden,5,5
vriend,5,5
geldende,5,5
drong,5,5
expeditie,5,5
mannelijke,5,5
afkomstige,5,5
toevlucht,5,5
bedoelde,5,5
uitoefende,5,5
theorie,5,5
ameri,5,5
kaanse,5,5
geveild,5,5
oorlogsschepen,5,5
aanstelling,5,5
keek,5,5
handelden,5,5
gelukt,5,5
opgetekend,5,5
illegaal,5,5
daarachter,5,5
opvallende,5,5
reconstructie,5,5
dataset,5,5
science,5,5
verbreden,5,5
raymund,5,5
schütz,5,5
ontbonden,5,5
tijdelijke,5,5
alleenrecht,5,5
concurrentie,5,5
nemers,5,5
veruit,5,5
plaatse,5,5
onderschatting,5,5
familienetwerken,5,5
lucratieve,5,5
huwelijken,5,5
gevoed,5,5
verschuiving,5,5
claimde,5,5
bestel,5,5
reproduceren,5,5
gestelde,5,5
functioneerde,5,5
essentiële,5,5
nauwgezet,5,5
verhoogd,5,5
vooruitgang,5,5
meewerken,5,5
drukte,5,5
primaire,5,5
onrechte,5,5
veronderstelde,5,5
entiteit,5,5
impliceert,5,5
gevoelig,5,5
betalingen,5,5
bereikten,5,5
blijk,5,5
gezindheid,5,5
multatuli,5,5
gehoor,5,5
maatschappijen,5,5
uiterlijk,5,5
scholing,5,5
bedraagt,5,5
vrijkopen,5,5
tamil,5,5
cul,5,5
taalsituatie,5,5
ontleend,5,5
vernis,5,5
afri,5,5
gehanteerd,5,5
geving,5,5
levingen,5,5
logisch,5,5
onderweg,5,5
inzette,5,5
alfred,5,5
marginale,5,5
intussen,5,5
onvermogen,5,5
obstakels,5,5
startpunt,5,5
behoorlijk,5,5
tekeningen,5,5
geografisch,5,5
slavin,5,5
herbezien,5,5
betekenissen,5,5
bovenaan,5,5
archive,5,5
natiestaten,5,5
gezorgd,5,5
bene,5,5
completer,5,5
onderbelichte,5,5
middeleeuwen,5,5
iemands,5,5
heersende,5,5
markeert,5,5
continenten,5,5
strekte,5,5
vervulden,5,5
verbindt,5,5
louter,5,5
onterecht,5,5
invalshoek,5,5
ladder,5,5
steevast,5,5
amsterdamsche,5,5
gruwelijke,5,5
aanknopingspunten,5,5
cadeau,5,5
gene,5,5
puttevils,5,5
kwijt,5,5
anonieme,5,5
pijlers,5,5
tegenwerking,5,5
ale,5,5
amper,5,5
overheersers,5,5
schappelijke,5,5
opmaken,5,5
besloeg,5,5
nabije,5,5
aansluiting,5,5
coro,5,5
tambu,5,5
liedjes,5,5
ners,5,5
willekeur,5,5
tenminste,5,5
ribeiro,5,5
nature,5,5
groeiden,5,5
haalt,5,5
dreven,5,5
rand,5,5
overname,5,5
verklaarde,5,5
aerssen,5,5
verdeeldheid,5,5
mensonterende,5,5
ondernomen,5,5
telt,5,5
eco,5,5
verkochten,5,5
veilingen,5,5
kenden,5,5
ramona,5,5
negrón,5,5
archiefmateriaal,5,5
wind,5,5
stichtten,5,5
bestuurs,5,5
ontwikke,5,5
inspanning,5,5
dertien,5,5
aangekomen,5,5
voortkwam,5,5
wacht,5,5
leerden,5,5
bevelen,5,5
regelmaat,5,5
onderzoekt,5,5
zwak,5,5
jersey,5,5
vingen,5,5
derden,5,5
heten,5,5
gratie,5,5
tomé,5,5
participeren,5,5
transporteerden,5,5
overnamen,5,5
vochten,5,5
definitief,5,5
bossen,5,5
agency,5,5
onbe,5,5
jennifer,5,5
america,5,5
gesuggereerd,5,5
afgevoerd,5,5
gevoelde,5,5
brasilianen,5,5
mapping,5,5
heil,5,5
trof,5,5
geschenk,5,5
inherent,5,5
rechtbanken,5,5
fiscaal,5,5
jeanne,5,5
silva,5,5
middelburgsche,5,5
ivoor,5,5
graan,5,5
aanval,5,5
sleutelrol,5,5
oordeelde,5,5
tekenen,5,5
opvolger,5,5
reputatie,5,5
historica,5,5
sloeg,5,5
riebeeck,5,5
venhandel,5,5
ross,5,5
dig,5,5
vlees,5,5
onmenselijke,5,5
vanzelfsprekendheid,5,5
titas,5,5
myanmar,5,5
gerealiseerd,5,5
mentaal,5,5
opgelopen,5,5
versterkte,5,5
kleiner,5,5
bekeerd,5,5
periodieke,5,5
bewegen,5,5
geprofiteerd,5,5
wickramasinghe,5,5
herman,5,5
albertus,5,5
zesduizend,5,5
gewenst,5,5
benaderde,5,5
specerijen,5,5
enclaves,5,5
evenveel,5,5
getransporteerd,5,5
alcohol,5,5
hägerdal,5,5
geïntensiveerd,5,5
diplomatie,5,5
aktes,5,5
havenstad,5,5
spiritualiteit,5,5
representatief,5,5
handelsmonopolie,5,5
verlengen,5,5
avant,5,5
lettre,5,5
veronderstelling,5,5
afgesloten,5,5
instandhouding,5,5
ruyter,5,5
afwezig,5,5
bril,5,5
benut,5,5
lopende,5,5
onrechtvaardig,5,5
ferdinand,5,5
uitgedrukt,5,5
dagboek,5,5
aantonen,5,5
dreiging,5,5
anderhalve,5,5
blijkbaar,5,5
verenigen,5,5
initiatiefnemers,5,5
stads,5,5
bestuursfuncties,5,5
matroos,5,5
onttrekken,5,5
naaste,5,5
koppelen,5,5
intersectionaliteit,5,5
stoutjesdijk,5,5
afstemming,5,5
verblijven,5,5
verlengde,5,5
janskerk,5,5
vooruit,5,5
monteiro,5,5
geschapen,5,5
ineens,5,5
bekritiseerd,5,5
beïnvloedden,5,5
subsidie,5,5
beeldredactie,5,5
studio,5,5
allebei,5,5
erna,5,5
systematiek,5,5
uitstek,5,5
aziatisch,5,5
mauritshuis,5,5
publiceert,5,5
goedkeuring,5,5
menno,5,5
benadrukte,5,5
samengewerkt,5,5
geanalyseerd,5,5
constructies,5,5
herinneringscultuur,5,5
molukse,5,5
pleitten,5,5
barryl,5,5
resident,5,5
gearriveerd,5,5
innige,5,5
koopmans,5,5
haalde,5,5
beëindigd,5,5
apparaat,5,5
lander,5,5
wederzijds,5,5
weggenomen,5,5
vreemdelingenhaat,5,5
gewaarborgd,5,5
durham,5,5
watch,5,5
gruwelijks,5,5
ron,5,5
dumasy,5,5
elviera,5,5
sandie,5,5
masterscriptie,5,5
humanistiek,5,5
political,5,5
filosoof,5,5
haan,5,5
victims,5,5
slavevoyages,5,5
afschaffers,5,5
years,5,5
cátia,5,5
antunes,5,5
humphrey,5,5
curaçaosche,5,5
chicago,5,5
legale,5,5
bart,5,5
rembrandts,5,5
welstand,5,5
transatlantic,5,5
ithaca,5,5
noorlander,5,5
forgotten,5,5
native,5,5
indigenous,5,5
cape,5,5
bengal,5,5
seventeenth,5,5
reid,5,5
bondan,5,5
kanumoyoso,5,5
gendered,5,5
perspectives,5,5
work,5,5
bulletin,5,5
sa,5,5
war,5,5
spanish,5,5
almelo,5,5
nuttige,5,5
noodige,5,5
casus,5,5
oostindische,5,5
analysis,5,5
goeden,5,5
literatuurlijst,5,5
atlas,5,5
muller,5,5
claims,5,5
groenewoud,5,5
toevoeging,5,5
ingewikkeld,5,5
gratis,5,5
grondwettelijke,5,5
vrijblijvend,5,5
welken,5,5
beschrijving,5,5
websites,5,5
gepast,5,5
onszelf,5,5
helden,5,5
luider,5,5
promoshon,5,5
konsenshi,5,5
wekken,5,5
schermen,5,5
afgedwongen,5,5
critical,5,5
onderzoeksresultaten,5,5
schilderen,5,5
reflecties,5,5
erkennings,5,5
verbondenheid,5,5
reageerde,5,5
vatbaar,5,5
paulus,5,5
machtig,5,5
stuurman,5,5
gezonde,5,5
naakt,5,5
eenvoudige,5,5
magdalena,5,5
afspeelde,5,5
muren,5,5
benoeming,5,5
voorwoord,5,5
intellectuele,5,5
cabin,5,5
omstreden,5,5
bekendheid,5,5
groeit,5,5
plaatsel,5,5
opmerkel,5,5
leerde,5,5
omvatte,5,5
voorbehouden,5,5
gematigde,5,5
statige,5,5
ksmuseum,5,5
tak,5,5
intensieve,5,5
kennel,5,5
letterl,5,5
nadrukkel,5,5
vermelding,5,5
steken,5,5
betrekkel,5,5
universiteitsbibliotheek,5,5
muur,5,5
minrebroederstraat,5,5
dage,5,5
klom,5,5
gezeten,5,5
onvr,5,5
aankwam,5,5
herdrukt,5,5
dergel,5,5
werkel,5,5
aanvankel,5,5
vernemen,5,5
kennissen,5,5
opmerken,5,5
orthodoxe,5,5
doe,5,5
beschaafde,5,5
lat,5,5
gerelateerd,5,5
eindigde,5,5
verwarring,5,5
aanwezigen,5,5
emotionele,5,5
verschilt,5,5
onlosmakel,5,5
costa,5,5
voegde,5,5
vorderen,5,5
wetsontwerpen,5,5
revue,5,5
patriottent,5,5
demonstratie,5,5
seksisme,5,5
maayke,5,5
oratie,5,5
spiritueel,5,5
epiloog,5,5
organiseert,5,5
missen,5,5
getal,5,5
unseen,5,5
little,5,5
plompetorengracht,5,5
japan,5,5
relations,5,5
douze,5,5
mirroring,5,5
different,5,5
follies,5,5
everhard,5,5
harscamp,5,5
asdsaa,5,5
mededeling,5,5
thoff,5,5
suggereert,5,5
lichamen,5,5
besteedt,5,5
samengevat,5,5
vpro,5,5
maastricht,5,5
boos,5,5
onderzoeksproject,5,5
group,5,5
opgeslagen,5,5
guldens,5,5
gecontroleerd,5,5
kanunnik,5,5
uitgewerkt,5,5
october,5,5
voorts,5,5
toegevoegde,5,5
tendant,5,5
gemak,5,5
legitieme,5,5
toegelicht,5,5
npo,5,5
hoofdlijnen,5,5
onderhavige,5,5
omvatten,5,5
het,5,5
terugkoppeling,5,5
gelanceerd,5,5
human,5,5
geborgd,5,5
jay,5,5
antoine,5,5
pp,5,5
ie,5,5
discrimination,5,5
beëindigen,5,5
oprechte,5,5
worstelen,5,5
delete,5,5
doelen,5,5
totslaafgemaakten,5,5
discrimina,5,5
positieverbetering,5,5
ser,5,5
racis,5,5
cum,5,5
capaciteiten,5,5
periodiek,5,5
fases,5,5
scheve,5,5
aanbevolen,5,5
referentiekader,5,5
constateert,5,5
mail,5,5
opdat,5,5
begrijpt,5,5
medische,5,5
aftreden,5,5
waterstaat,5,5
empathisch,5,5
openingsstatement,5,5
wierd,5,5
menschelijkheid,5,5
ééne,5,5
ondervinding,5,5
meent,5,5
redenatie,5,5
nadeelige,5,5
noodzakelijkheid,5,5
gewigtige,5,5
was,5,5
beschouw,5,5
deelnamen,5,5
daaromtrent,5,5
men,5,5
regeringsbeleid,5,5
groepsaffiliatie,5,5
westfalen,5,5
meemaken,5,5
billijke,5,5
zorgdragen,5,5
zij,5,5
ontnemen,5,5
consequent,5,5
verkuyten,5,5
verschijningsvormen,5,5
minderheidsgroepen,5,5
stigmatiserende,5,5
sollicitatiegesprek,5,5
beschuldigingen,5,5
focusgroep,5,5
aanhoren,5,5
ongemakkelijk,5,5
gewaardeerd,5,5
relativeren,5,5
uitdragen,5,5
cultuursensitief,5,5
gereflecteerd,5,5
overheids,5,5
