filename,chunk_id,sentence_count,raw_text,text_for_scoring,cos_Colonialism,cos_Historical slavery,cos_Modern racism& inequality,max_score,primary_topic,score_margin,confidence_level
Slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.101.txt,d550c08f:00000,10,"— 101 —
— ACTUELE VRAAGSTUKKEN —
De nasleep van de koloniale hiërarchieën heeft ook binnen verschillende 
gemeenschappen van nazaten van slavernij een koloniale mindset achter­
gelaten, die tot racisme en discriminatie binnen de groepen zelf leidt. Naast extern racisme is er dus ook sprake van intern racisme tussen en 
binnen de gemeenschappen en zelfs binnen families. Om te voldoen aan 
de witte westerse norm worden haren bijvoorbeeld gestraight en wordt de 
huid gebleekt en wordt de afkomst ontkend door de taal van de ouders 
niet te spreken of het verleden te verzwijgen. Dat kan resulteren in een 
gevoel van ontheemd-zijn of andere interne conflicten. Een onderdeel van dit interne racisme is het lange zwijgen over het 
slavernij­verleden. In families met wortels in de Nederlandse koloniën 
werd in eerste instantie weinig over het verleden gesproken. Geïnternali­
seerde schaamte over het koloniale verleden heeft een zwijgcultuur in de 
hand gewerkt, zoals Marcel van Kanten, auteur van het boek Wortelzucht 
(2020) vertelt: ‘Ik kom uit een Surinaamse onderwijzersfamilie. Daarin 
werd vroeger niet gesproken over slavernij. Pas later ben ik dit “Surinaam­
se zwijgen” gaan begrijpen. De vraag is: waarom was het nou een taboe?",actuele vraagstukken nasleep koloniale hiërarchieën verschillende gemeenschappen nazaten slavernij koloniale mindset gelaten racisme discriminatie groepen leidt extern racisme sprake intern racisme gemeenschappen zelfs families voldoen witte westerse norm haren bijvoorbeeld gestraight huid gebleekt afkomst ontkend taal ouders spreken verleden verzwijgen resulteren gevoel ontheemd interne conflicten onderdeel interne racisme lange zwijgen slavernij verleden families wortels nederlandse koloniën eerste instantie verleden gesproken geïnternali seerde schaamte koloniale verleden zwijgcultuur hand gewerkt marcel kanten auteur boek wortelzucht vertelt kom surinaamse onderwijzersfamilie daarin vroeger gesproken slavernij pas later surinaam se zwijgen gaan begrijpen vraag waarom nou taboe,0.39536417724922324,0.3456886079788762,0.4148286085886661,0.4148286085886661,Modern racism& inequality,0.019464431339442867,none
Slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.102.txt,c3a92680:00000,10,"— 102 —
— STAAT EN SLAVERNIJ —
­samenleving in elkaar zat. Er bestond een sociale hiërarchie: ten eerste de 
blanke bovenlaag, ten tweede Creolen, ten derde Chinezen, ten vierde 
andere ­contractarbeiders (Hindostanen, Javanen), en als vijfde en laatste 
marrons. Wat deed je in zo’n hiërarchische samenleving? Er werd ontzet­
tend gediscrimineerd naar beneden toe. Dus in mijn familie heerste in de 
jaren vijftig ook nog altijd zo’n koloniale mentaliteit, waarin gediscrimi­
neerd werd naar laagopgeleide mensen. Door thuis verplicht Nederlands 
te praten, de taal van de koloniale heerser en door goede educatie probeer­
de mijn creoolse familie zoveel mogelijk te lijken op de blanke bovenlaag. Er was toen geen enkele reden om je te verdiepen in de slavernij; men 
schaamde zich ervoor.’13 
Het waren vooral de eerste generatie-migranten bij wie intern racisme 
en het zogenoemde ‘whitepassing’ de norm werd. Zij zagen dit als de 
enige manier om een succesvol leven te leiden in Nederland. De emigratie 
heeft ook schaamte met zich meegebracht tegenover degenen die bleven 
en heeft ervaringen opgeleverd als ‘dubbelbloed’, wat betekent dat men 
vaak in beide landen (van herkomst en van aankomst) het gevoel heeft ‘er 
niet helemaal bij te horen’. De kinderen van de eerste generatie migranten 
zijn daarentegen vaker de verbinding met hun wortels gaan zoeken en 
eisen nu meer zichtbaarheid voor hun verleden (‘Ik wil bijdragen aan het 
terugdringen van de koloniale amnesie van Nederland en ruimte geven 
aan de verhalen van mijn verzwegen familiegeschiedenis’).",staat slavernij samenleving elkaar zat bestond sociale hiërarchie ten eerste blanke bovenlaag ten tweede creolen ten derde chinezen ten vierde contractarbeiders hindostanen javanen vijfde laatste marrons deed n hiërarchische samenleving ontzet tend gediscrimineerd beneden toe familie heerste vijftig n koloniale mentaliteit waarin gediscrimi neerd laagopgeleide mensen thuis verplicht nederlands praten taal koloniale heerser goede educatie probeer creoolse familie zoveel mogelijk lijken blanke bovenlaag enkele reden verdiepen slavernij schaamde ervoor vooral eerste generatie migranten intern racisme zogenoemde whitepassing norm zagen enige manier succesvol leven leiden nederland emigratie schaamte meegebracht tegenover degenen bleven ervaringen opgeleverd dubbelbloed betekent vaak beide landen herkomst aankomst gevoel helemaal horen kinderen eerste generatie migranten daarentegen vaker verbinding wortels gaan zoeken eisen zichtbaarheid verleden bijdragen terugdringen koloniale amnesie nederland ruimte geven verhalen verzwegen familiegeschiedenis,0.42431846782762056,0.3976948855415586,0.4110705657751141,0.42431846782762056,Colonialism,0.013247902052506477,none
Slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.102.txt,c3a92680:00001,6,"Ook dankbaar­
heid tegenover de voorouders en trots op hun verzet zijn dominante the­
ma’s (‘Ik ben trots op de vechtersmentaliteit van mijn voorouders en ben 
dankbaar dat ik daar in het heden ook nog kracht uit kan halen’). Het 
blijkt dat naast aandacht voor het slavernijverleden in het publieke debat 
ook generationele en geografische afstand nodig waren om over de pijnlij­
ke aspecten van familiegeschiedenissen te kunnen praten. De kaders die het publieke erkenningsdebat over het slavernijverleden 
domineren zijn te simplistisch. Persoonlijke ervaringen als de geciteerde 
laten zien hoe verleden en heden aan elkaar gekoppeld zijn en dat het 
­slavernijverleden niet de stem van zwart tegen wit, slachtoffers tegen 
daders, minderheid tegenover meerderheid, diaspora tegenover overheid 
is. Persoonlijke ervaringen zijn veel ingewikkelder, net zoals postkoloniale 
gemeenschappen hybride zijn, veelvormig verstrengeld met de Neder­
landse samenleving. In de woorden van Urwin Vyent, directeur van het 
NiNsee: ‘We beseffen onvoldoende hoe het slavernijverleden nog altijd 
doorwerkt in de hedendaagse samenleving, bij wit en zwart en in hun",dankbaar heid tegenover voorouders trots verzet dominante trots vechtersmentaliteit voorouders dankbaar heden kracht halen blijkt aandacht slavernijverleden publieke debat generationele geografische afstand nodig pijnlij ke aspecten familiegeschiedenissen praten kaders publieke erkenningsdebat slavernijverleden domineren simplistisch persoonlijke ervaringen geciteerde laten zien verleden heden elkaar gekoppeld slavernijverleden stem zwart wit slachtoffers daders minderheid tegenover meerderheid diaspora tegenover overheid persoonlijke ervaringen ingewikkelder net postkoloniale gemeenschappen hybride veelvormig verstrengeld neder landse samenleving woorden urwin vyent directeur ninsee beseffen onvoldoende slavernijverleden doorwerkt hedendaagse samenleving wit zwart,0.37236289436150455,0.4034352213134804,0.40619155280691355,0.40619155280691355,Modern racism& inequality,0.0027563314934331284,none
Slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.103.txt,efda478e:00001,6,"Het geld is bij jou. Maar 
waar komt het geld in eerste instantie vandaan?’15 
Bewustwording en verandering van dit economische systeem wordt als 
een manier gezien om de excuses in de praktijk te brengen, anders is het 
slechts een loos gebaar. Daarbij is het belangrijk dat de excuses worden 
gemaakt door de partijen, bijvoorbeeld organisaties en bedrijven, die 
toen de grootste winsten hebben gehaald. Het gaat niet om individuele 
burgers: verantwoordelijkheid moet gedragen worden door degenen die 
structureel verantwoordelijk waren voor slavernij. Herstelbetalingen 
­worden niet gezien als geld dat van de ene naar de andere partij gaat, 
maar als een manier om de economie in Suriname en op de Antillen op te 
bouwen, die door de Nederlandse kolonisator slecht was achtergelaten: 
een vorm van structureel rechtsherstel. Belangrijk is dan ook dat Surina­
me en de Antillen zelf bepalen waar het geld precies aan moet worden 
besteed, en niet de voormalige kolonisator.",geld jou waar komt geld eerste instantie vandaan bewustwording verandering economische systeem manier gezien excuses praktijk brengen anders slechts loos gebaar daarbij belangrijk excuses gemaakt partijen bijvoorbeeld organisaties bedrijven grootste winsten gehaald gaat individuele burgers verantwoordelijkheid gedragen degenen structureel verantwoordelijk slavernij herstelbetalingen gezien geld ene partij gaat manier economie suriname antillen bouwen nederlandse kolonisator slecht achtergelaten vorm structureel rechtsherstel belangrijk surina antillen bepalen waar geld precies besteed voormalige kolonisator,0.21430897819179615,0.32848040818655166,0.22134674393160556,0.32848040818655166,Historical slavery,0.10713366425494611,none
Slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.104.txt,0ce1278f:00000,10,"— 104 —
— STAAT EN SLAVERNIJ —
De gevoeligheid met betrekking tot het paternalistische optreden van 
Nederlandse overheidsinstanties is niet alleen terug te zien in de weer­
stand en frustratie van de regeringen van sommige van de Caribische 
eilanden en van Suriname in de aanloop naar de excuses van het Kabinet-­
Rutte iv op 19 december 2022, maar ook onder diverse Surinaamse 
en Antilliaanse organisaties in Nederland zelf. Deze weerstand was er 
ook eerder bij de diverse stadsdialogen – lang voor de excuses van 
19 december 2022 – die in Rotterdam en in andere steden waren gevoerd, 
waar opvattingen te horen waren als: ‘Dit is al de zoveelste keer dat mijn 
[Surinaams-Antilliaanse] gemeenschap niet wordt vertegenwoordigd!’16 
Er heerst het gevoel dat de gemeenschappen zelf te weinig betrokken 
­worden bij het debat. De stadsdialogen voelden voor velen vooral als een 
symbolisch participatief proces dat uiterst selectief was en waar telkens 
dezelfde personen hun stem konden laten horen, die dan vervolgens 
meestal niet werd meegewogen in de besluitvorming. ◼◼ ◼◼  Tot slot
Terwijl binnen activistische kringen en in de gemeenschappen zelf een 
breed gesprek over reparation wordt gevoerd, blijft het Nederlandse poli­
tieke en publieke debat over het onderwerp nog steeds beperkt van aard 
en te veel gericht op symbolische aspecten, zoals excuses, 1 juli als feestdag 
en de komst van een nationaal slavernijmuseum. Nog steeds gaat de aan­
dacht veel minder uit naar bijvoorbeeld maatregelen en middelen om mis­
representatie, discriminatie en racisme op institutioneel niveau tegen te 
gaan. Dat de excuses van De Nederlandsche Bank op 1 juli 2022 voor de 
eigen verantwoordelijkheid in het verleden vergezeld werden door struc­
turele actiepunten in het heden was een veelbelovende stap, net als de aan­
kondiging van de regering dat er een Koninkrijk Fonds van tweehonderd 
miljoen euro komt in de hoop dat een veranderd bewustzijn nieuwe 
­praktijken creëert. In de gemeenschappen zelf zien wij een duidelijke verbeelding van 
waar ­herstel eigenlijk over gaat. In plaats van een nauw ‘slachtoffer-dader’- 
of ‘schuld-en-verwijt’-kader, dat in het publiek debat wordt geassocieerd 
met herstelbetalingen, ligt de nadruk meer op het gezamenlijk proces, en 
het besef dat de sociale en relationele component wezenlijk is voor herstel. Je zou kunnen zeggen dat de in het publiek gangbare term herstelbetalingen 
en het in de gemeenschappen verbrede idee van rechtsherstel of sociaal 
­herstel zelfs haaks op elkaar staan. De één redeneert vanuit schade, de",staat slavernij gevoeligheid betrekking paternalistische optreden nederlandse overheidsinstanties alleen terug zien weer stand frustratie regeringen sommige caribische eilanden suriname aanloop excuses kabinet rutte iv december diverse surinaamse antilliaanse organisaties nederland weerstand eerder diverse stadsdialogen lang excuses december rotterdam steden gevoerd waar opvattingen horen zoveelste keer surinaams antilliaanse gemeenschap vertegenwoordigd heerst gevoel gemeenschappen betrokken debat stadsdialogen voelden velen vooral symbolisch participatief proces uiterst selectief waar telkens dezelfde personen stem konden laten horen vervolgens meestal meegewogen besluitvorming slot terwijl activistische kringen gemeenschappen breed gesprek reparation gevoerd blijft nederlandse poli tieke publieke debat onderwerp steeds beperkt aard gericht symbolische aspecten excuses juli feestdag komst nationaal slavernijmuseum steeds gaat dacht bijvoorbeeld maatregelen middelen mis representatie discriminatie racisme institutioneel niveau gaan excuses nederlandsche bank juli eigen verantwoordelijkheid verleden vergezeld werden struc turele actiepunten heden veelbelovende stap net kondiging regering koninkrijk fonds tweehonderd miljoen euro komt hoop veranderd bewustzijn nieuwe praktijken creëert gemeenschappen zien duidelijke verbeelding waar herstel eigenlijk gaat plaats nauw slachtoffer dader schuld verwijt kader publiek debat geassocieerd herstelbetalingen ligt nadruk gezamenlijk proces besef sociale relationele component wezenlijk herstel zeggen publiek gangbare term herstelbetalingen gemeenschappen verbrede idee rechtsherstel sociaal herstel zelfs haaks elkaar staan één redeneert vanuit schade,0.3499356961793881,0.3273386154341975,0.35172295495931954,0.35172295495931954,Modern racism& inequality,0.0017872587799314665,none
Slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.105.txt,3861bed2:00000,8,"— 105 —
— ACTUELE VRAAGSTUKKEN —
ander vanuit rechtvaardigheid, de één gaat over individuen of groepen en 
de ander over de gehele samenleving. De behoeften voor wat betreft ‘participatie in besluitvormingsproces­
sen’ en ‘rechtsherstel’ (beide zijn nauw verweven) moeten in de toekomst 
meer aandacht krijgen, zodat een breder debat over herstel gevoerd kan 
worden dat dichter bij het idee van ‘transformative justice’ komt: namelijk 
een vorm van radicale participatie die slachtofferschap adresseert maar 
ook transformeert. In deze zoektocht naar erkenning moet er aandacht 
komen voor machtsvragen: wie bepaalt wat erkenning en herstel inhoudt? Erkenningskwesties zijn diep verstrengeld in machtskwesties, met een 
groot risico dat zij bestaande machtshiërarchieën bevestigen in plaats van 
veranderen. Het gevaar is dat in een politiek van erkenning gelijktijdig 
(bewust of onbewust) een raciaal discours, hiërarchische relaties of posities 
van superioriteit en inferioriteit gereproduceerd worden. Het is belangrijk 
dat degenen voor wie de maatregelen bedoeld zijn degenen zijn die het 
proces en de inhoud bepalen. De excuses zijn nodig om het te kunnen hebben over waar het eigenlijk 
om gaat: het koloniaal verleden met al zijn schaduwkanten als onderdeel 
van de Nederlandse geschiedenis zien en de doorwerking in onze samen­
leving erkennen. Want de nasleep van het koloniale verleden is op vele 
manieren aanwezig, zij het voor sommigen meer zichtbaar en tastbaar 
dan voor anderen.",actuele vraagstukken ander vanuit rechtvaardigheid één gaat individuen groepen ander gehele samenleving behoeften betreft participatie besluitvormingsproces sen rechtsherstel beide nauw verweven moeten toekomst aandacht krijgen zodat breder debat herstel gevoerd dichter idee transformative justice komt namelijk vorm radicale participatie slachtofferschap adresseert transformeert zoektocht erkenning aandacht komen machtsvragen bepaalt erkenning herstel inhoudt erkenningskwesties diep verstrengeld machtskwesties groot risico bestaande machtshiërarchieën bevestigen plaats veranderen gevaar politiek erkenning gelijktijdig bewust onbewust raciaal discours hiërarchische relaties posities superioriteit inferioriteit gereproduceerd belangrijk degenen maatregelen bedoeld degenen proces inhoud bepalen excuses nodig waar eigenlijk gaat koloniaal verleden schaduwkanten onderdeel nederlandse geschiedenis zien doorwerking onze samen leving erkennen nasleep koloniale verleden vele manieren aanwezig sommigen zichtbaar tastbaar anderen,0.21799976996812814,0.27868473156187146,0.33347559645820446,0.33347559645820446,Modern racism& inequality,0.054790864896333,none
Slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.106.txt,72ed8b88:00000,10,"— 106 —
Rose Mary Allen
Methode: orale geschiedenis
Heel lang zijn historici uitgegaan van geschreven bronnen om de geschiedenis 
te reconstrueren. Vanaf de tweede helft van de vorige eeuw heeft een breed 
scala van academische disciplines de betekenis en waarde van orale 
geschiedenis erkend als een manier om de stemmen en herinneringen van 
individuen en gemeen­schap­pen te achterhalen, weer te geven en te inter­
preteren. Deze methode geeft letterlijk en figuurlijk een stem aan degenen 
die ontbreken in de dominante geschied­schrij­ving. Ook steeds meer musea, 
bibliotheken, buurtgemeenschappen, kerken, vakbonden en andere groepen 
maken gebruik van wat er bekend is aan mondeling overgeleverde geschiedenis. Orale geschiedenis is een methode die orale getuigenissen en orale traditie als 
historisch bewijs vastlegt. Het stamt uit een culturele traditie om informatie die 
van belang is voor een volk mondeling van generatie op generatie door te geven. Voornamelijk in orale culturen – waar het schrift lang onbekend was – werden en 
worden genealogie, etiologische verhalen, mythen, liederen, spreekwoorden, 
gebeden, gedichten, toneel en raadsels verbaal doorgegeven. Denk aan de 
odo’s (spreekwoorden en gezegden) van de marrons en Afro-Surinamers die op 
kern­achtige wijze de eigen geschiedenis weergeven; de guritan, de volkspoëzie 
in Zuid-Sumatra; de verhalen bij wayang kulit (het poppenspel) uit Java en Bali; 
de kantika di makamba, traditionele werkliederen op Curaçao en Bonaire en hun 
soortgenoot shanties songs op de Bovenwindse eilanden. Ze worden daarom 
ook wel beschouwd als de oudste vorm van historisch onderzoek, die reeds 
voor de op het geschreven woord gebaseerde historio­grafie bestond. Sinds 
2003 heeft de Unesco bijzondere aandacht voor deze orale bronnen als 
immaterieel cultureel erfgoed, waardoor zij steeds meer worden beschermd en 
de kennis en het bewustzijn ervan wordt vergroot.",rose mary allen methode orale geschiedenis heel lang historici uitgegaan geschreven bronnen geschiedenis reconstrueren vanaf tweede helft vorige eeuw breed scala academische disciplines betekenis waarde orale geschiedenis erkend manier stemmen herinneringen individuen gemeen schap pen achterhalen weer geven inter preteren methode geeft letterlijk figuurlijk stem degenen ontbreken dominante geschied schrij ving steeds musea bibliotheken buurtgemeenschappen kerken vakbonden groepen maken gebruik bekend mondeling overgeleverde geschiedenis orale geschiedenis methode orale getuigenissen orale traditie historisch bewijs vastlegt stamt culturele traditie informatie belang volk mondeling generatie generatie geven voornamelijk orale culturen waar schrift lang onbekend werden genealogie etiologische verhalen mythen liederen spreekwoorden gebeden gedichten toneel raadsels verbaal doorgegeven denk odo spreekwoorden gezegden marrons afro surinamers kern achtige wijze eigen geschiedenis weergeven guritan volkspoëzie zuid sumatra verhalen wayang kulit poppenspel java bali kantika di makamba traditionele werkliederen curaçao bonaire soortgenoot shanties songs bovenwindse eilanden daarom beschouwd oudste vorm historisch onderzoek geschreven woord gebaseerde historio grafie bestond unesco bijzondere aandacht orale bronnen immaterieel cultureel erfgoed waardoor steeds beschermd kennis bewustzijn ervan vergroot,0.3436895748683319,0.31198115026402357,0.28884736346111334,0.3436895748683319,Colonialism,0.03170842460430834,none
Slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.106.txt,72ed8b88:00001,4,"Bij het orale geschiedenisonderzoek neemt het gesprek de vorm aan van een 
interview, waarbij de interviewers de vertellers de ruimte geven om over hun 
leven, herinneringen en ervaringen te praten. Het gaat vooral om historische 
thema’s die vaak onderbelicht zijn gebleven. Een punt waar tegenwoordig veel 
aandacht aan wordt besteed door orale historici is de rol van trauma’s in een 
levensverhaal. Naast het vastleggen van onbekende of verwaar­loosde 
herinneringen als bronnen voor de geschiedschrijving, kunnen deze bronnen",orale geschiedenisonderzoek neemt gesprek vorm interview waarbij interviewers vertellers ruimte geven leven herinneringen ervaringen praten gaat vooral historische thema vaak onderbelicht gebleven punt waar tegenwoordig aandacht besteed orale historici rol trauma levensverhaal vastleggen onbekende verwaar loosde herinneringen bronnen geschiedschrijving bronnen,0.19602063891301927,0.16986496885873187,0.18170075533253396,0.19602063891301927,Colonialism,0.014319883580485304,none
Slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.107.txt,b86eda48:00000,10,"— 107 —
ook worden gebruikt om te weten te komen hoe en waarom mensen, door over 
het verleden te spreken, inhoud trachten te geven aan hun plaats in het heden. De aandacht voor de bronnen manifesteert zich ook in het actief creëren van 
verzamelingen van orale bronnen, door ze op te slaan in databanken en 
archiefinstellingen. In Nederland zijn er bijvoorbeeld verschillende archieven 
waarin herinneringen van personen over het koloniale verleden zijn vastgelegd 
op geluids- en beeldmateriaal (zie: Oral History van Data Archiving and 
Networked Services). Een bekend voorbeeld is het archief van de Stichting 
Mondelinge Geschiedenis Indonesië, dat samenvattingen van 1190 interview­
sessies met 724 mensen bevat die informatie geven over de periode 1940-1962 
van de Nederland­se koloniale aanwezigheid in Azië. Op Curaçao hebben de 
volkenkundigen Paul Brenneker en Elis Juliana vanaf 1958 een grote hoeveelheid 
mondelinge infor­matie verzameld. De meeste van de door hen verzamelde 
informatie is opgesla­gen in de Zikinzá-collectie, een databank bestaande uit 
1400 liederen, verhalen en levensverhalen. Bij de Sint-Eustatius Historical Foun­
dation zijn de stemmen van afstammelingen van de slaafgemaakten bewaard 
gebleven, nadat die in de jaren zeventig waren verzameld door de Amerikaanse 
journalist Vivian Graham. Journalist en auteur Boi Antoin heeft de afgelopen 
jaren op Bonaire een uitgebreide collectie van onder andere videobanden en 
audiotapes verzameld, die gedigitaliseerd en ontsloten zijn in het archief Archivo 
Boneiru. Het Instituut voor Beeld en Geluid heeft een deel van deze collectie in 
haar catalogus opgenomen. In Suriname heeft het Amazon Conservation Team, 
in samen­werking met lokale bevolkingen, door middel van orale geschiedenis, 
interactieve kaarten, oude foto’s en archiefstukken, de historie van de marron­
gemeenschap Matawai vastgelegd.",gebruikt weten komen waarom mensen verleden spreken inhoud trachten geven plaats heden aandacht bronnen manifesteert actief creëren verzamelingen orale bronnen slaan databanken archiefinstellingen nederland bijvoorbeeld verschillende archieven waarin herinneringen personen koloniale verleden vastgelegd geluids beeldmateriaal zie oral history data archiving networked services bekend voorbeeld archief stichting mondelinge geschiedenis indonesië samenvattingen interview sessies mensen bevat informatie geven periode nederland se koloniale aanwezigheid azië curaçao volkenkundigen paul brenneker elis juliana vanaf grote hoeveelheid mondelinge infor matie verzameld meeste hen verzamelde informatie opgesla gen zikinzá collectie databank bestaande liederen verhalen levensverhalen sint eustatius historical foun dation stemmen afstammelingen slaafgemaakten bewaard gebleven nadat zeventig verzameld amerikaanse journalist vivian graham journalist auteur boi antoin afgelopen bonaire uitgebreide collectie videobanden audiotapes verzameld gedigitaliseerd ontsloten archief archivo boneiru instituut beeld geluid deel collectie catalogus opgenomen suriname amazon conservation team samen werking lokale bevolkingen middel orale geschiedenis interactieve kaarten oude foto archiefstukken historie marron gemeenschap matawai vastgelegd,0.3485358422740476,0.2832470272747311,0.315119178533493,0.3485358422740476,Colonialism,0.033416663740554575,none
Slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.11.txt,6021da72:00000,10,"— 11 —
Rose Mary Allen, Esther Captain,  
Matthias van Rossum en Urwin Vyent
	
	
Het koloniale  
	
slavernijverleden en  
	
doorwerkingen: 
	
	
inleiding
Glimmend van trots liet premier Rutte de Amerikaanse president Barack 
Obama, die in 2014 een bezoek aan Nederland bracht, het Plakkaat van 
Verlatinghe zien. Normaal wordt dat zorgvuldig bewaard in het 
­Nationaal Archief in Den Haag, maar voor deze bijzondere gelegenheid 
lag het document voor Obama klaar op een kussentje in de pronkzaal van 
het Rijksmuseum. Hoewel het er volgens een journalist op televisie ‘niet 
erg aantrekkelijk uitzag’, is het van onschatbare waarde voor Nederland. Het Plakkaat van Verlatinghe is de officiële verklaring van een aantal 
Nederlandse provincies waarin zij in 1581 de Spaanse koning Filips ii 
afzetten als hun heerser en kan als zodanig worden beschouwd als de 
Nederlandse onafhankelijkheidsverklaring. Twee eeuwen later gold het 
document als inspiratiebron voor de Amerikaanse onafhankelijkheids­
verklaring van 1776. Dat is de reden waarom het bij het bezoek van de 
Amerikaanse wereldleider zo prominent werd getoond. Waarschijnlijk is tussen Rutte en Obama niet ter sprake gekomen dat 
het Plakkaat van Verlatinghe een paradox behelst die tot de dag van van­
daag doorwerkt. De Republiek der Verenigde Nederlanden ontstond zoals 
gezegd uit verzet tegen politieke overheersing door een vreemde 
mogendheid, die door tijdgenoten, en ook in het Plakkaat, met ‘slavernij’ 
werd vergeleken. Na de onafhankelijkheidsverklaring groeide Nederland 
echter zelf uit tot een van de grootste koloniale machten. Zo werd een 
land dat zichzelf als vrijhaven bleef zien tegelijkertijd een land dat 
wereldwijd slavernij en andere koloniale machtsmiddelen exploiteerde.",rose mary allen esther captain matthias rossum urwin vyent koloniale slavernijverleden doorwerkingen glimmend trots liet premier rutte amerikaanse president barack obama bezoek nederland bracht plakkaat verlatinghe zien normaal zorgvuldig bewaard nationaal archief den haag bijzondere gelegenheid lag document obama klaar kussentje pronkzaal rijksmuseum hoewel volgens journalist televisie erg aantrekkelijk uitzag onschatbare waarde nederland plakkaat verlatinghe officiële verklaring aantal nederlandse provincies waarin spaanse koning filips ii afzetten heerser zodanig beschouwd nederlandse onafhankelijkheidsverklaring twee eeuwen later gold document inspiratiebron amerikaanse onafhankelijkheids verklaring reden waarom bezoek amerikaanse wereldleider prominent getoond waarschijnlijk rutte obama ter sprake gekomen plakkaat verlatinghe paradox behelst dag daag doorwerkt republiek verenigde nederlanden ontstond gezegd verzet politieke overheersing vreemde mogendheid tijdgenoten plakkaat slavernij vergeleken onafhankelijkheidsverklaring groeide nederland echter grootste koloniale machten land zichzelf vrijhaven bleef zien tegelijkertijd land wereldwijd slavernij koloniale machtsmiddelen exploiteerde,0.2930902323895968,0.21436668929192304,0.23414722610385652,0.2930902323895968,Colonialism,0.058943006285740285,none
