filename,chunk_id,sentence_count,raw_text,text_for_scoring,cos_Colonialism,cos_Historical_Slavery,cos_Modern_Racism_Inequality,max_score,primary_topic,score_margin,confidence_level
Policyarchive_text\ambtsberichten\2023\bijlage-1-tekst-en-toelichting-nieuwe-ambtseed\bijlage-1-tekst-en-toelichting-nieuwe-ambtseed.1.txt,001f7135:00000,10,"1 
 
Bijlage 1: Wijziging ambtseed rijksambtenaren  
 
 
 
Tekst huidige ambtseed rijksambtenaren: 
Ik zweer/beloof dat ik trouw zal zijn aan de Koning en dat ik de Grondwet en alle 
overige wetten van ons land zal eerbiedigen; 
Ik zweer/verklaar dat ik noch direct, noch indirect in welke vorm dan ook valse 
informatie heb verstrekt in verband met het verkrijgen van mijn aanstelling; 
Ik zweer/verklaar dat ik tot het verkrijgen van mijn aanstelling aan niemand iets 
heb geschonken of beloofd en dat ik dit ook niet zal gaan doen; 
Ik zweer/verklaar dat ik tot het verkrijgen van mijn aanstelling van niemand giften 
heb aanvaard en aan niemand beloften heb gedaan en dat ik dit ook niet zal gaan 
doen; 
Ik zweer/beloof dat ik plichtsgetrouw en nauwgezet de mij opgedragen taken zal 
vervullen en zaken die mij uit hoofde van mijn functie vertrouwelijk ter kennis 
komen of waarvan ik het vertrouwelijke karakter moet inzien, geheim zal houden 
voor anderen dan die personen aan wie ik ambtshalve tot mededeling verplicht 
ben; 
Ik zweer/beloof dat ik mij zal gedragen zoals een goed ambtenaar betaamt, dat ik 
zorgvuldig, onkreukbaar en betrouwbaar zal zijn en dat ik niets zal doen dat het 
aanzien van het ambt zal schaden. Tekst nieuwe ambtseed rijksambtenaren: 
 
Ik zweer/verklaar dat ik dit ambt op een eerlijke manier heb gekregen. Dat 
betekent: 
 
- 
Ik heb voor dit ambt gekozen. Ik ben niet omgekocht en heb ook niemand 
omgekocht. Niet met giften en niet met beloftes. - 
Ik heb eerlijke informatie gegeven en heb niets verzwegen wat voor dit ambt 
van belang kan zijn. Ik zweer/beloof de Koning en de Grondwet trouw te zijn en Nederland als goed 
ambtenaar te dienen. Dat betekent: 
 
- 
Ik werk in het algemeen belang voor onze samenleving en zet mij daar 
volledig voor in. - 
Ik werk integer en behandel iedereen rechtvaardig, gelijkwaardig en met 
respect. - 
Ik ga zorgvuldig om met informatie.",wijziging ambtseed rijksambtenaren tekst huidige ambtseed rijksambtenaren zweer beloof trouw koning grondwet overige wetten land eerbiedigen zweer verklaar noch direct noch indirect vorm valse informatie verstrekt verband verkrijgen aanstelling zweer verklaar verkrijgen aanstelling niemand geschonken beloofd gaan zweer verklaar verkrijgen aanstelling niemand giften aanvaard niemand beloften gedaan gaan zweer beloof plichtsgetrouw nauwgezet opgedragen taken vervullen zaken hoofde functie vertrouwelijk ter kennis komen waarvan vertrouwelijke karakter inzien geheim houden anderen personen ambtshalve mededeling verplicht zweer beloof gedragen goed ambtenaar betaamt zorgvuldig onkreukbaar betrouwbaar aanzien ambt schaden tekst nieuwe ambtseed rijksambtenaren zweer verklaar ambt eerlijke manier gekregen betekent ambt gekozen omgekocht niemand omgekocht giften beloftes eerlijke informatie gegeven verzwegen ambt belang zweer beloof koning grondwet trouw nederland goed ambtenaar dienen betekent werk algemeen belang onze samenleving zet volledig werk integer behandel iedereen rechtvaardig gelijkwaardig respect ga zorgvuldig informatie,0.3898711129816286,0.23065098258491137,0.22242047267519313,0.3898711129816286,Colonialism,0.1592201303967172,none
Policyarchive_text\ambtsberichten\2023\bijlage-1-tekst-en-toelichting-nieuwe-ambtseed\bijlage-1-tekst-en-toelichting-nieuwe-ambtseed.5.txt,82a353a1:00000,10,"5 
 
juiste wijze hanteren van de algemene beginselen van behoorlijk bestuur. Het omvat het 
toepasselijke nationale en internationale recht. Met de geldende gedragsregels wordt verwezen 
naar de nadere interne uitwerkingen van goed ambtenaarschap in gedragscodes, handreikingen, 
voorschriften en dergelijke. Van de ambtenaar wordt verwacht hiervan kennis te nemen en zich in te 
zetten om deze na te leven. Tot slot 
De ambtseed is meer dan een ceremoniële plichtpleging. Op de ambtenaar rust de plicht en 
verantwoordelijkheid zich naar de ambtseed te gedragen. Op de werkgever rust de plicht en 
verantwoordelijkheid de ambtenaar hiertoe in staat te stellen. Het is van belang om bij het afnemen 
van de eed of belofte in gesprek te gaan over wat dit in de praktijk betekent. Het liefst aan de hand 
van voorbeelden uit het eigen werkveld. Ook is het van belang om de nieuwe ambtenaar bij de 
aanvang van het werk goed te informeren over de meest relevante regelingen.",juiste wijze hanteren algemene beginselen behoorlijk bestuur omvat toepasselijke nationale internationale recht geldende gedragsregels verwezen nadere interne uitwerkingen goed ambtenaarschap gedragscodes handreikingen voorschriften dergelijke ambtenaar verwacht hiervan kennis nemen zetten leven slot ambtseed ceremoniële plichtpleging ambtenaar rust plicht verantwoordelijkheid ambtseed gedragen werkgever rust plicht verantwoordelijkheid ambtenaar hiertoe staat stellen belang afnemen eed belofte gesprek gaan praktijk betekent liefst hand voorbeelden eigen werkveld belang nieuwe ambtenaar aanvang werk goed informeren meest relevante regelingen,0.47395865403118426,0.28726914396383063,0.4633744042691482,0.47395865403118426,Colonialism,0.010584249762036035,none
Policyarchive_text\beleidsnotas\2023\beslisnota-bij-kamerbrief-overzicht-verdragen-per-1-april-2023\beslisnota-bij-kamerbrief-overzicht-verdragen-per-1-april-2023.4.txt,ff699ce4:00001,10,"•
De EC heeft begin 2023 lidstaten geInformeerd over de status van het werk aan een
aanvullend instrument met duurzaamheidsafspraken. In aanloop naar de EU-CELAC
Top (Community of Latin American and Caribbean States) op 17 en 18 juli 2023 zal
de EC de komende maanden over het aanvullende instrument onderhandelen met de
Mercosur-landen. Besluitvorming in de Raad over het pakket van een
onderhandelaarsakkoord en een additioneel instrument kan dan mogelijk in 2024
plaatsvinden. •
Wageningen Universiteit heeft de potentiële effecten van het Mercosur-akkoord op de
Nederlandse economie
- in het bijzonder op boerenhuishoudens
- kwantitatief in
kaart gebracht. Op 14 januari 2021 is het eindrapport naar de TK gestuurd. De
conclusie is dat Nederland in bescheiden mate zal profiteren van het akkoord,
inclusief de Nederlandse landbouw, al zijn er ook landbouwsectoren die licht nadelige
gevolgen zullen ondervinden van het akkoord. •
De vaste commissie Buitenlandse Handel en Ontwikkelingssamenwerking (hierna:
BHOS) van de TK heeft op 9 maart 2023 een rondetafelgesprek over EU-Mercosur
gevoerd met deelname van vertegenwoordigers van de industrie, kennisinstellingen,
het maatschappelijk middenveld, de EC (DG Handel) en de Nederlandse
ambassadeur in Brazilië. •
Begin maart 2023 heeft de TK twee moties aangenomen, die beiden door de PvdD
zijn ingediend: een waarin de regering gevraagd wordt aan te geven dat NL het EU
Mercosur verdrag zal blokkeren als landbouw is opgenomen, en een tweede waarin
de regering gevraagd wordt zich tegen splitsing van het EU-Mercosur akkoord ult te
spreken en hiertoe brede steun van andere EU-Lidstaten te zoeken. De minister van
BHOS heeft in reactie op deze moties aangegeven zich binnen het kabinet te zullen
beraden en binnen enkele weken per brief aan de TK op de moties terug te komen. 4.",ec begin lidstaten geinformeerd status werk aanvullend instrument duurzaamheidsafspraken aanloop eu celac top community latin american caribbean states juli ec komende maanden aanvullende instrument onderhandelen mercosur landen besluitvorming raad pakket onderhandelaarsakkoord additioneel instrument mogelijk plaatsvinden wageningen universiteit potentiële effecten mercosur akkoord nederlandse economie bijzonder boerenhuishoudens kwantitatief kaart gebracht januari eindrapport tk gestuurd nederland bescheiden mate profiteren akkoord inclusief nederlandse landbouw landbouwsectoren licht nadelige gevolgen zullen ondervinden akkoord vaste commissie buitenlandse handel ontwikkelingssamenwerking hierna bhos tk maart rondetafelgesprek eu mercosur gevoerd deelname vertegenwoordigers industrie kennisinstellingen maatschappelijk middenveld ec dg handel nederlandse ambassadeur brazilië begin maart tk twee moties aangenomen beiden pvdd ingediend waarin regering gevraagd geven nl eu mercosur verdrag blokkeren landbouw opgenomen tweede waarin regering gevraagd splitsing eu mercosur akkoord ult spreken hiertoe brede steun eu lidstaten zoeken minister bhos reactie moties aangegeven kabinet zullen beraden enkele weken per brief tk moties terug komen,0.41496326641999076,0.2968895872194748,0.4044609532427256,0.41496326641999076,Colonialism,0.010502313177265188,none
Policyarchive_text\beleidsnotas\2023\beslisnota-bij-kamerbrief-uitvoering-motie-ellian-wijziging-ambtseed-rijksambtenaren\beslisnota-bij-kamerbrief-uitvoering-motie-ellian-wijziging-ambtseed-rijksambtenaren.3.txt,aa9bebda:00001,10,"ICOP en ICBR (beide) op 5 juli 2022 
Het uitgewerkte voorstel is op 5 juli in de ICOP en ICBR besproken. Geadviseerd besluit: Instemmen met het in bijlage 1 opgenomen voorstel voor 
wijziging van de ambtseed en doorgeleiding naar volgend besluitvormingsorgaan. Uitkomst: instemming, op een enkele tekstwijziging na. De wijziging betreft het 
laten terugkomen van het begrip “algemeen belang” in de tekst van de ambtseed. Er is begrip getoond voor het loskoppelen van inhoud en bekrachtiging/religieuze 
verruiming. Wel wordt het van belang geacht dat op een later moment op de 
bekrachtiging wordt teruggekomen. Inbreng GOR Rijk en Stichting Beroepseer 
Naar aanleiding van reacties van o.m. de GOR Rijk en Stichting Beroepseer is het 
tekstvoorstel na behandeling in de ICBR nog gewijzigd. Belangrijkste 
toevoegingen waren de verklaring (van de ambtenaar) dat voor het ambt is 
gekozen en het begrip rechtvaardigheid. Ook de toelichting is hierop aangepast.",icop icbr beide juli uitgewerkte voorstel juli icop icbr besproken geadviseerd besluit instemmen opgenomen voorstel wijziging ambtseed doorgeleiding volgend besluitvormingsorgaan uitkomst instemming enkele tekstwijziging wijziging betreft laten terugkomen begrip algemeen belang tekst ambtseed begrip getoond loskoppelen inhoud bekrachtiging religieuze verruiming belang geacht later moment bekrachtiging teruggekomen inbreng gor rijk stichting beroepseer aanleiding reacties gor rijk stichting beroepseer tekstvoorstel behandeling icbr gewijzigd belangrijkste toevoegingen verklaring ambtenaar ambt gekozen begrip rechtvaardigheid toelichting hierop aangepast,0.4945485858086389,0.3366924533420358,0.4786127710032144,0.4945485858086389,Colonialism,0.015935814805424497,none
Policyarchive_text\beleidsnotas\2023\beslisnota-bij-kamerbrief-uitvoering-motie-ellian-wijziging-ambtseed-rijksambtenaren\beslisnota-bij-kamerbrief-uitvoering-motie-ellian-wijziging-ambtseed-rijksambtenaren.3.txt,aa9bebda:00002,7,"Tevens is een concept Kamerbrief opgesteld. PO met u op 3 oktober 2022 
In dit PO is aan u voorgelegd: 
1. In te stemmen met het (tekst)voorstel tot wijziging van de ambtseed voor 
rijksambtenaren. 2. In te stemmen met de concept Kamerbrief, met als vraag/beslispunt of in 
de Kamerbrief ook iets opgenomen moet worden over (het niet wijzigen 
van) de bekrachtiging van de eed. 3. In te stemmen met het volgende procesvoorstel: agendering in SGO op 
12/10; agendering in RBJ en agendering in MR.",tevens concept kamerbrief opgesteld po oktober po voorgelegd stemmen tekst voorstel wijziging ambtseed rijksambtenaren stemmen concept kamerbrief vraag beslispunt kamerbrief opgenomen wijzigen bekrachtiging eed stemmen volgende procesvoorstel agendering sgo agendering rbj agendering mr,0.4985675084191875,0.41010708081162034,0.48027892281960405,0.4985675084191875,Colonialism,0.018288585599583462,none
Policyarchive_text\beleidsnotas\2023\beslisnota-bij-kamerbrief-uitvoering-motie-ellian-wijziging-ambtseed-rijksambtenaren\beslisnota-bij-kamerbrief-uitvoering-motie-ellian-wijziging-ambtseed-rijksambtenaren.5.txt,e9916afc:00000,10,"Pagina 5 van 6 
Onze referentie 
2022-0000693297 
Datum 
20 januari 2023 
 
  
 
 
Politieke context 
De motie Ellian (VVD) vloeit voort uit het notaoverleg over het ongevraagd advies 
van de Raad van State met betrekking tot de ministeriële verantwoordelijkheid. De motie is op 8 juli 2021 aanvaard (alleen PVV en FVD stemden tegen). Daarnaast is de ambtseed aan de orde geweest tijdens het begrotingsdebat van 
het ministerie van BZK van 27 en 28 oktober 2021. Kamerlid Van Baarle van 
DENK heeft daarbij de suggestie gedaan om in de ambtseed op te nemen dat 
iedere Nederlander tijdens de ambtsperiode gelijkwaardig zal worden behandeld. De toenmalige minister van BZK heeft hierop geantwoord bij de uitvoering van de 
motie Ellian de tekst voor de ambtseed in zijn geheel nog eens kritisch te bezien 
en de suggestie van de heer Van Baarle in overweging te zullen nemen. Een motie 
van lid Van Baarle en lid Simons om te onderzoeken hoe de grondrechten, waar 
onder het non-discriminatiebeginsel, beter tot hun recht kunnen komen in de 
ambtseed is ontraden met het argument dat al trouw wordt gezworen aan de 
Grondwet en dat dit gelijkelijk alle grondrechten bevat. Deze motie is ook niet 
door de Kamer aanvaard. Juridische overwegingen 
Met de modernisering is niet is beoogd om een wijziging aan te brengen in de 
juridische duiding en reikwijdte van de ambtseed. Vertrekpunt is daarom dat de 
huidige tekst en de traditionele elementen daaruit behouden zijn gebleven. Ook past de nieuwe tekst van de ambtseed binnen het systeem van de 
ministeriële verantwoordelijkheid.",pagina onze referentie datum januari politieke context motie ellian vvd vloeit voort notaoverleg ongevraagd advies raad state betrekking ministeriële verantwoordelijkheid motie juli aanvaard alleen pvv fvd stemden daarnaast ambtseed orde begrotingsdebat ministerie bzk oktober kamerlid baarle denk daarbij suggestie gedaan ambtseed nemen iedere nederlander ambtsperiode gelijkwaardig behandeld toenmalige minister bzk hierop geantwoord uitvoering motie ellian tekst ambtseed geheel kritisch bezien suggestie heer baarle overweging zullen nemen motie lid baarle lid simons onderzoeken grondrechten waar non discriminatiebeginsel beter recht komen ambtseed ontraden argument trouw gezworen grondwet gelijkelijk grondrechten bevat motie kamer aanvaard juridische overwegingen modernisering beoogd wijziging brengen juridische duiding reikwijdte ambtseed vertrekpunt daarom huidige tekst traditionele elementen daaruit behouden gebleven past nieuwe tekst ambtseed systeem ministeriële verantwoordelijkheid,0.47664617045980706,0.29954675712933143,0.46575907513754544,0.47664617045980706,Colonialism,0.01088709532226162,none
Policyarchive_text\beleidsnotas\2023\beslisnota-bij-kamerbrief-verkenning-financiering-monumentenzorg\beslisnota-bij-kamerbrief-verkenning-financiering-monumentenzorg.2.txt,3840158a:00000,10,"Pagina 2 van 3 
 
Datum 
24 mei 2023 
Toelichting 
In de brief kondigt u een aantal maatregelen aan. Hieronder worden die per 
maatregel toegelicht. Leningen Nationaal Restauratiefonds (NRF) 
• 
Het kabinet verhoogt de limiet van de achterborg garantieregeling met  
€ 120 miljoen naar € 500 miljoen zodat eigenaren van monumenten ook in de 
toekomst aanvullende financiering kunnen krijgen. Op 26 april is in de MR besloten over deze verhoging. In deze brief presenteert u 
dat aan de Eerste en Tweede Kamer. U stuurt het Toetsingskader Risicoregelingen 
Rijksoverheid als bijlage mee. Dit is onderdeel van het formele traject om de 
achterborg te verhogen. • 
U verhoogt het fonds voor verduurzaming van niet-woonhuis monumenten in 
2023 eenmalig met € 7,5 miljoen vanwege het grote aantal aanvragen. U benut hiervoor het bestaande budget voor de verduurzaming van monumenten 
door eigenaren via laagrentende leningen te ondersteunen bij het verduurzamen 
van hun monument. Restauratiesubsidie provincies 
• 
Het kabinet stelt in 2023 eenmalig € 15 miljoen extra budget beschikbaar om 
een aantal urgente restauraties van grote monumenten te kunnen 
ondersteunen.",pagina datum mei toelichting brief kondigt aantal maatregelen hieronder per maatregel toegelicht leningen nationaal restauratiefonds nrf kabinet verhoogt limiet achterborg garantieregeling miljoen miljoen zodat eigenaren monumenten toekomst aanvullende financiering krijgen april mr besloten verhoging brief presenteert eerste tweede kamer stuurt toetsingskader risicoregelingen rijksoverheid mee onderdeel formele traject achterborg verhogen verhoogt fonds verduurzaming woonhuis monumenten eenmalig miljoen vanwege grote aantal aanvragen benut hiervoor bestaande budget verduurzaming monumenten eigenaren via laagrentende leningen ondersteunen verduurzamen monument restauratiesubsidie provincies kabinet stelt eenmalig miljoen extra budget beschikbaar aantal urgente restauraties grote monumenten ondersteunen,0.3904118096214005,0.3514919699813813,0.299781128876471,0.3904118096214005,Colonialism,0.03891983964001916,none
Policyarchive_text\beleidsnotas\2023\beslisnota-bij-kamerbrief-verkenning-financiering-monumentenzorg\beslisnota-bij-kamerbrief-verkenning-financiering-monumentenzorg.3.txt,fbdc0849:00000,10,"Pagina 3 van 3 
 
Datum 
24 mei 2023 
aangegeven dat verzoek onderdeel te maken van de gesprekken met de 
provincies. De aanpak in de brief betekent dat een oplossing van Artis wacht op de reactie 
van de provincies. De gegevens van IPO over Artis lijken compleet en er blijkt een 
hoge urgentie uit. Het extra bedrag dat de provincie Noord-Holland beschikbaar 
stelt (€ 3 miljoen) staat echter niet in verhouding tot het gevraagde bedrag (€ 10 
miljoen). Tegelijkertijd is € 3 miljoen het enige bedrag dat u nu goed zou kunnen 
verdedigen. Ieder hoger bedrag zou arbitrair zijn in het licht van uw uitgangspunt 
van matching en een lastig precedent scheppen voor de vraag van andere 
provincies. Dit ook in het licht van het beperkte extra budget van  
€ 15 miljoen. Hoe meer er naar Artis/Noord-Holland gaat, hoe minder naar de 
andere provincies. Er is nu onvoldoende houvast om daar een balans in te vinden 
die ook goed is uit te leggen. Vandaar de extra uitvraag aan de provincies.",pagina datum mei aangegeven verzoek onderdeel maken gesprekken provincies aanpak brief betekent oplossing artis wacht reactie provincies gegevens ipo artis lijken compleet blijkt hoge urgentie extra bedrag provincie noord holland beschikbaar stelt miljoen staat echter verhouding gevraagde bedrag miljoen tegelijkertijd miljoen enige bedrag goed verdedigen ieder hoger bedrag arbitrair licht uitgangspunt matching lastig precedent scheppen vraag provincies licht beperkte extra budget miljoen artis noord holland gaat provincies onvoldoende houvast balans vinden goed leggen vandaar extra uitvraag provincies,0.3808369988629019,0.3582944847416525,0.388675556074011,0.388675556074011,Modern_Racism_Inequality,0.007838557211109098,none
Policyarchive_text\beleidsnotas\2023\beslisnota-bij-voorhang-conceptregeling-regionaal-investeringsfonds-mbo-2024-2027\beslisnota-bij-voorhang-conceptregeling-regionaal-investeringsfonds-mbo-2024-2027.1.txt,8d637c37:00001,4,"Het subsidiebedrag bedraagt in totaal
minimaal €250.000 en maximaal €2.500.000. Van werkgevers en regionale
overheden wordt een cofinanciering gevraagd van tweederde van de
projectomvang. De projecten hebben een looptijd van vier of vijf jaar. Pagina 1 van 10
Middelbaar Beroeps
Onderwijs
Van
 
 
 
 
Datum
10 juli 2023
Referentie
38453241
Aantal pagina’s
10
Persoonsgegeven",subsidiebedrag bedraagt totaal minimaal maximaal werkgevers regionale overheden cofinanciering gevraagd tweederde projectomvang projecten looptijd vier vijf pagina middelbaar beroeps onderwijs datum juli referentie aantal pagina persoonsgegeven,0.4796653994617049,0.46540759382264385,0.4230512052247031,0.4796653994617049,Colonialism,0.014257805639061039,none
Policyarchive_text\beleidsnotas\2023\beslisnota-bij-voorhang-conceptregeling-regionaal-investeringsfonds-mbo-2024-2027\beslisnota-bij-voorhang-conceptregeling-regionaal-investeringsfonds-mbo-2024-2027.2.txt,5fb5a0b2:00001,4,"De aanvragen worden beoordeeld door een onafhankelijke commissie die de
minister van OCW adviseert over toekenning van de subsidie. De regeling wordt
uitgevoerd door de DUS-I. Deze nota bevat een bijlage met de afwegingen die zijn gemaakt bij de
totstandkoming van de regeling. Pagina 2 van 10",aanvragen beoordeeld onafhankelijke commissie minister ocw adviseert toekenning subsidie regeling uitgevoerd nota bevat afwegingen gemaakt totstandkoming regeling pagina,0.4703261724364118,0.4764778067681225,0.4762779343880064,0.4764778067681225,Historical_Slavery,0.0001998723801160951,none
