term,term_freq,doc_freq
age,16,15
lodewijk,16,15
criteria,16,14
kwetsbaar,16,14
herdenkingen,16,13
punten,16,14
waardering,16,15
oso,16,9
commemoration,16,15
php,16,15
knowledge,16,12
two,16,16
seventeenth,16,9
foreign,16,11
lulu,16,14
tropenmuseum,16,14
zet,16,15
helpt,16,14
hebt,16,12
haarnack,16,14
duymaer,16,14
arbeiden,16,13
aanzienl,16,14
109,16,11
legacy,16,14
hall,16,11
aanspraak,16,15
nepveu,16,7
merkt,16,15
natuurl,16,15
nauwel,16,15
neiging,16,14
maatschapp,16,11
dezen,16,15
componenten,16,15
werkomgeving,16,16
oud-utrecht,16,9
engelsche,16,11
relations,16,12
list,16,9
dekker,16,10
articles,16,11
curacao,16,9
wetgever,16,10
strafrecht,16,7
must,16,12
nrc,16,13
sectorale,16,7
more,16,12
adoption,16,13
further,16,14
fundamental,16,12
germany,16,5
bijeenkomsten,16,10
rijpkema,16,9
aannames,16,12
gelijkwaardige,16,15
constitutie,16,10
nyevelt,16,9
joannes,16,12
antonius,16,11
antropoloog,15,14
conflicten,15,15
verdiepen,15,15
gezamenlijk,15,13
gevaar,15,15
beschermd,15,11
hoeveelheid,15,14
bezoek,15,14
zodanig,15,15
contractarbeid,15,12
puerto,15,12
rico,15,12
effectieve,15,14
klimaat,15,14
tradities,15,14
huishoudens,15,12
lijk,15,15
stroom,15,14
behulp,15,14
kroon,15,14
militair,15,13
voortdurend,15,12
individu,15,15
action,15,7
vorst,15,12
eis,15,13
onderdelen,15,13
vloek,15,13
momenteel,15,15
fondsen,15,13
bloei,15,11
stilte,15,14
sche,15,15
stemden,15,12
abolitionistische,15,12
136,15,12
slaveneigenaren,15,15
werkwijze,15,6
vertrek,15,15
concluderen,15,15
ingevoerd,15,12
toeslagenaffaire,15,11
len,15,15
volkomen,15,14
aangetoond,15,12
waarborgen,15,13
ingrijpen,15,13
onafhankelijke,15,14
vlag,15,11
automatisch,15,13
geest,15,14
portugees,15,11
diezelfde,15,15
systemen,15,13
stel,15,14
laag,15,15
153,15,12
patroon,15,12
registers,15,9
posten,15,12
157,15,13
1851,15,15
bevatten,15,13
opbrengsten,15,15
leningen,15,13
aanzienlijk,15,15
tijdelijk,15,14
spanningen,15,13
citizens,15,10
informele,15,12
reflecteren,15,15
zeeuwse,15,15
straf,15,14
scheiding,15,13
ziekte,15,15
directie,15,13
bevolkingsgroepen,15,14
moreel,15,10
1866,15,11
181,15,12
183,15,12
188,15,12
indonesia,15,14
bruin,15,14
meerstemmigheid,15,14
taalgebruik,15,10
overkoepelende,15,10
lingen,15,14
versterking,15,15
geformuleerd,15,15
regionale,15,15
kolfin,15,9
populaire,15,15
element,15,13
slachtoffer,15,14
bod,15,15
vooraanstaande,15,15
denis,15,15
reizen,15,15
meisje,15,12
boodschap,15,13
band,15,14
ponte,15,13
nederlands-brazilië,15,14
stedelijke,15,12
224,15,10
getuigen,15,12
oorsprong,15,13
vertelde,15,14
permanente,15,15
verdeeld,15,15
voorbij,15,15
lastig,15,15
beroemde,15,14
plantagehouders,15,14
gedeelte,15,15
268,15,11
women,15,12
275,15,9
admiraliteiten,15,9
klooster,15,12
kapitein,15,12
gouda,15,14
zelve,15,13
ambassadeurs,15,14
vergaderingen,15,14
neef,15,13
1770,15,13
externe,15,14
geoctroyeerde,15,12
landgoed,15,12
jacobus,15,14
opvoeding,15,15
hedendaags,15,13
nations,15,12
960,15,5
expliciete,15,14
uitspreken,15,15
vrijmaking,15,11
forum,15,9
alofs,15,8
analysis,15,13
feiten,15,15
after,15,13
end,15,15
capitalism,15,12
southeast,15,11
vries,15,10
dubois,15,7
nummer,15,14
volkskrant,15,9
cape,15,9
1990,15,14
almelo,15,15
advocaat,15,12
carl,15,15
time,15,13
sorry,15,11
hoeft,15,15
does,15,15
stadhuis,15,13
form,15,13
uitgever,15,12
ontslagen,15,12
bakker,15,14
beschr,15,14
oudegracht,15,13
kosmopolis,15,12
françois,15,14
onderw,15,10
sea,15,9
dupeyrou,15,5
be-,15,14
openbaar,15,15
still,15,14
bell,15,9
events,15,12
declaratory,15,10
que,15,9
contre,15,7
ecthr,15,8
recommendations,15,10
issue,15,11
defined,15,9
historians,15,6
section,15,13
tribunal,15,9
committed,15,10
july,15,11
thus,15,11
onderzoeksrapport,15,13
actieplan,15,11
maak,15,11
vereenigen,15,13
nolthenius,15,14
dullert,15,7
voorthuysen,15,9
dokkum,15,13
volkenkunde,14,12
gespecialiseerd,14,14
roepen,14,14
oproep,14,13
intern,14,12
educatie,14,14
minderheid,14,14
tijde,14,12
bepaalt,14,14
traditie,14,13
immaterieel,14,7
verzamelde,14,9
bewaard,14,12
getoond,14,13
eersten,14,12
maatregel,14,13
martinique,14,10
sterfte,14,13
felicia,14,13
fricke,14,13
114,14,12
wegens,14,13
schrijver,14,13
shell,14,12
industrie,14,12
groei,14,13
geleidelijk,14,13
ingediend,14,14
verzocht,14,12
beperkingen,14,13
archeologie,14,7
overleg,14,13
practice,14,14
1989,14,12
soevereine,14,13
primair,14,13
verzetten,14,14
gedacht,14,13
bedroeg,14,14
riep,14,12
stemde,14,9
landbouwkolonie,14,10
slagen,14,14
132,14,11
investeer,14,12
plantage-,14,13
abolitionist,14,14
rochussen,14,10
re,14,14
denkbeelden,14,12
harde,14,14
werkkrachten,14,12
brauw,14,12
haagse,14,13
143,14,12
146,14,12
maritieme,14,12
aanvankelijk,14,14
aanleg,14,10
baan,14,9
eeuwenlang,14,14
timor,14,7
vastgesteld,14,13
misstanden,14,11
veroorzaakt,14,14
verwijzing,14,14
350,14,13
proberen,14,14
154,14,9
el,14,11
opgezet,14,14
langdurige,14,12
160,14,13
thomas,14,13
negeren,14,9
voordeel,14,14
monopolie,14,13
richtten,14,14
opleveren,14,14
vlucht,14,12
overleden,14,14
afspiegeling,14,13
levert,14,14
beïnvloeden,14,12
erasmus,14,10
vaststelling,14,11
behoren,14,14
voet,14,14
177,14,11
besturen,14,14
186,14,12
letteren,14,13
jakarta,14,14
mindere,14,14
nationaliteit,14,12
erkende,14,14
henry,14,11
selectie,14,13
197,14,10
aangeduid,14,14
type,14,13
niet-westerse,14,13
bevonden,14,14
figuren,14,10
page,14,13
interessant,14,13
joris,14,12
neem,14,14
oranjes,14,8
vestigen,14,14
ergens,14,11
koop,14,14
continue,14,13
1750,14,14
ondernemen,14,14
waardigheid,14,13
overgenomen,14,14
nature,14,14
243,14,13
kars,14,10
bloed,14,11
254,14,12
veroveren,14,12
aangepast,14,13
leider,14,13
geïnteresseerd,14,12
265,14,12
manuel,14,11
1641,14,9
toekomstige,14,14
city,14,11
dienke,14,14
bedoeling,14,14
omschreven,14,13
aangedaan,14,13
brandes,14,12
bzk,14,8
gemarginaliseerde,14,9
toegenomen,14,13
onderzoeksvragen,14,8
paleis,14,10
web,14,10
eindtermen,14,7
voorgaande,14,14
vn,14,9
monde,14,11
doop,14,8
gekeken,14,14
vaardigheden,14,13
schreven,14,12
aanpassen,14,10
theologie,14,12
1858,14,12
theologen,14,9
herstellen,14,14
414,14,7
gebouwen,14,13
bewegingen,14,13
pleiten,14,14
point,14,12
long,14,13
identity,14,11
than,14,13
ithaca,14,9
before,14,12
trading,14,12
report,14,13
held,14,12
pijn,14,11
genootschap,14,12
discriminerend,14,10
kste,14,13
jaarl,14,13
tori,14,7
trois,14,9
femmes,14,9
zuylens,14,7
daden,14,8
zelven,14,13
student,14,13
ontkennen,14,13
bestreden,14,13
so,14,13
carnaval,14,9
hoeven,14,13
gravenberch,14,7
theory,14,11
pep,14,11
free,14,13
present,14,13
israel,14,10
different,14,11
falck,14,8
eindhoven,14,14
curtius,14,5
possible,14,12
formulering,14,11
legislative,14,11
advisory,14,13
nazi,14,8
measures,14,10
june,14,8
hatred,14,8
autonomous,14,5
onderzoekscentrum,14,9
meldpunt,14,8
denkbeeld,14,13
raadt,14,13
heukelom,14,9
fermin,14,12
personeelszaken,14,10
hoofddoek,14,7
land-,13,11
urwin,13,13
vyent,13,13
aankomst,13,12
verzwegen,13,13
trots,13,11
kaders,13,11
reacties,13,13
kolonisator,13,12
rechtvaardigheid,13,12
dichter,13,11
gemeen,13,13
inter,13,13
gebaseerde,13,12
vergroot,13,13
grenzen,13,13
gevangen,13,13
her,13,13
bestuderen,13,12
beslag,13,11
suikerplantages,13,11
ders,13,12
1834,13,11
ruil,13,12
lijke,13,12
impuls,13,13
werkgelegenheid,13,13
overtocht,13,11
boden,13,13
uitgenodigd,13,12
activisme,13,12
herdenkingsdag,13,10
niale,13,13
samenstelling,13,12
voerden,13,13
slaafgemaakt,13,13
bestudeerd,13,10
werkelijkheid,13,13
droegen,13,13
1805,13,9
presenteerde,13,13
pakket,13,10
parlementariërs,13,11
hare,13,13
natuurlijke,13,13
ontwikkelden,13,13
verenigd,13,12
opinie,13,11
erin,13,12
verlenen,13,13
petities,13,11
1855,13,11
antwoorden,13,12
hoeveel,13,12
groeiende,13,13
mogendheden,13,13
mensenroof,13,6
veelvuldig,13,13
zuid-,13,13
pro,13,12
ingericht,13,12
vijftien,13,13
offers,13,10
ambtenaar,13,11
lijn,13,12
bestuurlijk,13,13
gerekend,13,13
investeerden,13,12
handelscompagnieën,13,12
1602,13,12
1630,13,11
rechtstreeks,13,13
negros,13,10
sten,13,13
simpelweg,13,12
speciaal,13,12
overwegingen,13,11
secretaris,13,12
constructie,13,12
beurt,13,13
uitkomst,13,13
179,13,12
oost-indië,13,9
bedragen,13,13
mensheid,13,10
sranantongo,13,8
variant,13,11
qua,13,11
kunstenaar,13,11
veer,13,9
198,13,11
talloze,13,12
gepresenteerd,13,13
zelfstandig,13,11
smeulders,13,9
wereldwijde,13,13
206,13,9
bediende,13,11
207,13,11
209,13,10
dagelijkse,13,13
soortgelijke,13,13
verschijnsel,13,12
jeroen,13,12
1650,13,13
beetje,13,13
wijken,13,8
ernstig,13,11
autonomie,13,11
sfeer,13,13
236,13,11
vestigden,13,13
winnen,13,12
sloten,13,11
vrijheden,13,13
congo,13,12
realiseren,13,12
onderhandelingen,13,12
activiteit,13,12
categorie,13,12
eten,13,11
trans-,13,13
odegard,13,10
gelezen,13,13
kate,13,12
kaapstad,13,11
bengal,13,6
categorieën,13,10
319,13,7
azia,13,8
wetshandhavers,13,8
waarover,13,13
1796,13,8
subsidies,13,13
niveaus,13,13
langdurig,13,12
staatsrechtelijke,13,9
lossen,13,13
371,13,7
1780,13,12
jongen,13,11
393,13,10
wijck,13,10
westindische,13,11
tabel,13,10
twaalf,13,12
1963,13,12
aanpassing,13,9
ver-,13,13
procedures,13,13
uitgeverij,13,10
09,13,10
luc,13,8
civil,13,12
united,13,11
change,13,11
boston,13,12
1981,13,13
volume,13,9
antilles,13,10
hoonhout,13,8
routledge,13,12
ethnic,13,10
work,13,11
fransche,13,12
daarmede,13,11
anti-,13,11
leraren,13,10
oorzaken,13,12
benaderd,13,11
lager,13,12
manuhutu,13,13
concept,13,12
witheid,13,11
erken,13,10
voorgangers,13,10
parool,13,10
hoëvell,13,11
rente,13,9
collective,13,11
waarb,13,13
christiaan,13,13
heuvel,13,7
lucasbolwerk,13,12
kse,13,11
gevoelen,13,12
réveil,13,9
sneek,13,12
isaäc,13,8
genegeerd,13,9
wenschen,13,13
philomena,13,12
sociaal-economische,13,12
macnack,13,7
ernst,13,12
leroy,13,10
leeuw,13,6
education,13,11
maastricht,13,13
hooggeplaatste,13,11
like,13,11
esclavage,13,5
itself,13,11
include,13,11
certain,13,7
persons,13,8
trial,13,5
islands,13,11
apologies,13,10
four,13,10
established,13,10
echr,13,5
january,13,9
herdenkingsdagen,13,11
gestemd,13,10
melden,13,10
kwalitatief,13,9
draag,13,9
beraadslaging,13,12
twijfels,13,8
zult,13,7
dezer,13,12
uiten,13,12
hugenholtz,13,9
teams,13,10
stuurgroep,13,7
focusgroepen,13,8
sensitiviteit,13,6
functionerende,13,8
klachtenprocedure,13,8
bovenlaag,12,9
zichtbaarheid,12,10
ma,12,12
profiteerde,12,11
goud,12,12
regeringen,12,10
representatie,12,10
behoeften,12,12
onderbelicht,12,11
onbekende,12,12
bevolkingen,12,10
toegankelijk,12,12
papier,12,12
plakkaat,12,9
filips,12,8
1776,12,11
paradox,12,11
pijnlijk,12,12
voortbestaan,12,11
knil,12,5
weinige,12,11
doorbreken,12,12
bedrijf,12,10
wegen,12,12
ontstonden,12,12
invoering,12,12
verloor,12,12
zozeer,12,11
gescheiden,12,10
bevorderd,12,12
vaststellen,12,11
subject,12,10
analyseren,12,12
banda-eilanden,12,11
golden,12,11
werpen,12,11
james,12,11
nuttig,12,11
slaafmakers,12,6
ontworpen,12,12
katoen,12,9
factoren,12,12
luidde,12,12
vrijlating,12,12
abn,12,9
verrichten,12,12
fysiek,12,9
aanzienlijke,12,12
veerkracht,12,12
universitaire,12,9
opgelegd,12,11
voortaan,12,10
gering,12,12
prinsterer,12,12
drukken,12,12
keuzes,12,9
beschouwde,12,12
voortdurende,12,12
flink,12,12
huishoudelijk,12,9
kwart,12,12
uitvoer,12,9
strafbaar,12,9
blok,12,7
soldaat,12,12
kees,12,12
zijnde,12,12
correspondentie,12,11
hof,12,11
zeventien,12,12
prijs,12,11
instelling,12,11
1839,12,11
zuidoost-azië,12,12
156,12,10
beroep,12,12
tenzij,12,11
eenentwintigste,12,12
terminologie,12,9
verschafte,12,12
beoordeeld,12,11
1980,12,11
mondiale,12,10
163,12,10
veroverde,12,12
malen,12,12
verdienden,12,11
rijkdom,12,11
mede-eigenaar,12,10
romans,12,7
174,12,7
belast,12,12
uitgesloten,12,11
verslagen,12,11
verbouwd,12,12
nhm,12,6
datzelfde,12,12
180,12,10
keten,12,12
pleit,12,12
belastingen,12,9
in-,12,11
albert,12,11
loopt,12,11
rechtspraak,12,12
west-afrikaanse,12,11
gemengde,12,12
lijden,12,12
visuele,12,10
toelichting,12,12
202,12,8
kijk,12,12
zelfbeeld,12,10
diepgaand,12,9
verankerd,12,11
onschuld,12,10
naarmate,12,12
beschrijven,12,10
vervolgonderzoek,12,11
duiden,12,12
216,12,10
minderwaardig,12,12
mooie,12,12
gouverneurs,12,11
afro-surinaamse,12,10
jacoba,12,11
vervullen,12,11
aanraking,12,12
catharina,12,8
verlangen,12,11
rug,12,12
ontkenning,12,11
acceptatie,12,12
verdwijnen,12,12
238,12,11
para,12,8
verplichting,12,11
afro-,12,9
vluchtten,12,10
1982,12,11
coymans,12,7
bos,12,12
precieze,12,10
260,12,9
maand,12,11
narrative,12,10
joyce,12,9
gids,12,12
277,12,6
usselincx,12,9
krachtig,12,12
1652,12,12
eén,12,11
nauwe,12,12
commercie,12,12
afspraken,12,12
opzet,12,10
vieren,12,10
buurt,12,11
daniel,12,12
consensus,12,11
durban,12,9
machtsverhoudingen,12,11
seksuele,12,11
verdediging,12,11
histories,12,9
belicht,12,12
paloepose,12,6
rehabilitatie,12,8
oorzaak,12,10
heffen,12,11
328,12,8
betoog,12,10
kerndoelen,12,8
weken,12,11
vormgeven,12,10
d66,12,9
oosterpark,12,11
dier,12,10
sluit,12,11
julius,12,10
zending,12,8
stroming,12,8
387,12,7
mey,12,8
vaderland,12,12
imperial,12,9
pauw,12,9
reede,12,7
winstuitkeringen,12,8
bijeenkomst,12,11
bestuurder,12,10
reguliere,12,8
roep,12,10
1945,12,12
bert,12,12
tragiek,12,11
markus,12,11
introduction,12,12
postcolonial,12,10
class,12,10
made,12,12
mitchell,12,11
jaarboek,12,10
force,12,9
schreuder,12,9
america,12,9
jews,12,10
suggesties,12,11
heydenen,12,11
evert,12,11
tseg,12,8
vak,12,7
films,12,12
sklabitut,12,5
eerlijke,12,12
verbeterd,12,12
antillianen,12,10
samenvatting,12,12
verlopen,12,11
gebonden,12,9
anthony,12,12
geaccepteerd,12,12
uitsluiten,12,12
wolter,12,11
zoodanige,12,10
toepassen,12,10
drage,12,10
kheden,12,12
eigenl,12,10
buitenhuizen,12,7
bezitten,12,12
calvinistische,12,8
1842,12,10
stof,12,12
dankz,12,11
british,12,11
gepland,12,11
surinaamsche,12,11
quinsy,12,12
luidt,12,11
peace,12,7
bedrog,12,6
population,12,6
way,12,10
citizenship,12,6
alkmaar,12,12
boudaen,12,6
agressie,12,10
motie-nicolaï,12,7
begaan,12,11
those,12,10
few,12,9
nabestaanden,12,8
omvat,12,12
adopting,12,9
introduced,12,8
protection,12,10
could,12,11
regard,12,8
particularly,12,10
non-punitive,12,6
acts,12,8
powers,12,6
statements,12,7
code,12,9
eds,12,12
descendants,12,9
randvoorwaarden,12,8
belastingdienst,12,9
stress,12,9
lesmateriaal,12,6
onderstaande,12,11
gisteren,12,11
bieberstein,12,9
eenigzins,12,9
oud-alblas,12,9
antirevolutionair,12,8
nijevelt,12,9
marius,12,12
feedback,12,10
ghorashi,12,10
instroming,12,11
verbale,12,9
conformeren,12,11
doorgroeimogelijkheden,12,8
overheidshandelen,12,6
beleidsmakers,12,8
discretionaire,12,9
adv,12,5
taal-,11,9
gelijkwaardig,11,9
schaamte,11,9
doorwerkt,11,11
gehaald,11,11
mis,11,11
fonds,11,9
bali,11,10
slaan,11,11
oral,11,10
mondelinge,11,6
bloot,11,11
normaal,11,9
zorgvuldig,11,11
sloot,11,11
napoleontische,11,10
toonde,11,11
plantage-economie,11,10
bekering,11,9
stelling,11,10
1830,11,11
dwangarbeiders,11,6
respectievelijk,11,11
onvermijdelijk,11,9
ont,11,11
eisten,11,11
bepaalden,11,11
regime,11,9
districten,11,10
controleren,11,9
uitbreiding,11,11
berouw,11,10
voorwerpen,11,9
analyses,11,5
voedsel,11,11
plantation,11,7
gelukkig,11,11
identificatie,11,8
bekleedde,11,9
vrijwillig,11,9
slavenhandelaar,11,11
1808,11,11
1775,11,9
afschaffen,11,10
1844,11,9
redenering,11,10
moeijelijk,11,10
zomaar,11,11
smet,11,10
amro,11,8
vergelijkbaar,11,11
vervoer,11,11
prioriteit,11,11
gesteund,11,11
indigo,11,10
1841,11,10
verzekeren,11,10
bijgedragen,11,10
regel,11,9
slaagde,11,11
geproduceerde,11,10
bescheiden,11,11
zeggenschap,11,11
allereerst,11,11
zelfstandige,11,11
sulawesi,11,11
gelet,11,10
gestuurd,11,11
verklaart,11,11
1861,11,11
protesten,11,9
herhaling,11,10
rechters,11,5
geboorte,11,10
overlijden,11,11
oudere,11,10
universitair,11,10
rode,11,9
vergt,11,10
oorspronkelijk,11,11
model,11,10
keerden,11,11
spelers,11,6
herendiensten,11,10
muziek,11,11
instructies,11,11
opbrengst,11,10
koos,11,11
uitleg,11,11
dicht,11,10
val,11,11
aanvang,11,11
onderhoud,11,11
kas,11,9
alternatief,11,11
concreet,11,11
volken,11,11
zeevarende,11,6
gedachten,11,11
elementen,11,11
gekleurde,11,11
gedicht,11,8
tijden,11,9
bruine,11,10
rutgers,11,7
bel,11,9
mees,11,9
belangrijker,11,11
speciale,11,11
valika,11,9
materieel,11,10
wording,11,11
schilderij,11,10
rassen,11,7
historiografie,11,8
zochten,11,11
wereldbeeld,11,8
verstaan,11,11
antwerpse,11,6
1926,11,8
228,11,8
meisjes,11,9
komaf,11,9
afgewezen,11,11
gestraft,11,11
suikerriet,11,7
makkelijker,11,10
vergelijken,11,10
overige,11,11
interculturele,11,8
jamaica,11,11
fel,11,10
westen,11,9
toename,11,11
berekend,11,11
balthasar,11,11
nederzettingen,11,9
vernoemd,11,10
oor,11,11
deur,11,9
continu,11,10
noemde,11,9
bedrijfsleven,11,10
mosterman,11,9
1790,11,10
truth,11,6
vakken,11,10
gewijd,11,10
afgenomen,11,8
lukte,11,11
verspreiden,11,9
verdacht,11,10
heldere,11,10
gestart,11,11
ministeries,11,10
vereist,11,10
ekama,11,9
genaamd,11,10
khoisan,11,7
vrijburgers,11,6
naartoe,11,10
kasteel,11,11
gennep,11,10
nogal,11,11
nigel,11,7
waard,11,11
dwingen,11,11
detail,11,11
malabar,11,7
cali,11,6
legacies,11,9
jeugd,11,9
percentage,11,8
geugten,11,7
arthur,11,10
docenten,11,8
aangemerkt,11,11
1675,11,9
gerhard,11,8
future,11,9
guinea,11,9
interacties,11,11
geleerd,11,11
scheppen,11,8
predikanten,11,9
383,11,6
begint,11,9
erger,11,8
vaderlandse,11,11
dimensies,11,9
389,11,7
kantoor,11,10
verbanden,11,9
bevinden,11,10
concludeert,11,10
toenmalig,11,11
rudolph,11,9
opnemen,11,10
426,11,6
bevoegdheid,11,10
koningin,11,10
gezondheid,11,10
wilhelmina,11,11
bemoeienis,11,11
onzichtbaar,11,9
wijntuin,11,8
ad,11,11
americas,11,9
bovenbouw,11,7
index,11,9
transitional,11,7
asian,11,9
05,11,9
marten,11,11
joost,11,7
geïnterviewd,11,6
demerary,11,7
colonies,11,8
transatlantic,11,11
second,11,11
princeton,11,6
creation,11,9
good,11,8
négrière,11,7
antonio,11,9
system,11,8
janneke,11,11
stegeman,11,11
utrechter,11,10
opgegroeid,11,9
citaat,11,10
deventer,11,10
ingezetenen,11,9
policies,11,11
based,11,9
kampen,11,11
caraïben,11,11
andries,11,10
emoties,11,11
apart,11,11
blanken,11,7
16e,11,10
bonairiaanse,11,7
niks,11,9
aangepakt,11,9
bezoekers,11,9
instellen,11,9
stereotyperingen,11,7
hoek,11,11
1714,11,8
jr,11,10
duren,11,10
bespreekbaar,11,9
opmerking,11,10
com-,11,11
begraven,11,9
wandelgids,11,9
taets,11,10
amerongen,11,10
tevreden,11,11
namel,11,11
doelstelling,11,8
raffinader,11,6
moeil,11,11
siti,11,6
ongel,11,11
on-,11,10
onbedoeld,11,10
afkeer,11,11
genieten,11,10
gerbner,11,7
1854,11,9
aardenburg,11,7
hooks,11,6
scotty,11,7
aanmerking,11,9
speel,11,7
botman,11,7
vooraf,11,11
onnekink,11,10
natalja,11,7
overgelaten,11,10
centre,11,11
publishers,11,10
access,11,8
appendix,11,7
literature,11,8
thesis,11,10
02-02-2021,11,5
account,11,9
artistic,11,6
franciscus,11,10
october,11,10
official,11,9
wetboek,11,6
handelsblad,11,10
gliszczy,11,8
establishment,11,9
means,11,9
kenniscentrum,11,10
self-inculpatory,11,6
period,11,10
virtue,11,9
definition,11,5
institutions,11,8
former,11,6
small,11,8
charter,11,5
reference,11,8
politicus,11,11
selecteren,11,9
implicaties,11,11
knelpunten,11,11
coördinator,11,8
effectiviteit,11,9
kien,11,8
adviseert,11,7
voorgestelde,11,11
millioen,11,5
conservatieve,11,9
christianus,11,11
drenthe,11,6
kandidaat,11,5
bi-,11,11
tokenisme,11,5
verbindingen,10,9
transformative,10,10
kanten,10,10
chinezen,10,10
mentaliteit,10,7
creoolse,10,10
opgeleverd,10,10
geografische,10,9
opgevat,10,10
partij,10,8
overheidsinstanties,10,9
heerst,10,10
liederen,10,7
gedichten,10,8
bevrijd,10,10
ellen,10,7
klinkers,10,7
volgden,10,10
machthebbers,10,9
francis,10,10
aangemoedigd,10,9
expedities,10,9
brits,10,8
driehonderd,10,10
contracten,10,10
ongekende,10,10
geworven,10,6
introductie,10,10
eenheid,10,10
troepen,10,10
verordeningen,10,10
marechaussee,10,9
instroom,10,7
geschikte,10,10
gekoloniseerden,10,7
michael,10,9
samenhang,10,10
benaderen,10,9
waardevol,10,10
zienswijze,10,9
antropologie,10,8
dorpen,10,7
enig,10,10
sneller,10,10
militairen,10,9
321,10,8
vervoerden,10,10
wettig,10,9
amendementen,10,7
compenseren,10,9
gevolge,10,10
gedrukt,10,10
beginselen,10,9
moge,10,10
ning,10,9
achterstelling,10,9
volwaardige,10,10
grondig,10,10
negentiende-eeuwse,10,9
erover,10,9
vreede,10,7
1794,10,10
stuurde,10,10
wijziging,10,9
adres,10,9
verzoekschrift,10,7
zolang,10,9
maat,10,9
achttiende-eeuwse,10,10
plantage-eigenaar,10,10
departement,10,9
1864,10,9
siwpersad,10,7
publiekelijk,10,9
betoogde,10,10
1871,10,8
staatkundige,10,8
gewesten,10,7
1820,10,9
populatie,10,9
slavenhalers,10,9
dieper,10,10
aziaten,10,9
chattel,10,6
geuit,10,10
extreem,10,10
1816,10,10
inzake,10,8
372,10,6
slavenschip,10,9
paste,10,10
gedeeltelijk,10,10
database,10,9
uitgeoefend,10,9
eindelijk,10,10
plantagesector,10,7
zuiden,10,10
voortzetting,10,10
ties,10,10
handels,10,10
opzetten,10,10
aangelegd,10,10
aangewezen,10,10
crisis,10,9
insinger,10,7
denigrerende,10,8
gecompenseerd,10,9
daendels,10,7
thee,10,9
meende,10,9
krachten,10,10
1817,10,9
vluchten,10,10
178,10,9
voorkwam,10,9
batig,10,8
adel,10,8
vermeende,10,9
profiteerden,10,10
innen,10,9
eenzelfde,10,10
constante,10,9
hollanders,10,9
religieus,10,9
iris,10,8
uitgave,10,8
jurist,10,9
geert,10,10
narratives,10,9
praktische,10,10
196,10,9
terreinen,10,10
elmer,10,7
199,10,9
afbeelding,10,9
aanvullende,10,10
moor,10,8
wijst,10,9
aangehouden,10,10
western,10,8
204,10,9
interpretatie,10,8
geschie,10,10
beleving,10,10
ontstaat,10,10
paragraaf,10,9
bepalend,10,10
rechtszaken,10,8
oogpunt,10,10
inziens,10,10
abstracte,10,9
kerkelijke,10,8
herhaald,10,9
1683,10,10
1644,10,9
1771,10,10
lading,10,9
opgesteld,10,10
voortgekomen,10,10
overeenkomst,10,9
aparte,10,10
exclusieve,10,8
development,10,10
policy,10,8
raakten,10,10
zorgden,10,10
danken,10,9
hout,10,9
gezinnen,10,10
oosten,10,10
integriteit,10,9
akte,10,9
plantagekolonie,10,9
moed,10,10
individueel,10,10
wederom,10,10
spaans-amerika,10,8
marjoleine,10,9
rivieren,10,10
aanbod,10,10
waartoe,10,10
gevangengenomen,10,10
zondag,10,9
bezoeken,10,9
spanjaarden,10,5
diplomatieke,10,8
briefwisseling,10,9
inhoudelijke,10,10
betrek,10,8
1664,10,7
burgeroorlog,10,8
hartog,10,7
da,10,10
1600,10,10
diplomaten,10,7
halverwege,10,10
280,10,10
leiders,10,10
285,10,6
287,10,6
1974,10,9
291,10,7
labor,10,9
medewerking,10,10
interesse,10,10
chakraborty,10,6
organiseerde,10,10
mrauk,10,6
trans-atlantisch,10,10
privileges,10,10
voc-schip,10,9
pasop,10,7
psychologische,10,10
his,10,10
knaap,10,7
wapens,10,6
handelaar,10,10
jongens,10,9
opgepakt,10,9
pijnlijke,10,8
uitgeroepen,10,10
aanbeveling,10,10
hagen,10,8
rechtvaardige,10,10
uitgevers,10,10
klas,10,8
wetenschappen,10,10
pvda,10,7
bewindspersonen,10,7
resolutie,10,7
belemmeringen,10,9
ca,10,9
tafereel,10,7
359,10,7
oplossing,10,10
minister-president,10,9
poorter,10,9
taiwan,10,9
bicker,10,5
onduidelijk,10,9
381,10,8
rooms-katholieke,10,10
beschouwing,10,9
duitsland,10,9
broeders,10,9
zendelingen,10,5
lambertus,10,8
kwetsbare,10,9
harder,10,9
schatting,10,9
dynamiek,10,9
404,10,8
parijs,10,10
1754,10,9
alsnog,10,10
doorwerken,10,10
zichtbare,10,9
indirecte,10,9
versus,10,10
droeg,10,10
impliciet,10,10
gemeenteraad,10,9
bovengenoemde,10,10
constateren,10,9
slo,10,6
emmer,10,10
just,10,10
07,10,8
slavenemancipatie,10,8
practices,10,8
lamur,10,8
view,10,8
1988,10,10
richard,10,10
au,10,6
henri,10,10
bram,10,10
william,10,10
aux,10,6
1970,10,9
non-,10,8
digital,10,6
ruime,10,10
integendeel,10,10
mijns,10,10
multiculturele,10,10
minderheden,10,6
where,10,9
meegemaakt,10,10
genoegdoening,10,9
margaretha,10,10
politiegeweld,10,9
caraïbisch,10,9
uur,10,7
rechtsbescherming,10,6
deutz,10,7
welkom,10,9
ondersteunde,10,10
discrimineren,10,9
verlichting,10,7
signalen,10,7
vers,10,10
zuidel,10,7
afhankel,10,10
tafels,10,7
unie,10,6
