filename,filepath,document_type,year,chunk_num,chunk_text,topic,cosine,cosine_weighted,topic_probs,topic_assigned,cosine_per_topic,labels,chunk_id
jaarverslag-buitenlandse-zaken-2022.106.txt,Policyarchive_text\jaarverslagen\2023\jaarverslag-buitenlandse-zaken-2022\jaarverslag-buitenlandse-zaken-2022.106.txt,2023,jaarverslag-buitenlandse-zaken-2022,0,mac moderniser activiteitencyclus matra programma maatschapp transformatie mfk meerjar financieel kader minusma united nation multidimensional integrated stabilization mission mali mrf mensenrechtenfond mrr mission sustainabl mto medewerkerstevredenheidsonderzoek mvv machtig voorlop verblijf mvoi maatschapp verantwoord ondernem inkop misbruik oneigen navo verdragsorganisatie ncif national coordinator international functies nfrp nederland fond regional partnerschapp nimh nederland institut militair historie nla non lethal assistanc npdi disarmament initiativ npv verdrag nvr national veiligheidsrad ocw cultur wetenschap oda official development assistanc ohchr offic high commissioner human right opcw verbod chemisch wapen ondernemingsrad ontwikkelingssamenwerk osa open strategisch autonomie ovs samenwerk europa plooi platform open overheidsinformatie pobb programma ondersteun buitenland permanent vertegenwoord europes unie rhb rijkshoofdboekhoud rvo rijksdienst ondernem rwt rechtsperson wettelijk tak sdgs sustainabl development goal sea strategisch evaluatie agenda ssc standard contractual clauses sso shared serviceorganisatie ssr security sector reform stp shiraka training program ucaptf ukrain comprehensiv assistanc packag trust fund usd dollar vbs vervang bedrijfsvoeringssystem vci crisiscoordinatie integriteit verenigd koninkrijk verenigd naties verenigd stat wnt wet normer topinkomen wopt wet openbaarmak middel gefinancierd topinkomen zbo zelfstand bestuursorgan twed kamer vergaderjar,Reparations and Remembrance|Modern & Everyday Racism,0.0968495996958186,"[0.008128456983026252, 0.02180360929704404, 0.004094217065287404]","[False, True, True]","[False, True, True]","[0.0968495996958186, 0.0968495996958186, 0.0968495996958186]","[0, 1, 1]",jaarverslag-buitenlandse-zaken-2022.106.txt__0
jaarverslag-ezk-2022.63.txt,Policyarchive_text\jaarverslagen\2023\jaarverslag-ezk-2022\jaarverslag-ezk-2022.63.txt,2023,jaarverslag-ezk-2022,0,national groeifond ngf nederland veerkrachtplan werkt kabinet herstel economisch groei bred welvaart komend verder versterk via gericht investeringsagenda verbind national groeistrategie ondersteun economisch transities liser verduurzam vernieuw stat daarin central via ngf mld uitgetrok innovatie keling eerst rond plaatsgevond indien projectvoorstell daaran gekoppeld definitiev toekenn voorwaard toekenn reserver middel nam pijler ontwikkel innovatie drag groen digital transities war stat hvp draagt ambities kabinet gebied groen digital transitie bevat grootschal gebied woningbouw arbeidsmarkt belastingstelsel keurd financien europes unie uitvoeringsbesluit goed hierdor slag uitvoer plan bestat waarvan hervorm invester ring bedrag mld coronacrisis een ding duidelijk gemaakt kwetsbar onz manier lev werk belangrijk rol bedrijv daarbij spel welvaartsgroei kendheid gat onz gezond beschik voldoend zorg inkom werk winstgev bedrijv goed oner bedrijv bied werk inkom maatschapp verband war werknemer gewaardeerd betrok voel zichzelf ontplooi war vermog bijdrag maatschapp vooruitgang bedrijv maatschapp verantwoord mogelijk nadel gevolg economisch activiteit kwaliteit onz leefomgev samenlev beperk drag bedrijv scholing maatschapp verantwoord product eerlijk prijz goed lon pensioenvoorzien hoogwaard leefomgev nieuw product dienst technologieen drag grot maatschapp vraagstuk tijd energietransitie verduurzam industrie digitaliser crisis pakt bedrijv maatschapp verantwoord samenwerk maatschapp betrok cruciaal onz welvaartsgroei samenwerk grot international operer ondernem kleinbedrijf essentieel nemerssucces international samenwerk onmis open economie onz strategisch samenwerk bedrijv wetenschap hoger belangrijk wetenschap hoger fundamentel ideeen capaciteit bied bedrijfslev mogelijk ziet war nieuw technologieen toegepast nieuw product dienst productieprocess definitief nederland veerkrachtplan twed kamer vergaderjar xiii,"Colonial Exploitation, Slavery & Economic Inequality|Reparations and Remembrance|Modern & Everyday Racism",0.098058067569092,"[0.016819204600264027, 0.018630938001512852, 0.005148787407512805]","[True, True, True]","[True, True, True]","[0.098058067569092, 0.098058067569092, 0.098058067569092]","[1, 1, 1]",jaarverslag-ezk-2022.63.txt__0
beslisnota-bij-voorhang-conceptregeling-regionaal-investeringsfonds-mbo-2024-2027.8.txt,Policyarchive_text\beleidsnotas\2023\beslisnota-bij-voorhang-conceptregeling-regionaal-investeringsfonds-mbo-2024-2027\beslisnota-bij-voorhang-conceptregeling-regionaal-investeringsfonds-mbo-2024-2027.8.txt,2023,beslisnota-bij-voorhang-conceptregeling-regionaal-investeringsfonds-mbo-2024-2027,0,inzet werkvloer ler opleid modern faciliteit techniek gebruik daarbij onderscheidt rif geld beschik stell samenwerkingsverband goed inhoud ondersteun bied samenwerkingsverband aanvrag will indien verschill manier ondersteun gebod zowel starter opschaler mogelijk voorafgaand indien aanvrag voorschouw lat uitvoer voorlop voorstel dienst uitvoer subsidies platform talent technologie ptvt ondersteun gevraagd uitvoeringsfas verschill wijz vraaggestuurd ondersteun gebod kennisontwikkel via collectief kennisprogramma katapult samenwerkingsverband ontwikkeld hart welkom participer netwerk activiteit katapult aanvrag del practorat start bouw daarnaast vlak voorlicht advies krijg via stichting ieder mbo practorat grondslag subsidieregel grondslag regel kaderregel subsidies ocw szw vws bestat risico ongeoorloofd staatssteun bekostigd aanvrag verbeter aansluit bekostigd arbeidsmarkt bedrijfslev gezien wettelijk onderwijstak bekostigd instell open national onderwijsstelsel gefinancierd stat staatstoezicht stat economisch activiteit beschouwd samenwerkingsverband opgericht student lat ler oefen beroepspraktijk waarbij reken gehoud recent ontwikkel techniek zover subsidie verstrekt partij pps onderwijsinstell subsidie bedoeld activiteit ondersteun activiteit onderwijsinstell uitvoer beargumenteerd sprak economisch activiteit daarom risico ongeoorloofd staatssteun toekenn bekostigd welk sprak verantwoord,"Colonial Exploitation, Slavery & Economic Inequality|Reparations and Remembrance|Modern & Everyday Racism",0.0883672164336924,"[0.014312069229624911, 0.0028427209267470246, 0.013686788295208537]","[True, True, True]","[True, True, True]","[0.0883672164336924, 0.0883672164336924, 0.0883672164336924]","[1, 1, 1]",beslisnota-bij-voorhang-conceptregeling-regionaal-investeringsfonds-mbo-2024-2027.8.txt__0
bijlage-2-memorie-van-toelichting-wetsvoorstel-wet-versterking-waarborgfunctie-awb.20.txt,Policyarchive_text\besluiten\2023\bijlage-2-memorie-van-toelichting-wetsvoorstel-wet-versterking-waarborgfunctie-awb\bijlage-2-memorie-van-toelichting-wetsvoorstel-wet-versterking-waarborgfunctie-awb.20.txt,2023,bijlage-2-memorie-van-toelichting-wetsvoorstel-wet-versterking-waarborgfunctie-awb,0,versie bestuursorgan voorsprong bevoegd beschikt informatie punt ongelijkheidscompensatie extra belang koenrad beschrijft problematiek bewijsachterstand mens volgt les derd evaluatie awb namelijk pijnlijk duidelijk rechter partij meestal althan volstrekt onvoldo inzicht verschaft bewijsposities daardor kreg vooral mens advocat procedeerd lat gat had stelling feit rechter voldoend aannem mak enig regelmat pas einduitsprak duidelijk rechter advies accepteerd burger tegenbewijs vorm omtrent nieuw zaaksbehandel kwam vor bewijsposities zitting slecht toe werd schlossel stelt wenselijk bevoegd gev formel bewijsopdracht toe kenn bestuursrechter verschill bevoegd feit bestuursrechter burger verplicht inlicht schriftelijk stuk daarnaast rechter ambtshalv feit aanvull maakt rechter nieuw zaaksbehandel rechtbank amsterdam opgemerkt eiser bijna nooit geleg krijg alsnog nader bewijs sted blijkt bestuursrechter toe bewijsvoorlicht burger tak communicatie informatie burger beroepsprocedur verbeterd bestaand praktijk verander wijzig awb wenselijk burger lus voorgesteld daarom bestuursrechter bevoegd toe kenn belanghebb specifiek mogelijk gev aangedrag stelling procedur aannem mak apart bevoegd geeft bestuursrechter middel vorm bewijsvoorlicht gev stimuleert bestaand mogelijk gebeurt burger geleg gev alsnog nader bewijs lever procespositie versterk burger lus hiervor kader geregeld nieuw afdel awb voeg afdel bestur lus nieuw voorgesteld afdel geeft invull wen kom verstev positie burger procedur bestuursrechter hoewel bestuursrechter onderzoeksbevoegd mogelijk vergar informatie wenselijk belanghebb expliciet geleg gev ingebracht stelling aannem mak mogelijk stelling aannem mak ander herstel gebrek beroepschrift grond awb bevoegd eerder procedur gemaakt bewijsopdracht tussenuitsprak nieuw beroepsgrond gat nader onderbouw aannem mak aangevoerd grond net bestur lus rechter burger lus best toepass tussenuitsprak praktijk blijkt behoeft dergelijk vorm burger lus uitsprak rechtbank rechtbank tussenuitsprak gedan hierbij awb bestuursorgan opdracht gebrek herstell bewijsopdracht burger afdel bestuursrechtsprak rad stat eerder schuurman eig aard bestuursrecht bewijsrecht bestuursrecht bewijsrecht wetgever rechter koenrad deskund bestuursrecht rechter control deskundigenadviser gebaseerd preadviez veren vergelijk studie recht bom juridisch marseill waard tollenar laskewit boxum praktijk nieuw zaaksbehandel bestuursrecht schlossel vrij kenbar bewijsler bestuursrecht bewijsrecht wetgever,"Colonial Exploitation, Slavery & Economic Inequality|Modern & Everyday Racism",0.091900749728098,"[0.011615316620693102, 0.004201262528386873, 0.014412654012427683]","[True, False, True]","[True, False, True]","[0.091900749728098, 0.091900749728098, 0.091900749728098]","[1, 0, 1]",bijlage-2-memorie-van-toelichting-wetsvoorstel-wet-versterking-waarborgfunctie-awb.20.txt__0
jaarverslag-financien-2022.50.txt,Policyarchive_text\jaarverslagen\2023\jaarverslag-financien-2022\jaarverslag-financien-2022.50.txt,2023,jaarverslag-financien-2022,0,beleidsconclusies beleidsverslag beleidsresultat belastingdienst geschetst begin effect coronacrisis regulier process belastingdienst goed merkbar desondank dienstverlen doorgan som aangepast vorm belastingdienst stapp gezet dienstverlen structurel verbeter uitbreid team loketfuncties belastingdienstkantor belastingdienst daarnaast gewerkt versterk fraudeaanpak oploss problem signalenproces dienst stapp gezet verder vormgev uitvoer operaties ten aanzien zak verled goed gegan fraudesignaleringsvoorzien fsv minnelijk nering natur person msnp box betreft box eerst fas herstel succesvol afgerond operaties gevolg uitvoer regulier tak belastingdienst waardor rond afhandeltermijn bezwaarschrift bereik telefon gehaald overleg politiek teit gesteld betrek inzet beschik personel capaciteit herijk kpi ontwerpbegrot ontwerpbegrot beter inzicht verkreg mat waarin belastingdienst nalev bevordert burger bedrijv adequat behandel gev effectief informer gemak bied gepast wijz corriger tred belastingdienst gerapporteerd aangepast set kpi twed kamer vergaderjar,Reparations and Remembrance|Modern & Everyday Racism,0.080582296402538,"[0.0018646841990666838, 0.01003569080064446, 0.02362865012217161]","[False, True, True]","[False, True, True]","[0.080582296402538, 0.080582296402538, 0.080582296402538]","[0, 1, 1]",jaarverslag-financien-2022.50.txt__0
jaarverslag-onderwijs-cultuur-wetenschap-2022.34.txt,Policyarchive_text\jaarverslagen\2023\jaarverslag-onderwijs-cultuur-wetenschap-2022\jaarverslag-onderwijs-cultuur-wetenschap-2022.34.txt,2023,jaarverslag-onderwijs-cultuur-wetenschap-2022,0,ten derd maatschapp impact vergrot samenwerk economisch zak klimat geinvesteerd deelnam europes partnerschapp gemiddeld circa miljoen per fond wetenschap financiel impuls ingezet kennisveil open scienc education kennisbenut wetenschapscommunicatie voorbeeld kennisbenut invester faculty impact programma ondersteun vertal nieuw kennis startup maatschapp impact verder gewerkt voorbereid centrum expertis wetenschapscommunicatie wetenschap maakt kabinet sterk hoger hoger bevat beleidsbrief omvangrijk financiel impul aflop kwaliteitsafsprak middel instell ten behoev kwaliteit voortgezet gat hierbij structurel bedrag ongever miljoen per daarnaast kondigt brief eig regie kwaliteitszorgstelsel invester ontwikkel integral aanpak studentenwelzijn miljoen per versterk beroepsonderwijs samenwerk regio miljoen oplop miljoen structurel kabinet stelt daarnaast structurel miljoen per beschik aansluit arbeidsmarkt verbeter hbo brief miljoen aangekondigd hbo gio gevestigd eerst tranch geld inmiddel bested hoger kabinet verder wetsvoorstel ingedi basisbeur opnieuw voer komt kabinet tegemoetkom jonger gestudeerd leenstelsel herinvoer basisbeur aanvull beur hoger verbred zodat student mak hernieuwd basisbeur belangrijk stap versterk financiel positie jonger najar ocw expertconsultatie lat uitvoer internationaliser hoger oog beleidsbrief internationaliser verkenn instrument ingezet groeiend instrom international student beheers mak verder financiel ondersteun deelnem hoger onderwijsinstell europes universiteit initiatief aangekondigd per kamerbrief vanaf ontvang deelnemer financier instell komend period aanvrag initiatief indien financier cedur ontvang cultur stond tek uitwerk plann coalitieakkoord kabinet investeert miljoen structurel extra cultur bovenop regulier miljard nieuw middel blijvend invester positie cultur maker versterk zorg toegank kwaliteit cultur hel land meerjarenbrief cultur kracht creativiteit stat uitwerk komend vijf prioriteit versterk arbeidsmarkt positie culturel creatiev professional denkkracht maker creatiev beter benut grot twed kamer vergaderjar viii,"Colonial Exploitation, Slavery & Economic Inequality|Reparations and Remembrance|Modern & Everyday Racism",0.082502864732539,"[0.009830174972415735, 0.008813417857137209, 0.051068556942324476]","[True, True, True]","[True, True, True]","[0.082502864732539, 0.082502864732539, 0.082502864732539]","[1, 1, 1]",jaarverslag-onderwijs-cultuur-wetenschap-2022.34.txt__0
jaarverslag-buitenlandse-zaken-2022.15.txt,Policyarchive_text\jaarverslagen\2023\jaarverslag-buitenlandse-zaken-2022\jaarverslag-buitenlandse-zaken-2022.15.txt,2023,jaarverslag-buitenlandse-zaken-2022,0,adviescolleg dialooggroep slavernijverled namen reger excuses uitgesprok handel stat verled postum slaf gemaakt wereldwijd handel geled dochter zon nazat bod kabinet diep excuses structurel extrem geweld zijd indonesie aanleid publicatie gezamen onderzoeksprogramma onafhank dekolonisatie geweld oorlog indonesie konink institut volkenkund kitlv nederland institut militair historie nimh niod institut genocidestudies volgd twed uitgebreider kabinetsreactie waarin eerst maatschapp debat onderzoeksprogramma meegenom contact india hel linie verder versterkt waarin india diplomatiek betrek vierd punt succesvoll deelnam hoekstra raisina dialog inkom staatsbezoek president kovind uitnod india indiaas voorzitterschap richt leidrad strategie samenwerk versterk samenwerk partner azie europes belang economisch politiek veiligheidsgebied beter behart belangrijkst mondial groeiregio samenwerk association south east asian nation asean verder versterkt trad toe southeast asia treaty amity cooperation stap strategisch partnerschap asean vond eerst top plat brussel waaran rut deelnam najar tild korea bezoek buitenland zak seoul bilateral relatie hoger plan vorm strategisch partnerschap afghanistan sprak verder verslechter situatie nam gebied vrouwenrecht international verband sterk ingezet bescherm mensenrecht land ondersteun bevolk doorgegan naslep evacuatie kaboel middel overbreng person daarvor aanmerk kwam ging person instabiliteit hoorn afrika nam begin verder toe voortdur conflict ethiopie diplomatiek inzet ethiopie nauw samensprak partner gericht lever oploss conflict soedan somalie process nieuw lev ingeblaz sahel onverminderd prioritair regio regio sprak toenem instabiliteit jihadistisch aanslag mensenrechtenschend grep burkina faso land trok troep terug twed kamer vergaderjar,"Colonial Exploitation, Slavery & Economic Inequality|Reparations and Remembrance|Modern & Everyday Racism",0.1228590233667902,"[0.04883866662436384, 0.11345902294021791, 0.016980410382068697]","[True, True, True]","[True, True, True]","[0.1228590233667902, 0.1228590233667902, 0.1228590233667902]","[1, 1, 1]",jaarverslag-buitenlandse-zaken-2022.15.txt__0
jaarverslag-szw-2022.259.txt,Policyarchive_text\jaarverslagen\2023\jaarverslag-szw-2022\jaarverslag-szw-2022.259.txt,2023,jaarverslag-szw-2022,0,kot kinderopvangtoeslag kpi key performanc indicator lav landelijk asbestvolgsystem lcr landelijk clientenrad lexces landelijk expertisecentrum stoffengerelateerd beroepsziekt liv lkk landelijk kwaliteitsmonitor kinderopvang lks loonkostensubsidie lkv loonkostenvoordel llo lev lang ontwikkel lrk landelijk register kinderopvang misbruik oneigen mbo middel beroepsonderwijs mckw mobiliteit centrum kolenket westhav maatwerkregel duurzam inzet eerder uittred mev verkenn mip meerjar investeringsprogramma mit maatschapp impact team mkb kleinbedrijf mln miljoen nba konink beroepsorganisatie accountant ncdr national coordinator discriminatie racism ngf national groeifond nhr nieuw handelsregister nibud national institut budgetvoorlicht nla arbeidsinspectie tijdelijk noodmaatregel overbrugg behoud werkgeleg nederland twed tal nvvk veren schuldhulpverlen nvw nota wijzig ontwikkelingsfond obr overbruggingsregel aow octas onafhank toekomst arbeidsongeschiktheidsstelsel ocw cultur wetenschap olaf europes bureau fraudebestrijd ops organo psycho syndrom ondernemingsrad ongevallenverzeker pbl planbureau leefomgev pgb persoonsgebond budget pgv stichting projectenbureau gezond plooi platform open overheidsinformatie pok parlementair ondervragingscommissie kinderopvangtoeslag pow perspectief werk psa psychosocial arbeidsbelast psg plaatsvervang pwri pensioenfond werk plafond rijksbegrot rbv rijksbegrotingsvoorschrift rcn rijksdienst unit social zak werkgeleg rhb rijkshoofdboekhoud toet rivm rijksinstitut volksgezond milieu rmt regional mobiliteitsteam twed kamer vergaderjar,Reparations and Remembrance|Modern & Everyday Racism,0.0877058019307029,"[0.0019916042359398225, 0.021055012233750704, 0.1100440623081656]","[False, True, True]","[False, True, True]","[0.0877058019307029, 0.0877058019307029, 0.0877058019307029]","[0, 1, 1]",jaarverslag-szw-2022.259.txt__0
jaarverslag-vws-2022.57.txt,Policyarchive_text\jaarverslagen\2023\jaarverslag-vws-2022\jaarverslag-vws-2022.57.txt,2023,jaarverslag-vws-2022,0,passend zorg betal wmo afgelop period lang lijn gewerkt passend ondersteun betal wmo eig huishoud hulp passend eig noodzak aanzuig werking huishoud hulp remm financiel druk bred zin verminder zorg ondersteun kader wmo beschik gewerkt voorbereid wetgev regeerakkoord verbeter professionel goed nerend noodzak kwaliteit passend steuning waarborg sneller verbeter duidelijker schrijving mee gev igj vng tsd gewerkt beleidskader via ketenbureau sociaal domein gewerkt satie uitvoer contracter ant hierdor process gemeent aanbieder eenduidiger eenvoudiger waardor tijd ontstat focus legg kwaliteit ondersteun onbeperkt meedoen beleidswijz aangegev aanpak programma onbeperkt meedoen period geevalueerd med basis evaluatie vervolgaanpak implementatie recht mens beperk hierna handicap period bepal evaluatie plaatsgevond kamerstuk evaluatie komt belangrijk stapp gezet gebied toegang inclusie volgen evaluatie belangrijk stapp gezet toenam toegank station verbeteraanpak passend aanpass wajong bouwregelgev ondank vel gang gezet blijkt evaluatie uitdag aangegev ontwikkel nodig thema open ruimt toegank mak sportgebouw bevorder liteit rijk thema zull komend stapp zet een hoofdconclusies evaluatie urgentie afgelop verhoogd thema inclusie toegank komend aangewakkerd hierbij nodig werk langer tijdshorizon echt effect crer specifiek aanbevel evaluatie organiser inzet ervaringsdeskund ontwikkel rond handicap inzet vergrot maatschapp bewustword langdur zorg sport coordiner bewindsperson handicap kabinet vervolgaanpak aangekondigd kamerstuk hierin aanbevel vanuit evaluatie vertaald vervolgaanpak omvat actielijn verkenn start inclusiepact diver maatschapp initiatiefnemer voortzet samenwerk gemeent bedrijfslev ment verbeter inzet ervaringsdeskund verder ontwikkel kennisstructur rondom handicap twed kamer vergaderjar xvi,"Colonial Exploitation, Slavery & Economic Inequality|Reparations and Remembrance|Modern & Everyday Racism",0.0997509336107632,"[0.00332211475108165, 0.004538608541773769, 0.02201243166517853]","[True, True, True]","[True, True, True]","[0.0997509336107632, 0.0997509336107632, 0.0997509336107632]","[1, 1, 1]",jaarverslag-vws-2022.57.txt__0
jaarverslag-koninkrijksrelaties-2022.35.txt,Policyarchive_text\jaarverslagen\2023\jaarverslag-koninkrijksrelaties-2022\jaarverslag-koninkrijksrelaties-2022.35.txt,2023,jaarverslag-koninkrijksrelaties-2022,0,budgettair gevolg budgettair gevolg bevorder sociaaleconomisch structur bedrag realisatie vastgesteld verschil verplicht uitgav curaçao maart aruba subsidies regel diver subsidies noodpakket national recovery program bureau coho opdracht opdracht land coho inkomensoverdracht toeslag pensioen tijdelijk werkorganisatie two medeover land onderwijshuisvest curaçao tijdelijk werkorganisatie two organisaties diver bijdrag subsidies regel subsidies international airport opdracht versterk uitvoeringskracht opdracht inkomensoverdracht pensioen uitker politiek ambtsdrager medeover sociaaleconomisch initiatiev versterk uitvoeringskracht agentschapp kennisoverdracht communicatie begrotingshoofdstuk kennisoverdracht communicatie ontvangst stand inclusief nota wijzig ontwerpbegrot kamerstuk twed kamer vergaderjar,Reparations and Remembrance,0.1149391542265381,"[0.0, 0.018795867142095305, 0.002064074186982741]","[False, True, False]","[False, True, False]","[0.1149391542265381, 0.1149391542265381, 0.1149391542265381]","[0, 1, 0]",jaarverslag-koninkrijksrelaties-2022.35.txt__0
